"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Digital, Data and Technology","Inner London - West","G7","15","15","56480","54160"
"In post","2021","Analysis","Digital, Data and Technology","Inner London - West","HEO","20","20","36750","36980"
"In post","2021","Analysis","Digital, Data and Technology","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Inner London - West","SEO","25","20","44270","45250"
"In post","2021","Analysis","Digital, Data and Technology","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","G7","15","15","52250","50670"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","HEO","10","10","32270","33100"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South Yorkshire","SEO","20","15","42450","42220"
"In post","2021","Analysis","Digital, Data and Technology","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tees Valley and Durham","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Tees Valley and Durham","SEO","10","10","41860","42320"
"In post","2021","Analysis","Digital, Data and Technology","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","EO","15","15","26550","26620"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","East Wales","AO","25","25","19130","19130"
"In post","2021","Analysis","Economics","East Wales","EO","10","10","23560","23050"
"In post","2021","Analysis","Economics","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","East Wales","G7","30","30","51210","49120"
"In post","2021","Analysis","Economics","East Wales","HEO","35","35","30190","29540"
"In post","2021","Analysis","Economics","East Wales","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","East Wales","SEO","15","10","37720","37020"
"In post","2021","Analysis","Economics","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Greater Manchester","G7","10","5","[c]","[c]"
"In post","2021","Analysis","Economics","Greater Manchester","HEO","10","10","31980","31810"
"In post","2021","Analysis","Economics","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Inner London - East","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Inner London - East","G6","30","25","76350","75360"
"In post","2021","Analysis","Economics","Inner London - East","G7","60","55","58800","58130"
"In post","2021","Analysis","Economics","Inner London - East","HEO","50","50","33900","33930"
"In post","2021","Analysis","Economics","Inner London - East","SCS level","20","15","101460","97750"
"In post","2021","Analysis","Economics","Inner London - East","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Inner London - West","AO","15","15","25160","25140"
"In post","2021","Analysis","Economics","Inner London - West","EO","60","60","28120","27680"
"In post","2021","Analysis","Economics","Inner London - West","G6","85","80","70750","69090"
"In post","2021","Analysis","Economics","Inner London - West","G7","260","255","56130","55220"
"In post","2021","Analysis","Economics","Inner London - West","HEO","400","395","34500","33950"
"In post","2021","Analysis","Economics","Inner London - West","SCS level","35","35","87650","78580"
"In post","2021","Analysis","Economics","Inner London - West","SEO","35","35","45070","44000"
"In post","2021","Analysis","Economics","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Inner London - East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Inner London - East","G7","10","10","59920","53200"
"In post","2021","Analysis","Finance","Inner London - East","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Finance","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - West","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","Inner London - West","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - East","G7","10","10","57040","56360"
"In post","2021","Analysis","Intelligence Analysis","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - East","SEO","10","10","44680","43880"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","G6","50","45","66920","66230"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","G7","95","95","54350","53360"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","HEO","20","20","32970","32790"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Inner London - West","SEO","10","10","42230","41940"
"In post","2021","Analysis","Intelligence Analysis","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","West Yorkshire","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","West Yorkshire","G7","30","30","51700","50750"
"In post","2021","Analysis","Intelligence Analysis","West Yorkshire","HEO","10","10","30180","28970"
"In post","2021","Analysis","Intelligence Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","West Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cumbria","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cumbria","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Wales","AO","15","15","19360","19520"
"In post","2021","Analysis","Operational Delivery","East Wales","EO","105","90","24380","24240"
"In post","2021","Analysis","Operational Delivery","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Wales","G7","20","20","49870","49100"
"In post","2021","Analysis","Operational Delivery","East Wales","HEO","105","100","30280","29540"
"In post","2021","Analysis","Operational Delivery","East Wales","SEO","80","80","36730","36030"
"In post","2021","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","EO","30","30","23920","23050"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","G7","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","HEO","35","35","30060","29540"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","SEO","15","15","36380","36030"
"In post","2021","Analysis","Operational Delivery","Inner London - East","EO","10","10","26780","26410"
"In post","2021","Analysis","Operational Delivery","Inner London - East","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","EO","10","10","28830","27810"
"In post","2021","Analysis","Operational Delivery","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","HEO","20","20","34160","32540"
"In post","2021","Analysis","Operational Delivery","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","SEO","10","10","40650","39890"
"In post","2021","Analysis","Operational Delivery","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","G7","10","10","[c]","[c]"
