"Status","Year","Age","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service Inspectorate","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","East Wales","Flintshire and Wrexham","15","15","16570","16780"
"In post","2021","16-19","Defence Electronics and Components Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","95","95","18140","17780"
"In post","2021","16-19","Defence Equipment and Support","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","17080","16780"
"In post","2021","16-19","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","17150","16990"
"In post","2021","16-19","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Tyneside","30","30","21670","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Central Scotland","Glasgow City","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Leeds","10","10","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","35","25","19200","18060"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","15","21020","21600"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Devon","Plymouth","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Worcestershire","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","10","10","22310","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","25","20","20370","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
