"Status","Year","Disability","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Outside London","Female","70","60","51010","38640"
"In post","2021","Declared disabled","Medicine","Outside London","Male","30","30","60600","51670"
"In post","2021","Declared disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","London","Female","1525","1405","32430","29290"
"In post","2021","Declared disabled","Operational Delivery","London","Male","955","915","34030","30780"
"In post","2021","Declared disabled","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Female","8765","7705","26450","23600"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Male","6070","5685","28200","26160"
"In post","2021","Declared disabled","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Outside London","Female","45","40","37570","37320"
"In post","2021","Declared disabled","Operational Research","Outside London","Male","60","55","40130","37750"
"In post","2021","Declared disabled","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","London","Female","165","150","36110","29750"
"In post","2021","Declared disabled","Other","London","Male","130","125","33850","29010"
"In post","2021","Declared disabled","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Outside London","Female","830","765","26090","22080"
"In post","2021","Declared disabled","Other","Outside London","Male","765","740","28130","25560"
"In post","2021","Declared disabled","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","London","Female","940","905","46290","40940"
"In post","2021","Declared disabled","Policy","London","Male","735","725","48020","44490"
"In post","2021","Declared disabled","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Outside London","Female","405","385","37810","35900"
"In post","2021","Declared disabled","Policy","Outside London","Male","255","245","40020","37100"
"In post","2021","Declared disabled","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Overseas","Female","50","50","47990","47180"
"In post","2021","Declared disabled","Policy","Overseas","Male","80","80","50780","53470"
"In post","2021","Declared disabled","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","Female","190","185","45910","41970"
"In post","2021","Declared disabled","Project Delivery","London","Male","135","135","49770","44610"
"In post","2021","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Outside London","Female","645","620","36950","33630"
"In post","2021","Declared disabled","Project Delivery","Outside London","Male","480","465","39990","38630"
"In post","2021","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Female","45","40","39490","34720"
"In post","2021","Declared disabled","Property","London","Male","40","35","43670","40250"
"In post","2021","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Outside London","Female","225","205","33970","32560"
"In post","2021","Declared disabled","Property","Outside London","Male","260","250","34390","33300"
"In post","2021","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Outside London","Female","95","95","32600","29750"
"In post","2021","Declared disabled","Psychology","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","London","Female","40","35","40860","40960"
"In post","2021","Declared disabled","Science and Engineering","London","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Outside London","Female","330","310","34590","32070"
"In post","2021","Declared disabled","Science and Engineering","Outside London","Male","720","700","37050","36730"
"In post","2021","Declared disabled","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","London","Female","35","35","37730","34780"
"In post","2021","Declared disabled","Security","London","Male","65","65","39670","39070"
"In post","2021","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Outside London","Female","115","115","28920","26670"
"In post","2021","Declared disabled","Security","Outside London","Male","375","365","30950","27720"
"In post","2021","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","London","Female","35","30","48530","44930"
"In post","2021","Declared disabled","Social Research","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","Outside London","Female","45","45","38410","37410"
"In post","2021","Declared disabled","Social Research","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","London","Female","35","35","46080","41760"
"In post","2021","Declared disabled","Statistics","London","Male","45","45","45360","41760"
"In post","2021","Declared disabled","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Outside London","Female","45","40","39730","38630"
"In post","2021","Declared disabled","Statistics","Outside London","Male","45","45","41810","37020"
"In post","2021","Declared disabled","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","London","Female","100","90","39920","36240"
"In post","2021","Declared disabled","Tax","London","Male","105","100","44830","39800"
"In post","2021","Declared disabled","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Outside London","Female","615","555","33270","31810"
"In post","2021","Declared disabled","Tax","Outside London","Male","545","515","34740","31810"
"In post","2021","Declared disabled","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","Female","1385","1265","36150","31060"
"In post","2021","Declared disabled","Unknown","London","Male","755","735","39350","31840"
"In post","2021","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outside London","Female","9995","8500","27130","27570"
"In post","2021","Declared disabled","Unknown","Outside London","Male","5180","4870","27740","27570"
"In post","2021","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Female","110","100","30450","27570"
"In post","2021","Declared disabled","Unknown","Unknown","Male","55","55","30840","27570"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","London","Female","300","290","45830","41360"
"In post","2021","Declared non-disabled","Commercial","London","Male","265","260","50180","47530"
"In post","2021","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Outside London","Female","1570","1485","37680","35080"
"In post","2021","Declared non-disabled","Commercial","Outside London","Male","1355","1335","41430","38630"
"In post","2021","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","London","Female","765","735","47030","43490"
"In post","2021","Declared non-disabled","Communications","London","Male","510","505","47650","42890"
