"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Public Health England","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Public Health England","Digital, Data and Technology","SEO/HEO","10","[c]","35500","33310"
"Leaver CS","2021","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","10","[c]","38960","41920"
"Leaver CS","2021","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","G6/G7","10","[c]","52290","51090"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","SEO/HEO","10","[c]","36350","36490"
"Leaver CS","2021","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Equipment and Support","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Defence Science and Technology Laboratory","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Licensing Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Licensing Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Licensing Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Driver and Vehicle Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","FCDO Services","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","FCDO Services","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Government Actuary's Department","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Health and Safety Executive","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Health and Safety Executive","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Insolvency Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Legal Aid Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Maritime and Coastguard Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Maritime and Coastguard Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Finance","AA/AO","20","[c]","20870","20920"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","40","[c]","40910","40440"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Planning Inspectorate","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Public Health England","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Registers of Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Registers of Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Forestry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Valuation Office Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Veterinary Medicines Directorate","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wilton Park","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Operational Delivery","AA/AO","45","[c]","20830","21050"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Operational Delivery","EO","25","[c]","25410","25190"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Operational Delivery","SEO/HEO","10","[c]","33200","31690"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Rural Payments Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","AA/AO","15","[c]","20210","20520"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Companies House","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Commercial Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Crown Prosecution Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Debt Management Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Equipment and Support","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Defence Science and Technology Laboratory","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Driver and Vehicle Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","FCDO Services","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Government Legal Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Health and Safety Executive","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Prison and Probation Service","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Insolvency Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Maritime and Coastguard Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Met Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","35","[c]","20960","20920"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","EO","15","[c]","25770","26670"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","25","[c]","38790","39900"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","15","[c]","37020","32500"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
