"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Property","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Scottish Government","Outside London","130","120","30990","28870"
"In post","2021","60-64","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Cabinet Office","Outside London","65","55","30940","33300"
"In post","2021","60-64","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Department for Transport","Outside London","10","5","[c]","[c]"
"In post","2021","60-64","Security","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Foreign, Commonwealth and Development Office","London","20","20","45110","39090"
"In post","2021","60-64","Security","Foreign, Commonwealth and Development Office","Outside London","30","25","34960","33390"
"In post","2021","60-64","Security","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Security","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","HM Revenue and Customs","Outside London","10","10","37550","36810"
"In post","2021","60-64","Security","Ministry of Defence","London","25","25","28640","22650"
"In post","2021","60-64","Security","Ministry of Defence","Outside London","575","525","25170","20060"
"In post","2021","60-64","Security","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Ministry of Justice","London","10","5","[c]","[c]"
"In post","2021","60-64","Security","Ministry of Justice","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Charity Commission","Outside London","15","15","29650","29160"
"In post","2021","60-64","Unknown","Department for Education","London","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Work and Pensions","London","810","690","32580","31060"
"In post","2021","60-64","Unknown","Department for Work and Pensions","Outside London","8350","6390","26170","27570"
"In post","2021","60-64","Unknown","Department for Work and Pensions","Unknown","75","60","31230","27570"
"In post","2021","60-64","Unknown","Department of Health and Social Care","London","45","40","67640","68430"
"In post","2021","60-64","Unknown","Department of Health and Social Care","Outside London","30","25","48140","45140"
"In post","2021","60-64","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Home Office","London","915","785","36110","29980"
"In post","2021","60-64","Unknown","Home Office","Outside London","1265","970","25990","25040"
"In post","2021","60-64","Unknown","Home Office","Overseas","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Ministry of Defence","London","175","160","34840","30370"
"In post","2021","60-64","Unknown","Ministry of Defence","Outside London","2205","2080","27540","22330"
"In post","2021","60-64","Unknown","Ministry of Defence","Overseas","25","25","45880","41800"
"In post","2021","60-64","Unknown","Ministry of Defence","Unknown","140","140","38250","34460"
"In post","2021","60-64","Unknown","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scottish Government","Outside London","625","560","42060","35110"
"In post","2021","60-64","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Welsh Government","Outside London","405","350","43970","37410"
"In post","2021","65+","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Analysis","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2021","65+","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Ministry of Defence","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Analysis","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","United Kingdom Statistics Authority","Outside London","20","15","33610","27160"
"In post","2021","65+","Commercial","Cabinet Office","London","10","5","[c]","[c]"
"In post","2021","65+","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Ministry of Defence","Outside London","30","25","31950","30950"
"In post","2021","65+","Commercial","Ministry of Justice","London","5","5","[c]","[c]"
"In post","2021","65+","Commercial","Ministry of Justice","Outside London","10","10","[c]","[c]"
"In post","2021","65+","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","The National Archives","London","5","5","[c]","[c]"
"In post","2021","65+","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2021","65+","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","HM Revenue and Customs","Outside London","25","20","28250","28130"
"In post","2021","65+","Communications","Ministry of Defence","London","25","25","25570","20900"
"In post","2021","65+","Communications","Ministry of Defence","Outside London","15","15","28710","26670"
"In post","2021","65+","Communications","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","HM Revenue and Customs","London","45","35","36280","32520"
"In post","2021","65+","Counter Fraud","HM Revenue and Customs","Outside London","130","85","32130","28130"
"In post","2021","65+","Debt","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","HM Revenue and Customs","London","45","35","27860","25630"
"In post","2021","65+","Debt","HM Revenue and Customs","Outside London","95","70","23930","21440"
"In post","2021","65+","Debt","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","30","20","46970","47960"
"In post","2021","65+","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","15","10","45590","40880"
"In post","2021","65+","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Transport","Outside London","15","10","37430","33350"
"In post","2021","65+","Digital, Data & Technology","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","HM Revenue and Customs","London","10","10","53360","37140"
"In post","2021","65+","Digital, Data & Technology","HM Revenue and Customs","Outside London","35","25","32980","32100"
"In post","2021","65+","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Ministry of Defence","Outside London","30","25","30620","30930"
"In post","2021","65+","Digital, Data & Technology","Ministry of Justice","London","10","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Ministry of Justice","Outside London","10","10","37990","34200"
"In post","2021","65+","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Environment, Food and Rural Affairs","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2021","65+","Finance","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2021","65+","Finance","HM Revenue and Customs","Outside London","55","40","23910","21440"
"In post","2021","65+","Finance","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Defence","Outside London","30","25","36080","29200"
"In post","2021","65+","Finance","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Justice","London","10","10","40470","39890"
"In post","2021","65+","Finance","Ministry of Justice","Outside London","10","10","33230","34090"
"In post","2021","65+","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","40","35","23570","21050"
"In post","2021","65+","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Transport","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Human Resources","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Revenue and Customs","Outside London","40","25","29920","28130"
"In post","2021","65+","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Defence","Outside London","45","40","25970","22080"
"In post","2021","65+","Human Resources","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Attorney General's Departments","London","60","50","45360","30110"
"In post","2021","65+","Legal","Attorney General's Departments","Outside London","60","45","45080","53370"
"In post","2021","65+","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Foreign, Commonwealth and Development Office","London","10","5","59790","61010"
"In post","2021","65+","Legal","Foreign, Commonwealth and Development Office","Outside London","20","10","56840","57760"
"In post","2021","65+","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Legal","HM Revenue and Customs","London","10","10","54990","67560"
"In post","2021","65+","Legal","HM Revenue and Customs","Outside London","15","10","29460","25920"
"In post","2021","65+","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Ministry of Justice","London","15","10","61270","54580"
"In post","2021","65+","Legal","Ministry of Justice","Outside London","15","15","46990","45100"
"In post","2021","65+","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Scottish Government","Outside London","65","45","27450","22820"
"In post","2021","65+","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Cabinet Office","London","15","15","44140","29240"
"In post","2021","65+","No function","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Business, Energy and Industrial Strategy","London","45","45","44260","43040"
"In post","2021","65+","No function","Department for Business, Energy and Industrial Strategy","Outside London","100","70","30120","26290"
"In post","2021","65+","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Education","London","10","10","43990","40060"
"In post","2021","65+","No function","Department for Education","Outside London","20","15","33950","29360"
"In post","2021","65+","No function","Department for Environment, Food and Rural Affairs","London","25","25","40080","29750"
"In post","2021","65+","No function","Department for Environment, Food and Rural Affairs","Outside London","70","60","33310","30610"
"In post","2021","65+","No function","Department for International Trade","London","15","15","71380","56400"
"In post","2021","65+","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Transport","London","50","40","33550","31810"
"In post","2021","65+","No function","Department for Transport","Outside London","375","270","28020","26780"
"In post","2021","65+","No function","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Work and Pensions","Outside London","35","25","51830","46320"
"In post","2021","65+","No function","Department of Health and Social Care","London","85","65","58960","47920"
"In post","2021","65+","No function","Department of Health and Social Care","Outside London","105","75","44950","36330"
"In post","2021","65+","No function","ESTYN","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","65+","No function","Food Standards Agency","Outside London","30","20","28840","26750"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office","London","20","15","54030","52930"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2021","65+","No function","HM Land Registry","London","10","5","[c]","[c]"
"In post","2021","65+","No function","HM Land Registry","Outside London","90","50","29980","27130"
"In post","2021","65+","No function","HM Revenue and Customs","London","110","80","39300","36160"
"In post","2021","65+","No function","HM Revenue and Customs","Outside London","740","515","26850","21440"
"In post","2021","65+","No function","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Ministry of Defence","Outside London","105","80","44880","45020"
"In post","2021","65+","No function","Ministry of Housing, Communities and Local Government","London","10","10","44950","35340"
"In post","2021","65+","No function","Ministry of Housing, Communities and Local Government","Outside London","65","40","57000","65270"
"In post","2021","65+","No function","Ministry of Justice","London","375","310","27530","23500"
"In post","2021","65+","No function","Ministry of Justice","Outside London","1435","1035","24890","21580"
"In post","2021","65+","No function","National Crime Agency","London","20","20","39330","38190"
"In post","2021","65+","No function","National Crime Agency","Outside London","15","15","37800","36410"
"In post","2021","65+","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office for Standards in Education","London","10","10","62470","63430"
"In post","2021","65+","No function","Office for Standards in Education","Outside London","15","10","56860","75500"
"In post","2021","65+","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Scottish Government","Outside London","115","80","29780","29040"
"In post","2021","65+","No function","The National Archives","London","15","10","27870","25210"
"In post","2021","65+","No function","United Kingdom Statistics Authority","Outside London","210","130","21800","19520"
"In post","2021","65+","Project Delivery","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
