"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Ministry of Defence","EO","160","[c]","27160","26350"
"New entrant CS","2021","50-59","Ministry of Defence","G6/G7","70","[c]","61030","55000"
"New entrant CS","2021","50-59","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","SEO/HEO","260","[c]","37110","37410"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","30","[c]","43810","41000"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","G6/G7","20","[c]","52860","53130"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","36720","33960"
"New entrant CS","2021","50-59","Ministry of Justice","AA/AO","635","[c]","20880","20600"
"New entrant CS","2021","50-59","Ministry of Justice","EO","75","[c]","24810","24620"
"New entrant CS","2021","50-59","Ministry of Justice","G6/G7","35","[c]","56310","55490"
"New entrant CS","2021","50-59","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","SEO/HEO","90","[c]","34250","32410"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","160","[c]","22480","20790"
"New entrant CS","2021","50-59","National Crime Agency","AA/AO","10","[c]","20960","20800"
"New entrant CS","2021","50-59","National Crime Agency","EO","100","[c]","33820","34140"
"New entrant CS","2021","50-59","National Crime Agency","G6/G7","10","[c]","65320","61340"
"New entrant CS","2021","50-59","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","SEO/HEO","70","[c]","42510","40210"
"New entrant CS","2021","50-59","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education","G6/G7","15","[c]","72360","73550"
"New entrant CS","2021","50-59","Office for Standards in Education","SEO/HEO","10","[c]","43960","46360"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","EO","10","[c]","25500","25000"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","15","[c]","35870","35700"
"New entrant CS","2021","50-59","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government","AA/AO","110","[c]","21220","20070"
"New entrant CS","2021","50-59","Scottish Government","EO","40","[c]","26720","26160"
"New entrant CS","2021","50-59","Scottish Government","G6/G7","45","[c]","59720","61010"
"New entrant CS","2021","50-59","Scottish Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government","SEO/HEO","85","[c]","36790","38540"
"New entrant CS","2021","50-59","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","AA/AO","20","[c]","19310","19130"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","EO","10","[c]","24240","23980"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","G6/G7","15","[c]","52750","52100"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","45","[c]","33750","36030"
"New entrant CS","2021","50-59","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","33520","32970"
"New entrant CS","2021","60-64","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport","AA/AO","15","[c]","22990","21590"
"New entrant CS","2021","60-64","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions","AA/AO","245","[c]","21540","21010"
"New entrant CS","2021","60-64","Department for Work and Pensions","EO","330","[c]","28240","27570"
"New entrant CS","2021","60-64","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Department of Health and Social Care","G6/G7","20","[c]","57910","57860"
"New entrant CS","2021","60-64","Department of Health and Social Care","SCS level","20","[c]","97650","95220"
"New entrant CS","2021","60-64","Department of Health and Social Care","SEO/HEO","55","[c]","35020","36330"
"New entrant CS","2021","60-64","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs","AA/AO","45","[c]","20330","20140"
"New entrant CS","2021","60-64","HM Revenue and Customs","EO","15","[c]","25830","25560"
"New entrant CS","2021","60-64","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office","EO","15","[c]","27190","24890"
"New entrant CS","2021","60-64","Home Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence","AA/AO","35","[c]","20500","19560"
"New entrant CS","2021","60-64","Ministry of Defence","EO","20","[c]","24590","26350"
"New entrant CS","2021","60-64","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Defence","SEO/HEO","45","[c]","36820","37360"
"New entrant CS","2021","60-64","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice","AA/AO","135","[c]","19860","19450"
"New entrant CS","2021","60-64","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Ministry of Justice","SEO/HEO","10","[c]","36210","33610"
"New entrant CS","2021","60-64","Ministry of Justice","Unknown","40","[c]","20790","18460"
"New entrant CS","2021","60-64","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government","AA/AO","20","[c]","21370","20070"
"New entrant CS","2021","60-64","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
