"Status","Year","Organisation","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Heterosexual / straight","75","75","41720","37300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","Unknown","240","235","34330","31960"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Heterosexual / straight","65","65","42050","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","Unknown","200","200","34760","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Heterosexual / straight","110","105","32680","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","Unknown","160","145","30630","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Heterosexual / straight","115","110","34940","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","Unknown","180","175","37890","35900"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Charity Commission","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Charity Commission","London","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Female","Heterosexual / straight","105","100","31920","29160"
"In post","2021","Charity Commission","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Female","Unknown","80","75","33260","29310"
"In post","2021","Charity Commission","Outside London","Male","Heterosexual / straight","85","85","34000","29160"
"In post","2021","Charity Commission","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Male","Unknown","65","65","34770","29990"
"In post","2021","Charity Commission","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","Female","Heterosexual / straight","425","375","30090","24900"
"In post","2021","Companies House","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Companies House","Outside London","Female","Undeclared","40","35","28030","22490"
"In post","2021","Companies House","Outside London","Female","Unknown","125","100","26020","22490"
"In post","2021","Companies House","Outside London","Male","Heterosexual / straight","285","280","34710","32900"
"In post","2021","Companies House","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Companies House","Outside London","Male","Undeclared","50","50","32620","31780"
"In post","2021","Companies House","Outside London","Male","Unknown","135","135","29330","24860"
"In post","2021","Companies House","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Female","Heterosexual / straight","335","320","58460","55860"
"In post","2021","Competition and Markets Authority","London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Female","Undeclared","30","30","57780","56360"
"In post","2021","Competition and Markets Authority","London","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Male","Heterosexual / straight","300","295","61840","58320"
"In post","2021","Competition and Markets Authority","London","Male","LGBO","40","40","60050","56360"
"In post","2021","Competition and Markets Authority","London","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Female","Heterosexual / straight","115","105","27150","22710"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Male","Heterosexual / straight","75","70","25840","22640"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Male","Unknown","45","45","25230","24930"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Female","Heterosexual / straight","280","265","36320","34800"
"In post","2021","Crown Commercial Service","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Female","Unknown","75","75","32580","28470"
"In post","2021","Crown Commercial Service","Outside London","Male","Heterosexual / straight","235","230","39330","34800"
"In post","2021","Crown Commercial Service","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Male","Unknown","75","75","32850","29000"
"In post","2021","Crown Commercial Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Heterosexual / straight","1270","1160","34420","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","LGBO","40","40","29680","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Undeclared","70","65","37190","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Female","Unknown","75","70","43220","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Heterosexual / straight","465","450","37130","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","LGBO","35","35","37960","37560"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Undeclared","35","30","44100","35720"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Male","Unknown","30","30","42340","34930"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Female","Heterosexual / straight","800","750","43360","39750"
"In post","2021","Crown Prosecution Service","London","Female","LGBO","35","35","44250","34940"
"In post","2021","Crown Prosecution Service","London","Female","Undeclared","40","40","46990","50520"
"In post","2021","Crown Prosecution Service","London","Female","Unknown","220","195","42370","33980"
"In post","2021","Crown Prosecution Service","London","Male","Heterosexual / straight","405","395","47310","45530"
"In post","2021","Crown Prosecution Service","London","Male","LGBO","50","50","45210","39880"
"In post","2021","Crown Prosecution Service","London","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Male","Unknown","115","110","46000","36240"
"In post","2021","Crown Prosecution Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outside London","Female","Heterosexual / straight","2435","2215","38000","32050"
"In post","2021","Crown Prosecution Service","Outside London","Female","LGBO","80","80","34160","27660"
"In post","2021","Crown Prosecution Service","Outside London","Female","Undeclared","75","70","35810","30120"
"In post","2021","Crown Prosecution Service","Outside London","Female","Unknown","790","675","40730","34480"
"In post","2021","Crown Prosecution Service","Outside London","Male","Heterosexual / straight","1140","1115","43260","48080"
"In post","2021","Crown Prosecution Service","Outside London","Male","LGBO","85","85","42660","44300"
"In post","2021","Crown Prosecution Service","Outside London","Male","Undeclared","50","50","42660","44660"
"In post","2021","Crown Prosecution Service","Outside London","Male","Unknown","390","380","46140","53350"
"In post","2021","Crown Prosecution Service","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Female","Unknown","40","35","50070","41720"
"In post","2021","Debt Management Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Male","Unknown","75","75","63150","58810"
"In post","2021","Debt Management Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Female","Undeclared","45","40","26340","22830"
"In post","2021","Defence Electronics and Components Agency","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Male","Heterosexual / straight","110","105","28590","27460"
"In post","2021","Defence Electronics and Components Agency","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Male","Undeclared","250","235","28770","28750"
"In post","2021","Defence Electronics and Components Agency","Outside London","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Female","Heterosexual / straight","35","35","28660","23730"
"In post","2021","Defence Equipment and Support","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Male","Heterosexual / straight","125","120","25080","21800"
"In post","2021","Defence Equipment and Support","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
