"Status","Year","Function_of_post","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Crown Prosecution Service","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wakefield","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","Camden and City of London","G6/G7","15","15","72040","67790"
"In post","2021","Analysis","Debt Management Office","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","Camden and City of London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Defence Electronics and Components Agency","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","G6/G7","160","150","49220","46130"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","SEO/HEO","170","165","33850","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Wiltshire","G6/G7","30","30","48540","46110"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Wiltshire","SEO/HEO","80","75","33410","37320"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","AA/AO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","EO","30","30","29180","27680"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","G6/G7","75","70","62280","57970"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","SEO/HEO","170","170","37120","35640"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","G6/G7","65","65","63180","60130"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","SEO/HEO","65","65","42770","42020"
"In post","2021","Analysis","Department for Education (excl. agencies)","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Bristol, City of","SEO/HEO","15","10","41080","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Darlington","G6/G7","10","10","51730","50630"
"In post","2021","Analysis","Department for Education (excl. agencies)","Darlington","SEO/HEO","15","15","38780","42220"
"In post","2021","Analysis","Department for Education (excl. agencies)","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Manchester","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Manchester","SEO/HEO","25","25","38500","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","G6/G7","45","45","54070","51060"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Sheffield","SEO/HEO","65","65","38540","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","EO","15","10","31550","29500"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","G6/G7","60","55","57780","54400"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","SEO/HEO","100","95","41780","45250"
"In post","2021","Analysis","Department for Education (excl. agencies)","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","SEO/HEO","10","10","35800","33350"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","G6/G7","10","10","52320","50890"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","York","SEO/HEO","20","20","32660","31440"
"In post","2021","Analysis","Department for International Trade","Berkshire","G6/G7","10","10","55210","51970"
"In post","2021","Analysis","Department for International Trade","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","EO","20","20","27210","26510"
"In post","2021","Analysis","Department for International Trade","Westminster","G6/G7","95","95","54030","51970"
"In post","2021","Analysis","Department for International Trade","Westminster","SCS level","10","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","SEO/HEO","100","100","33190","31800"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","EO","35","35","29370","29970"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","G6/G7","165","155","58130","54760"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","SCS level","15","15","81090","77960"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Westminster","SEO/HEO","165","160","36960","35060"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","G6/G7","55","55","53650","51420"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","SEO/HEO","20","20","32780","32790"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","G6/G7","160","155","58560","54700"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","SEO/HEO","30","25","36450","33100"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Swansea","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Swansea","EO","15","15","26560","26780"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Bristol, City of","SEO/HEO","10","10","34470","32180"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","SEO/HEO","20","15","37070","35450"
"In post","2021","Analysis","Food Standards Agency","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","G6/G7","35","35","67000","65590"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SEO/HEO","25","25","49990","48880"
"In post","2021","Analysis","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","EO","10","10","28300","28230"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","G6/G7","100","90","88000","83030"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Camden and City of London","SEO/HEO","50","45","41770","41530"
"In post","2021","Analysis","Government Actuary's Department","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","SEO/HEO","10","10","37090","35910"
"In post","2021","Analysis","Health and Safety Executive","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Camden and City of London","SEO/HEO","10","10","37710","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","G6/G7","10","10","61810","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","SEO/HEO","15","15","39700","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Hackney and Newham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
