"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Health and Safety Executive","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","AO","Female","90","[c]","20450","20100"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","AO","Male","55","[c]","20700","20420"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","SEO","Female","30","[c]","42210","43460"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","AA","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","AO","Female","90","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","AO","Male","225","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","EO","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Unknown","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","AO","Female","535","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","AO","Male","165","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","EO","Female","300","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","EO","Male","150","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G7","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G7","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HEO","Female","195","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","HEO","Male","150","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO","Female","90","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","AO","Female","40","[c]","22110","21430"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","EO","Female","55","[c]","26610","27240"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","EO","Male","80","[c]","27020","27240"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Institute for Apprenticeships and Technical Education","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Institute for Apprenticeships and Technical Education","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","AA","Male","65","[c]","19300","19050"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","AO","Female","75","[c]","22490","21130"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","AO","Male","65","[c]","30960","38120"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","EO","Female","35","[c]","28030","26670"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","EO","Male","85","[c]","30600","29930"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","HEO","Female","35","[c]","35680","34240"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","HEO","Male","55","[c]","35800","34260"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","SEO","Male","50","[c]","42290","40980"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","G7","Male","[c]","[c]","[c]","[c]"
