"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Wales","25","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Yorkshire and The Humber","40","40","42990","40250"
"In post","2021","50-59","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","South East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","South West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","East Midlands (England)","45","45","36120","31540"
"In post","2021","50-59","Declared disabled","Legal","East of England","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","London","135","130","52250","53750"
"In post","2021","50-59","Declared disabled","Legal","North East (England)","30","30","38570","36330"
"In post","2021","50-59","Declared disabled","Legal","North West (England)","65","60","38970","31810"
"In post","2021","50-59","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","Scotland","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","South East (England)","35","30","45700","45690"
"In post","2021","50-59","Declared disabled","Legal","South West (England)","20","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","Wales","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","West Midlands (England)","35","35","43800","43460"
"In post","2021","50-59","Declared disabled","Legal","Yorkshire and The Humber","50","40","45120","52580"
"In post","2021","50-59","Declared disabled","No function","East Midlands (England)","450","420","29970","27130"
"In post","2021","50-59","Declared disabled","No function","East of England","280","265","31030","29960"
"In post","2021","50-59","Declared disabled","No function","London","990","955","39760","35900"
"In post","2021","50-59","Declared disabled","No function","North East (England)","455","400","26700","22350"
"In post","2021","50-59","Declared disabled","No function","North West (England)","840","775","29520","26780"
"In post","2021","50-59","Declared disabled","No function","Northern Ireland","50","45","30120","28130"
"In post","2021","50-59","Declared disabled","No function","Overseas","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","No function","Scotland","375","345","31720","31810"
"In post","2021","50-59","Declared disabled","No function","South East (England)","580","535","29900","26780"
"In post","2021","50-59","Declared disabled","No function","South West (England)","385","355","32340","28220"
"In post","2021","50-59","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","No function","Wales","515","460","26970","21590"
"In post","2021","50-59","Declared disabled","No function","West Midlands (England)","520","485","29590","27130"
"In post","2021","50-59","Declared disabled","No function","Yorkshire and The Humber","440","410","31430","29180"
"In post","2021","50-59","Declared disabled","Project Delivery","East Midlands (England)","30","30","38560","36160"
"In post","2021","50-59","Declared disabled","Project Delivery","East of England","45","45","39710","38630"
"In post","2021","50-59","Declared disabled","Project Delivery","London","140","135","51980","45960"
"In post","2021","50-59","Declared disabled","Project Delivery","North East (England)","45","40","39250","38630"
"In post","2021","50-59","Declared disabled","Project Delivery","North West (England)","85","80","35490","31810"
"In post","2021","50-59","Declared disabled","Project Delivery","Northern Ireland","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Project Delivery","Scotland","55","50","35950","34390"
"In post","2021","50-59","Declared disabled","Project Delivery","South East (England)","110","105","36930","34660"
"In post","2021","50-59","Declared disabled","Project Delivery","South West (England)","330","320","40410","40470"
"In post","2021","50-59","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Project Delivery","Wales","30","30","35880","33300"
"In post","2021","50-59","Declared disabled","Project Delivery","West Midlands (England)","40","40","34720","31810"
"In post","2021","50-59","Declared disabled","Project Delivery","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","East of England","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","London","55","55","51300","49850"
"In post","2021","50-59","Declared disabled","Property","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","North West (England)","20","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Scotland","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","South East (England)","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","South West (England)","40","40","37770","36460"
"In post","2021","50-59","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Wales","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","East of England","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","London","30","30","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","North West (England)","20","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Northern Ireland","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Scotland","35","35","30650","26670"
"In post","2021","50-59","Declared disabled","Security","South East (England)","45","45","29770","26300"
"In post","2021","50-59","Declared disabled","Security","South West (England)","45","45","29400","23210"
"In post","2021","50-59","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","East Midlands (England)","385","350","25860","27570"
"In post","2021","50-59","Declared disabled","Unknown","East of England","485","445","28190","27570"
"In post","2021","50-59","Declared disabled","Unknown","London","1105","1030","35370","31060"
"In post","2021","50-59","Declared disabled","Unknown","North East (England)","650","555","25960","26140"
"In post","2021","50-59","Declared disabled","Unknown","North West (England)","1440","1295","26520","27570"
"In post","2021","50-59","Declared disabled","Unknown","Northern Ireland","35","35","25560","22330"
"In post","2021","50-59","Declared disabled","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Scotland","925","845","29950","27570"
"In post","2021","50-59","Declared disabled","Unknown","South East (England)","730","665","28240","27570"
"In post","2021","50-59","Declared disabled","Unknown","South West (England)","595","540","27560","27570"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","65","65","30860","27570"
"In post","2021","50-59","Declared disabled","Unknown","Wales","535","490","29490","27570"
"In post","2021","50-59","Declared disabled","Unknown","West Midlands (England)","675","605","26750","27570"
"In post","2021","50-59","Declared disabled","Unknown","Yorkshire and The Humber","785","705","28720","27570"
"In post","2021","50-59","Declared non-disabled","Analysis","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Analysis","East of England","55","55","38120","37280"
"In post","2021","50-59","Declared non-disabled","Analysis","London","255","245","60380","59160"
"In post","2021","50-59","Declared non-disabled","Analysis","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Analysis","North West (England)","40","40","42420","38630"
"In post","2021","50-59","Declared non-disabled","Analysis","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Analysis","South East (England)","85","80","43400","40960"
"In post","2021","50-59","Declared non-disabled","Analysis","South West (England)","40","40","41090","39610"
"In post","2021","50-59","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Analysis","Wales","100","95","40350","37390"
"In post","2021","50-59","Declared non-disabled","Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Analysis","Yorkshire and The Humber","45","45","40380","36370"
"In post","2021","50-59","Declared non-disabled","Commercial","East Midlands (England)","40","40","44710","45360"
"In post","2021","50-59","Declared non-disabled","Commercial","East of England","80","75","43570","40980"
"In post","2021","50-59","Declared non-disabled","Commercial","London","295","290","62580","49040"
"In post","2021","50-59","Declared non-disabled","Commercial","North East (England)","30","30","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","North West (England)","115","110","44400","40580"
"In post","2021","50-59","Declared non-disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","Scotland","60","60","38340","37110"
"In post","2021","50-59","Declared non-disabled","Commercial","South East (England)","145","145","40440","39560"
"In post","2021","50-59","Declared non-disabled","Commercial","South West (England)","270","265","45760","41040"
"In post","2021","50-59","Declared non-disabled","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","Wales","65","60","37070","32090"
"In post","2021","50-59","Declared non-disabled","Commercial","West Midlands (England)","75","75","43150","36460"
"In post","2021","50-59","Declared non-disabled","Commercial","Yorkshire and The Humber","60","55","49890","50400"
