"Status","Year","Age","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Undeclared","Property","North West (England)","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","South East (England)","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","South West (England)","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","Wales","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Property","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","East of England","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","London","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","North West (England)","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","Northern Ireland","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","South East (England)","45","45","37940","41070"
"In post","2021","40-49","Undeclared","Security","South West (England)","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","Wales","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Security","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","East Midlands (England)","75","70","27500","27570"
"In post","2021","40-49","Undeclared","Unknown","East of England","115","110","29780","27570"
"In post","2021","40-49","Undeclared","Unknown","London","345","325","39890","34840"
"In post","2021","40-49","Undeclared","Unknown","North East (England)","105","100","29720","27570"
"In post","2021","40-49","Undeclared","Unknown","North West (England)","315","295","27530","27570"
"In post","2021","40-49","Undeclared","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Scotland","165","155","30230","27570"
"In post","2021","40-49","Undeclared","Unknown","South East (England)","215","205","30330","27570"
"In post","2021","40-49","Undeclared","Unknown","South West (England)","130","120","27770","27570"
"In post","2021","40-49","Undeclared","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Wales","125","120","34390","28850"
"In post","2021","40-49","Undeclared","Unknown","West Midlands (England)","125","110","26500","27570"
"In post","2021","40-49","Undeclared","Unknown","Yorkshire and The Humber","180","165","30310","27570"
"In post","2021","40-49","Unknown","Analysis","East of England","45","40","38980","37280"
"In post","2021","40-49","Unknown","Analysis","London","100","95","59290","56970"
"In post","2021","40-49","Unknown","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Analysis","South East (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Analysis","South West (England)","30","30","35350","29990"
"In post","2021","40-49","Unknown","Analysis","Wales","35","35","41500","37020"
"In post","2021","40-49","Unknown","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Analysis","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","East of England","35","30","44880","40100"
"In post","2021","40-49","Unknown","Commercial","London","195","195","77150","70000"
"In post","2021","40-49","Unknown","Commercial","North East (England)","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","North West (England)","100","95","50370","49700"
"In post","2021","40-49","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","Scotland","50","45","49560","46670"
"In post","2021","40-49","Unknown","Commercial","South East (England)","35","35","57980","62010"
"In post","2021","40-49","Unknown","Commercial","South West (England)","60","60","62540","54540"
"In post","2021","40-49","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","Wales","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","Yorkshire and The Humber","65","65","54070","51250"
"In post","2021","40-49","Unknown","Communications","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","London","155","150","53700","53360"
"In post","2021","40-49","Unknown","Communications","North East (England)","85","80","27670","25560"
"In post","2021","40-49","Unknown","Communications","North West (England)","50","50","32080","25560"
"In post","2021","40-49","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","South East (England)","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","South West (England)","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","Wales","60","55","30250","25560"
"In post","2021","40-49","Unknown","Communications","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","Communications","Yorkshire and The Humber","50","50","33640","27270"
"In post","2021","40-49","Unknown","Counter Fraud","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","East of England","25","20","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","London","125","115","36460","36160"
"In post","2021","40-49","Unknown","Counter Fraud","North East (England)","30","30","30330","28130"
"In post","2021","40-49","Unknown","Counter Fraud","North West (England)","85","80","31010","31810"
"In post","2021","40-49","Unknown","Counter Fraud","Northern Ireland","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","Scotland","40","35","28810","25560"
"In post","2021","40-49","Unknown","Counter Fraud","South East (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","South West (England)","15","10","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","Wales","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","West Midlands (England)","35","35","30160","29970"
"In post","2021","40-49","Unknown","Counter Fraud","Yorkshire and The Humber","35","35","30130","25560"
"In post","2021","40-49","Unknown","Debt","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","London","30","25","26930","25230"
"In post","2021","40-49","Unknown","Debt","North East (England)","50","45","21690","20140"
"In post","2021","40-49","Unknown","Debt","North West (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","Scotland","100","90","21760","20140"
"In post","2021","40-49","Unknown","Debt","South East (England)","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","Wales","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Debt","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data & Technology","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data & Technology","East of England","35","35","40680","34930"
"In post","2021","40-49","Unknown","Digital, Data & Technology","London","210","205","51420","50950"
"In post","2021","40-49","Unknown","Digital, Data & Technology","North East (England)","55","55","42300","38630"
"In post","2021","40-49","Unknown","Digital, Data & Technology","North West (England)","65","60","39720","38630"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Scotland","60","60","41110","38630"
"In post","2021","40-49","Unknown","Digital, Data & Technology","South East (England)","65","65","40240","38630"
"In post","2021","40-49","Unknown","Digital, Data & Technology","South West (England)","95","90","41390","38550"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Wales","120","115","43410","41340"
"In post","2021","40-49","Unknown","Digital, Data & Technology","West Midlands (England)","60","60","44730","39790"
"In post","2021","40-49","Unknown","Digital, Data & Technology","Yorkshire and The Humber","50","50","41960","38630"
"In post","2021","40-49","Unknown","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","East of England","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","London","90","90","52490","44900"
"In post","2021","40-49","Unknown","Finance","North East (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","North West (England)","35","30","34970","31810"
"In post","2021","40-49","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","Scotland","55","50","30630","25870"
"In post","2021","40-49","Unknown","Finance","South East (England)","35","30","35400","33300"
"In post","2021","40-49","Unknown","Finance","South West (England)","50","45","41220","39640"
"In post","2021","40-49","Unknown","Finance","Wales","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","Yorkshire and The Humber","55","50","32390","28970"
"In post","2021","40-49","Unknown","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","London","80","75","48530","45200"
"In post","2021","40-49","Unknown","Human Resources","North East (England)","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","North West (England)","65","60","33170","31810"
"In post","2021","40-49","Unknown","Human Resources","Scotland","70","65","30770","28880"
"In post","2021","40-49","Unknown","Human Resources","South East (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","South West (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","Wales","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","West Midlands (England)","15","10","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","East Midlands (England)","35","35","40180","48080"
"In post","2021","40-49","Unknown","Legal","East of England","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","London","260","235","57120","59280"
"In post","2021","40-49","Unknown","Legal","North East (England)","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","North West (England)","75","70","39600","38180"
"In post","2021","40-49","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","Scotland","320","290","29240","29350"
"In post","2021","40-49","Unknown","Legal","South East (England)","50","50","48140","50520"
"In post","2021","40-49","Unknown","Legal","South West (England)","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","Wales","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","West Midlands (England)","45","40","46950","48080"
"In post","2021","40-49","Unknown","Legal","Yorkshire and The Humber","35","35","41570","48080"
"In post","2021","40-49","Unknown","No function","East Midlands (England)","295","275","27660","24440"
"In post","2021","40-49","Unknown","No function","East of England","190","185","32340","28690"
"In post","2021","40-49","Unknown","No function","London","1420","1360","49540","44000"
"In post","2021","40-49","Unknown","No function","North East (England)","600","525","24430","21440"
"In post","2021","40-49","Unknown","No function","North West (England)","920","860","28270","22950"
"In post","2021","40-49","Unknown","No function","Northern Ireland","135","125","25850","21440"
"In post","2021","40-49","Unknown","No function","Overseas","75","75","61060","61660"
"In post","2021","40-49","Unknown","No function","Scotland","1090","1045","30000","30080"
"In post","2021","40-49","Unknown","No function","South East (England)","510","465","33340","29920"
"In post","2021","40-49","Unknown","No function","South West (England)","430","405","36900","34500"
"In post","2021","40-49","Unknown","No function","Unknown","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","No function","Wales","480","450","26980","22490"
"In post","2021","40-49","Unknown","No function","West Midlands (England)","465","435","31930","26520"
"In post","2021","40-49","Unknown","No function","Yorkshire and The Humber","405","380","34220","29360"
"In post","2021","40-49","Unknown","Project Delivery","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","East of England","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","London","260","245","57650","58030"
"In post","2021","40-49","Unknown","Project Delivery","North East (England)","75","75","41450","38630"
"In post","2021","40-49","Unknown","Project Delivery","North West (England)","100","95","38580","38550"
"In post","2021","40-49","Unknown","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","Overseas","55","55","59390","60060"
"In post","2021","40-49","Unknown","Project Delivery","Scotland","60","60","39830","33930"
"In post","2021","40-49","Unknown","Project Delivery","South East (England)","55","55","38570","37320"
"In post","2021","40-49","Unknown","Project Delivery","South West (England)","265","255","45620","42390"
"In post","2021","40-49","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","Wales","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2021","40-49","Unknown","Property","East Midlands (England)","25","20","[c]","[c]"
"In post","2021","40-49","Unknown","Property","East of England","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Property","London","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","Property","North East (England)","35","35","25440","21100"
"In post","2021","40-49","Unknown","Property","North West (England)","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Scotland","55","55","29770","28870"
"In post","2021","40-49","Unknown","Property","South East (England)","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Property","South West (England)","45","40","31500","25680"
"In post","2021","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Wales","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Property","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Security","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Security","East of England","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Security","London","35","35","39900","35720"
"In post","2021","40-49","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Security","North West (England)","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Security","Northern Ireland","35","35","21820","20310"
"In post","2021","40-49","Unknown","Security","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Security","Scotland","80","80","34990","39070"
"In post","2021","40-49","Unknown","Security","South East (England)","85","85","35120","40070"
"In post","2021","40-49","Unknown","Security","South West (England)","40","40","31030","39070"
"In post","2021","40-49","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Security","Wales","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Security","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Security","Yorkshire and The Humber","65","60","31620","32650"
"In post","2021","40-49","Unknown","Unknown","East Midlands (England)","75","70","32210","27570"
"In post","2021","40-49","Unknown","Unknown","East of England","145","140","35080","31000"
"In post","2021","40-49","Unknown","Unknown","London","425","410","48720","42160"
"In post","2021","40-49","Unknown","Unknown","North East (England)","70","70","30600","27570"
"In post","2021","40-49","Unknown","Unknown","North West (England)","225","210","29490","27570"
"In post","2021","40-49","Unknown","Unknown","Northern Ireland","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Overseas","115","110","48120","46620"
"In post","2021","40-49","Unknown","Unknown","Scotland","1135","1070","42690","39110"
"In post","2021","40-49","Unknown","Unknown","South East (England)","220","210","32380","27570"
"In post","2021","40-49","Unknown","Unknown","South West (England)","185","170","32360","27570"
"In post","2021","40-49","Unknown","Unknown","Unknown","415","415","40190","35380"
"In post","2021","40-49","Unknown","Unknown","Wales","115","110","37810","30820"
"In post","2021","40-49","Unknown","Unknown","West Midlands (England)","100","95","34420","27570"
"In post","2021","40-49","Unknown","Unknown","Yorkshire and The Humber","145","135","32610","27570"
"In post","2021","50-59","Declared disabled","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","London","40","35","53340","56370"
"In post","2021","50-59","Declared disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","North West (England)","10","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","South East (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","Wales","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Analysis","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","East of England","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","London","40","35","42530","40650"
"In post","2021","50-59","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","North West (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","Scotland","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","South East (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","South West (England)","45","45","43950","41460"
"In post","2021","50-59","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Commercial","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","East Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","London","30","30","44970","41420"
"In post","2021","50-59","Declared disabled","Communications","North East (England)","40","35","25530","25560"
"In post","2021","50-59","Declared disabled","Communications","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","South East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","South West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Wales","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Communications","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","East of England","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","London","70","65","39740","36160"
"In post","2021","50-59","Declared disabled","Counter Fraud","North East (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","North West (England)","55","55","36400","35000"
"In post","2021","50-59","Declared disabled","Counter Fraud","Northern Ireland","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Scotland","30","30","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","South East (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","South West (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Wales","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","East of England","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","London","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","Scotland","40","30","22520","21440"
"In post","2021","50-59","Declared disabled","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","Wales","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","East of England","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","London","80","80","46820","41820"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","North East (England)","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","North West (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Scotland","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","South East (England)","30","30","37590","36030"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","South West (England)","60","60","39340","38450"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Wales","40","35","41490","39540"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","West Midlands (England)","30","30","38670","35000"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","East of England","20","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","London","50","50","50680","43030"
"In post","2021","50-59","Declared disabled","Finance","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","North West (England)","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Scotland","35","25","25510","21440"
"In post","2021","50-59","Declared disabled","Finance","South East (England)","45","40","35000","33300"
"In post","2021","50-59","Declared disabled","Finance","South West (England)","40","35","42050","40170"
"In post","2021","50-59","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Yorkshire and The Humber","30","25","34430","21440"
"In post","2021","50-59","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","North West (England)","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","South East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","South West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","East of England","15","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","London","115","115","52410","45200"
"In post","2021","50-59","Declared disabled","Human Resources","North East (England)","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","North West (England)","60","60","34510","31810"
"In post","2021","50-59","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Scotland","40","40","30000","22080"
"In post","2021","50-59","Declared disabled","Human Resources","South East (England)","35","30","34510","31180"
"In post","2021","50-59","Declared disabled","Human Resources","South West (England)","55","50","39430","37000"
