"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","60","55","37530","38160"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","55","55","37640","36970"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Female","15","15","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Female","115","95","20650","21010"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Male","70","65","21690","21010"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Female","105","95","26360","27130"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Male","80","75","26380","25910"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Female","95","90","33670","31810"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Male","105","100","33620","31810"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","EO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Devon","EO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","Female","110","80","21170","21430"
"In post","2021","Asian","East Anglia","AA/AO","Male","75","65","21830","21430"
"In post","2021","Asian","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","EO","Female","60","55","26240","26300"
"In post","2021","Asian","East Anglia","EO","Male","45","40","27010","27570"
"In post","2021","Asian","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","Male","35","35","37060","36480"
"In post","2021","Asian","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","Female","55","45","20780","20140"
"In post","2021","Asian","East Wales","AA/AO","Male","60","55","20550","20140"
"In post","2021","Asian","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","EO","Female","50","45","26340","26320"
"In post","2021","Asian","East Wales","EO","Male","50","50","26440","25560"
"In post","2021","Asian","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SEO/HEO","Female","40","40","35320","34750"
"In post","2021","Asian","East Wales","SEO/HEO","Male","40","40","35700","34490"
"In post","2021","Asian","East Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Male","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","Female","40","40","21360","21010"
"In post","2021","Asian","Eastern Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Female","25","25","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","Female","30","30","38730","35110"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Asian","Essex","AA/AO","Male","20","15","[c]","[c]"
"In post","2021","Asian","Essex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","EO","Female","60","50","28890","29290"
"In post","2021","Asian","Essex","EO","Male","40","40","27720","28130"
"In post","2021","Asian","Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Asian","Essex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Asian","Essex","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","60","55","20960","20920"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","40","35","21130","20970"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","75","65","24960","25820"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","80","75","25780","27180"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","30","30","58130","54540"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","50","50","55690","54020"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","135","125","34040","33560"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","175","175","36760","36500"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","AA/AO","Female","220","180","20650","20880"
"In post","2021","Asian","Greater Manchester","AA/AO","Male","185","180","20670","20180"
"In post","2021","Asian","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","EO","Female","235","210","26220","26160"
"In post","2021","Asian","Greater Manchester","EO","Male","255","250","26410","26620"
"In post","2021","Asian","Greater Manchester","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","G6/G7","Female","35","35","54690","52580"
"In post","2021","Asian","Greater Manchester","G6/G7","Male","55","55","54920","52580"
"In post","2021","Asian","Greater Manchester","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SEO/HEO","Female","135","125","33630","31810"
"In post","2021","Asian","Greater Manchester","SEO/HEO","Male","215","210","33770","31810"
"In post","2021","Asian","Greater Manchester","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","AA/AO","Female","65","55","21420","21010"
"In post","2021","Asian","Hampshire and Isle of Wight","AA/AO","Male","50","40","22280","20140"
"In post","2021","Asian","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","EO","Female","50","45","27010","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","EO","Male","35","30","27470","27370"
"In post","2021","Asian","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","SEO/HEO","Female","40","40","35740","33300"
"In post","2021","Asian","Hampshire and Isle of Wight","SEO/HEO","Male","40","40","37340","36460"
"In post","2021","Asian","Hampshire and Isle of Wight","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","45","35","20810","21010"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","45","40","22320","21430"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","EO","Female","40","35","26900","27570"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","EO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
