"Status","Year","Ethnicity","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Anglia","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","East Wales","Outside London","Heterosexual / straight","285","270","31000","25560"
"In post","2021","Asian","East Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","East Wales","Outside London","Unknown","30","25","29410","25560"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Outside London","Heterosexual / straight","160","155","32640","27570"
"In post","2021","Asian","Eastern Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Essex","Outside London","Heterosexual / straight","180","165","34200","29290"
"In post","2021","Asian","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Asian","Essex","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","590","565","34700","31840"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","45","40","36210","29700"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","35","25","32600","27570"
"In post","2021","Asian","Greater Manchester","Outside London","Heterosexual / straight","1135","1080","29230","27570"
"In post","2021","Asian","Greater Manchester","Outside London","LGBO","30","25","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Outside London","Undeclared","65","60","25060","25340"
"In post","2021","Asian","Greater Manchester","Outside London","Unknown","135","120","27910","25560"
"In post","2021","Asian","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","260","235","30610","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","155","140","27000","25790"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","London","Heterosexual / straight","1910","1810","37150","31880"
"In post","2021","Asian","Inner London - East","London","LGBO","50","50","35610","31550"
"In post","2021","Asian","Inner London - East","London","Undeclared","140","130","36760","31880"
"In post","2021","Asian","Inner London - East","London","Unknown","420","375","36980","31880"
"In post","2021","Asian","Inner London - West","London","Heterosexual / straight","5145","4990","41390","36360"
"In post","2021","Asian","Inner London - West","London","LGBO","165","160","42650","36650"
"In post","2021","Asian","Inner London - West","London","Undeclared","285","270","39230","35060"
"In post","2021","Asian","Inner London - West","London","Unknown","405","375","41340","36180"
"In post","2021","Asian","Kent","Outside London","Heterosexual / straight","130","125","28900","29290"
"In post","2021","Asian","Kent","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","Heterosexual / straight","755","675","25120","21440"
"In post","2021","Asian","Lancashire","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Asian","Lancashire","Outside London","Undeclared","45","40","23300","21010"
"In post","2021","Asian","Lancashire","Outside London","Unknown","155","135","23930","21010"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","785","710","25330","22350"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","65","55","24620","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","165","140","24830","21950"
"In post","2021","Asian","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","Heterosexual / straight","130","125","33470","27260"
"In post","2021","Asian","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Merseyside","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","Heterosexual / straight","60","60","31880","28370"
"In post","2021","Asian","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","220","205","28410","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Outside London","Unknown","35","30","29290","21010"
"In post","2021","Asian","Outer London - East and North East","London","Heterosexual / straight","520","480","29960","31060"
"In post","2021","Asian","Outer London - East and North East","London","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","London","Undeclared","45","35","27840","29680"
"In post","2021","Asian","Outer London - East and North East","London","Unknown","135","110","28950","30330"
"In post","2021","Asian","Outer London - South","London","Heterosexual / straight","1455","1365","34400","30110"
"In post","2021","Asian","Outer London - South","London","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Outer London - South","London","Undeclared","145","135","31420","29250"
"In post","2021","Asian","Outer London - South","London","Unknown","90","80","32770","31060"
"In post","2021","Asian","Outer London - West and North West","London","Heterosexual / straight","2130","1975","31010","29090"
"In post","2021","Asian","Outer London - West and North West","London","LGBO","45","40","29560","29450"
"In post","2021","Asian","Outer London - West and North West","London","Undeclared","220","190","29390","29070"
"In post","2021","Asian","Outer London - West and North West","London","Unknown","240","215","34430","31060"
"In post","2021","Asian","Overseas","Overseas","Heterosexual / straight","130","130","45910","41090"
"In post","2021","Asian","Overseas","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","Heterosexual / straight","250","240","32790","27570"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Outside London","Unknown","35","30","29000","27570"
"In post","2021","Asian","South Yorkshire","Outside London","Heterosexual / straight","355","335","28100","25000"
"In post","2021","Asian","South Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","Heterosexual / straight","40","35","35250","28860"
"In post","2021","Asian","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Outside London","Heterosexual / straight","270","245","29720","27880"
"In post","2021","Asian","Surrey, East and West Sussex","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Outside London","Heterosexual / straight","95","80","27220","24880"
"In post","2021","Asian","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Heterosexual / straight","130","120","30270","27570"
"In post","2021","Asian","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Outside London","Heterosexual / straight","195","175","29090","25560"
"In post","2021","Asian","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","West Midlands","Outside London","Heterosexual / straight","2830","2660","27570","25710"
"In post","2021","Asian","West Midlands","Outside London","LGBO","55","55","27790","25560"
"In post","2021","Asian","West Midlands","Outside London","Undeclared","175","160","25530","25400"
"In post","2021","Asian","West Midlands","Outside London","Unknown","515","455","28070","26880"
"In post","2021","Asian","West Wales and The Valleys","Outside London","Heterosexual / straight","80","75","28430","21590"
"In post","2021","Asian","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","West Yorkshire","Outside London","Heterosexual / straight","1390","1290","28210","27570"
"In post","2021","Asian","West Yorkshire","Outside London","LGBO","30","25","24560","21250"
"In post","2021","Asian","West Yorkshire","Outside London","Undeclared","90","80","26010","25310"
"In post","2021","Asian","West Yorkshire","Outside London","Unknown","290","245","26710","25560"
"In post","2021","Black","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","190","185","31120","29290"
"In post","2021","Black","Bedfordshire and Hertfordshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","245","235","30570","29120"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Cheshire","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Black","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","250","235","26840","25560"
"In post","2021","Black","Derbyshire and Nottinghamshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Outside London","Unknown","40","35","28040","27570"
"In post","2021","Black","Devon","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Black","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Outside London","Heterosexual / straight","100","95","31760","27570"
"In post","2021","Black","East Anglia","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","East Anglia","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","East Anglia","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","East Wales","Outside London","Heterosexual / straight","135","125","29500","27160"
"In post","2021","Black","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","East Wales","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Outside London","Heterosexual / straight","75","75","32090","27990"
"In post","2021","Black","Eastern Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Essex","Outside London","Heterosexual / straight","210","205","29390","29290"
"In post","2021","Black","Essex","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Essex","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Essex","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","450","435","32790","31370"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Greater Manchester","Outside London","Heterosexual / straight","435","415","28770","27570"
"In post","2021","Black","Greater Manchester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Greater Manchester","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Black","Greater Manchester","Outside London","Unknown","50","45","24610","21440"
"In post","2021","Black","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","145","135","28710","26670"
"In post","2021","Black","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","50","45","26650","27570"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","London","Heterosexual / straight","1880","1820","33410","31060"
"In post","2021","Black","Inner London - East","London","LGBO","50","50","38270","31060"
"In post","2021","Black","Inner London - East","London","Undeclared","165","155","34570","31060"
"In post","2021","Black","Inner London - East","London","Unknown","440","410","32800","31060"
"In post","2021","Black","Inner London - West","London","Heterosexual / straight","3655","3585","37130","33570"
"In post","2021","Black","Inner London - West","London","LGBO","105","105","38930","34550"
"In post","2021","Black","Inner London - West","London","Undeclared","220","210","35100","31120"
"In post","2021","Black","Inner London - West","London","Unknown","350","325","35860","31880"
"In post","2021","Black","Kent","Outside London","Heterosexual / straight","160","155","31300","29290"
"In post","2021","Black","Kent","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Kent","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Kent","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Black","Lancashire","Outside London","Heterosexual / straight","40","40","27780","27570"
"In post","2021","Black","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","155","140","26540","24720"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Lincolnshire","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Outside London","Heterosexual / straight","95","85","28510","25040"
"In post","2021","Black","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Merseyside","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Black","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","100","90","26970","24910"
"In post","2021","Black","Northumberland and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","London","Heterosexual / straight","525","505","30800","31060"
"In post","2021","Black","Outer London - East and North East","London","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","London","Unknown","90","80","30780","31060"
"In post","2021","Black","Outer London - South","London","Heterosexual / straight","1400","1345","33160","30440"
"In post","2021","Black","Outer London - South","London","LGBO","20","20","[c]","[c]"
"In post","2021","Black","Outer London - South","London","Undeclared","80","75","30970","29630"
"In post","2021","Black","Outer London - South","London","Unknown","80","75","32230","31060"
"In post","2021","Black","Outer London - West and North West","London","Heterosexual / straight","735","705","31000","31060"
"In post","2021","Black","Outer London - West and North West","London","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","London","Undeclared","45","40","32600","30920"
"In post","2021","Black","Outer London - West and North West","London","Unknown","85","75","33410","31060"
"In post","2021","Black","Overseas","Overseas","Heterosexual / straight","60","60","42250","37500"
"In post","2021","Black","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
