"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Home Office","Outside London","Heterosexual / straight","2600","2500","24120","24890"
"In post","2021","20-29","Home Office","Outside London","LGBO","170","160","24190","24880"
"In post","2021","20-29","Home Office","Outside London","Undeclared","165","155","23890","24880"
"In post","2021","20-29","Home Office","Outside London","Unknown","400","395","23340","21430"
"In post","2021","20-29","Home Office","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","London","Heterosexual / straight","495","495","36860","37000"
"In post","2021","20-29","Ministry of Defence","London","LGBO","55","55","38370","37000"
"In post","2021","20-29","Ministry of Defence","London","Undeclared","60","60","36400","37000"
"In post","2021","20-29","Ministry of Defence","London","Unknown","130","130","37230","37640"
"In post","2021","20-29","Ministry of Defence","Outside London","Heterosexual / straight","4680","4640","27510","26670"
"In post","2021","20-29","Ministry of Defence","Outside London","LGBO","355","355","27160","26670"
"In post","2021","20-29","Ministry of Defence","Outside London","Undeclared","355","355","28510","27680"
"In post","2021","20-29","Ministry of Defence","Outside London","Unknown","1025","1015","26890","26610"
"In post","2021","20-29","Ministry of Defence","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Overseas","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","Unknown","Unknown","370","370","29090","28980"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","395","390","37980","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","LGBO","70","70","39290","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","Undeclared","40","40","40750","36780"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","London","Unknown","55","55","38770","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","110","110","29930","30190"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Unknown","30","30","24380","21270"
"In post","2021","20-29","Ministry of Justice","London","Heterosexual / straight","1630","1620","30940","30850"
"In post","2021","20-29","Ministry of Justice","London","LGBO","185","185","32520","30850"
"In post","2021","20-29","Ministry of Justice","London","Undeclared","140","140","30980","30850"
"In post","2021","20-29","Ministry of Justice","London","Unknown","935","930","29340","28980"
"In post","2021","20-29","Ministry of Justice","Outside London","Heterosexual / straight","7355","7245","24890","24440"
"In post","2021","20-29","Ministry of Justice","Outside London","LGBO","780","775","24670","23970"
"In post","2021","20-29","Ministry of Justice","Outside London","Undeclared","520","510","25200","24440"
"In post","2021","20-29","Ministry of Justice","Outside London","Unknown","2490","2445","23640","22920"
"In post","2021","20-29","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","London","Heterosexual / straight","240","240","34670","36200"
"In post","2021","20-29","National Crime Agency","London","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","National Crime Agency","London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","National Crime Agency","London","Unknown","45","45","35880","34060"
"In post","2021","20-29","National Crime Agency","Outside London","Heterosexual / straight","465","460","30330","30640"
"In post","2021","20-29","National Crime Agency","Outside London","LGBO","40","40","29580","28840"
"In post","2021","20-29","National Crime Agency","Outside London","Undeclared","55","55","29290","28840"
"In post","2021","20-29","National Crime Agency","Outside London","Unknown","45","45","31870","32520"
"In post","2021","20-29","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","London","Heterosexual / straight","30","30","32210","31790"
"In post","2021","20-29","Office for Standards in Education","London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Outside London","Heterosexual / straight","95","95","27600","25880"
"In post","2021","20-29","Office for Standards in Education","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","Heterosexual / straight","85","85","32080","33400"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","London","Unknown","75","75","36150","35060"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","75","75","27580","24050"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Outside London","Unknown","70","70","28240","26460"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","75","75","28730","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","Unknown","45","45","27540","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Outside London","Heterosexual / straight","1715","1685","28380","26570"
"In post","2021","20-29","Scottish Government","Outside London","LGBO","230","230","28570","27150"
"In post","2021","20-29","Scottish Government","Outside London","Undeclared","305","300","25890","22820"
"In post","2021","20-29","Scottish Government","Outside London","Unknown","1215","1190","26470","25870"
"In post","2021","20-29","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","London","Heterosexual / straight","40","40","26350","23560"
"In post","2021","20-29","The National Archives","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","The National Archives","London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","The National Archives","London","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","UK Export Finance","London","Heterosexual / straight","55","55","35300","33000"
