"Status","Year","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","725","720","36300","33210"
"In post","2021","20-29","Ministry of Justice","14040","13855","25830","24620"
"In post","2021","20-29","National Crime Agency","935","935","31970","32260"
"In post","2021","20-29","Northern Ireland Office","25","25","39740","37710"
"In post","2021","20-29","Office for Standards in Education","155","155","28760","25880"
"In post","2021","20-29","Office of Gas and Electricity Markets","345","345","31040","29160"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","25","25","31420","31000"
"In post","2021","20-29","Office of Rail and Road","30","30","35720","33990"
"In post","2021","20-29","Other Cabinet Office Agencies","165","165","30100","27770"
"In post","2021","20-29","Scotland Office","25","25","31110","30650"
"In post","2021","20-29","Scottish Government","3470","3405","27520","26160"
"In post","2021","20-29","The National Archives","75","75","26800","23960"
"In post","2021","20-29","UK Export Finance","70","65","35960","33000"
"In post","2021","20-29","UK Supreme Court","15","15","33510","37230"
"In post","2021","20-29","United Kingdom Statistics Authority","1220","1190","29860","29540"
"In post","2021","20-29","Wales Office","10","10","32170","30020"
"In post","2021","20-29","Water Services Regulation Authority","25","25","31330","30750"
"In post","2021","20-29","Welsh Government","555","545","26990","23830"
"In post","2021","30-39","Attorney General's Departments","2170","2045","44940","50020"
"In post","2021","30-39","Cabinet Office","2370","2325","49080","54700"
"In post","2021","30-39","Chancellor's other departments","100","100","57930","52390"
"In post","2021","30-39","Charity Commission","105","105","34770","29160"
"In post","2021","30-39","Competition and Markets Authority","300","290","59800","56630"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","3440","3320","42390","40050"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","605","595","52420","52070"
"In post","2021","30-39","Department for Education","2135","2050","44050","40940"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","2485","2350","36390","35900"
"In post","2021","30-39","Department for International Trade","740","735","49740","51970"
"In post","2021","30-39","Department for Transport","3690","3440","32960","26780"
"In post","2021","30-39","Department for Work and Pensions","15155","13905","27880","27570"
"In post","2021","30-39","Department of Health and Social Care","2785","2635","43390","40470"
"In post","2021","30-39","ESTYN","15","10","34200","28850"
"In post","2021","30-39","Food Standards Agency","255","250","38280","37910"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","2330","2295","46760","48500"
"In post","2021","30-39","HM Land Registry","900","850","29860","27130"
"In post","2021","30-39","HM Revenue and Customs","13985","13275","31230","26980"
"In post","2021","30-39","HM Treasury","740","720","55190","56840"
"In post","2021","30-39","Home Office","8585","8095","32030","26910"
"In post","2021","30-39","Ministry of Defence","10505","10135","35100","33300"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","865","835","45910","47660"
"In post","2021","30-39","Ministry of Justice","18280","17290","29240","26810"
"In post","2021","30-39","National Crime Agency","1275","1245","38210","36740"
"In post","2021","30-39","Northern Ireland Office","50","50","47050","40500"
"In post","2021","30-39","Office for Standards in Education","405","385","41570","39070"
"In post","2021","30-39","Office of Gas and Electricity Markets","410","400","45380","41910"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","90","85","43030","38760"
"In post","2021","30-39","Office of Rail and Road","90","90","50380","51310"
"In post","2021","30-39","Other Cabinet Office Agencies","280","270","36970","34800"
"In post","2021","30-39","Scotland Office","35","35","49910","52850"
"In post","2021","30-39","Scottish Government","5355","5135","35480","32930"
"In post","2021","30-39","The National Archives","115","110","34520","34260"
"In post","2021","30-39","UK Export Finance","90","85","52590","50120"
"In post","2021","30-39","UK Supreme Court","10","10","38480","37230"
"In post","2021","30-39","United Kingdom Statistics Authority","1310","1225","35070","36030"
"In post","2021","30-39","Wales Office","10","10","40660","34410"
"In post","2021","30-39","Water Services Regulation Authority","65","65","51520","48000"
"In post","2021","30-39","Welsh Government","1280","1215","37680","37410"
"In post","2021","40-49","Attorney General's Departments","2765","2525","48300","51250"
"In post","2021","40-49","Cabinet Office","1845","1795","58180","54700"
"In post","2021","40-49","Chancellor's other departments","115","105","66140","58260"
"In post","2021","40-49","Charity Commission","130","120","37350","29550"
"In post","2021","40-49","Competition and Markets Authority","220","210","71280","72430"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","3055","2890","44620","40940"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","285","270","57970","58190"
"In post","2021","40-49","Department for Education","2120","2005","47620","49860"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","3060","2855","38190","35900"
"In post","2021","40-49","Department for International Trade","445","435","53370","51970"
"In post","2021","40-49","Department for Transport","3870","3660","35150","29970"
"In post","2021","40-49","Department for Work and Pensions","22340","20125","28650","27570"
"In post","2021","40-49","Department of Health and Social Care","2850","2650","49920","48860"
"In post","2021","40-49","ESTYN","25","25","55690","74730"
"In post","2021","40-49","Food Standards Agency","355","350","40490","37910"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","2230","2170","52460","54470"
"In post","2021","40-49","HM Land Registry","1265","1175","33640","27130"
"In post","2021","40-49","HM Revenue and Customs","14660","13660","32620","29570"
"In post","2021","40-49","HM Treasury","390","370","57100","55090"
"In post","2021","40-49","Home Office","9040","8470","33870","28850"
"In post","2021","40-49","Ministry of Defence","12135","11730","36870","33300"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","815","775","49080","47660"
"In post","2021","40-49","Ministry of Justice","17280","16235","31940","30210"
"In post","2021","40-49","National Crime Agency","1385","1335","42580","40210"
"In post","2021","40-49","Northern Ireland Office","25","25","44100","34990"
"In post","2021","40-49","Office for Standards in Education","505","490","52240","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","250","240","55590","52850"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","85","80","48220","46660"
"In post","2021","40-49","Office of Rail and Road","90","85","55050","55430"
"In post","2021","40-49","Other Cabinet Office Agencies","255","250","44260","39700"
"In post","2021","40-49","Scotland Office","20","20","58510","61010"
"In post","2021","40-49","Scottish Government","5260","4995","40760","35110"
"In post","2021","40-49","The National Archives","150","140","39640","36710"
"In post","2021","40-49","UK Export Finance","110","110","58520","53950"
"In post","2021","40-49","UK Supreme Court","10","5","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","1070","980","37910","36030"
"In post","2021","40-49","Wales Office","10","10","62070","65560"
"In post","2021","40-49","Water Services Regulation Authority","105","100","62260","56230"
"In post","2021","40-49","Welsh Government","1685","1600","43950","37410"
"In post","2021","50-59","Attorney General's Departments","2890","2705","48610","51470"
"In post","2021","50-59","Cabinet Office","1510","1475","56830","52630"
"In post","2021","50-59","Chancellor's other departments","85","80","67730","54100"
"In post","2021","50-59","Charity Commission","120","110","35550","30550"
"In post","2021","50-59","Competition and Markets Authority","150","145","68150","59940"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","2900","2790","42380","39650"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","170","165","54100","52250"
"In post","2021","50-59","Department for Education","1710","1660","46550","42400"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","2680","2565","37870","33160"
"In post","2021","50-59","Department for International Trade","445","440","48930","42160"
"In post","2021","50-59","Department for Transport","4200","3965","33790","27680"
"In post","2021","50-59","Department for Work and Pensions","33185","30025","28630","27570"
"In post","2021","50-59","Department of Health and Social Care","2540","2395","52630","46950"
"In post","2021","50-59","ESTYN","45","45","66190","74730"
"In post","2021","50-59","Food Standards Agency","435","430","36820","30810"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","2055","2010","51670","48440"
"In post","2021","50-59","HM Land Registry","2440","2200","32470","27130"
"In post","2021","50-59","HM Revenue and Customs","20075","18435","33220","29570"
"In post","2021","50-59","HM Treasury","375","360","52920","49750"
"In post","2021","50-59","Home Office","9440","8765","32950","28650"
"In post","2021","50-59","Ministry of Defence","19410","19005","34980","33130"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","750","725","47710","47660"
"In post","2021","50-59","Ministry of Justice","21375","20170","31460","29660"
"In post","2021","50-59","National Crime Agency","1545","1520","44060","40570"
"In post","2021","50-59","Northern Ireland Office","40","40","47290","38910"
"In post","2021","50-59","Office for Standards in Education","550","535","56920","51360"
"In post","2021","50-59","Office of Gas and Electricity Markets","140","135","54810","50810"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","50","45","49030","46660"
"In post","2021","50-59","Office of Rail and Road","90","90","62300","60080"
"In post","2021","50-59","Other Cabinet Office Agencies","250","245","45220","40210"
"In post","2021","50-59","Scotland Office","25","25","55110","58560"
"In post","2021","50-59","Scottish Government","6135","5850","39620","33650"
"In post","2021","50-59","The National Archives","145","135","38410","34770"
"In post","2021","50-59","UK Export Finance","100","100","60160","51030"
"In post","2021","50-59","UK Supreme Court","15","15","40350","31040"
"In post","2021","50-59","United Kingdom Statistics Authority","1250","1070","32000","27160"
"In post","2021","50-59","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","45","45","61560","56580"
"In post","2021","50-59","Welsh Government","1675","1610","44820","41560"
"In post","2021","60-64","Attorney General's Departments","535","460","47840","54200"
"In post","2021","60-64","Cabinet Office","265","230","50560","38420"
"In post","2021","60-64","Chancellor's other departments","20","20","76000","74390"
"In post","2021","60-64","Charity Commission","30","30","34780","29160"
"In post","2021","60-64","Competition and Markets Authority","20","15","58410","59110"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy","600","525","37550","34500"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","30","30","55530","52120"
"In post","2021","60-64","Department for Education","270","255","45940","43320"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs","645","575","33990","29180"
"In post","2021","60-64","Department for International Trade","80","80","48390","43080"
"In post","2021","60-64","Department for Transport","1455","1180","29900","26780"
"In post","2021","60-64","Department for Work and Pensions","9455","7330","27230","27570"
"In post","2021","60-64","Department of Health and Social Care","605","520","54400","44950"
"In post","2021","60-64","ESTYN","15","15","67310","74730"
"In post","2021","60-64","Food Standards Agency","110","105","32800","28800"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","385","365","49850","44770"
"In post","2021","60-64","HM Land Registry","495","355","32510","30600"
"In post","2021","60-64","HM Revenue and Customs","5645","4285","30280","27570"
"In post","2021","60-64","HM Treasury","80","70","49710","44670"
"In post","2021","60-64","Home Office","2200","1770","30300","27080"
"In post","2021","60-64","Ministry of Defence","5810","5390","32370","29200"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","165","145","47600","46120"
"In post","2021","60-64","Ministry of Justice","5860","4830","28350","24870"
"In post","2021","60-64","National Crime Agency","290","270","41250","39040"
"In post","2021","60-64","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","130","125","53710","51360"
"In post","2021","60-64","Office of Gas and Electricity Markets","30","25","55260","52160"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","10","10","58300","44240"
"In post","2021","60-64","Office of Rail and Road","20","20","59540","63520"
"In post","2021","60-64","Other Cabinet Office Agencies","30","30","46230","38150"
"In post","2021","60-64","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","1495","1230","36200","33650"
"In post","2021","60-64","The National Archives","40","35","34760","28460"
"In post","2021","60-64","UK Export Finance","20","20","56160","49760"
"In post","2021","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","435","315","25960","19520"
"In post","2021","60-64","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","10","5","[c]","[c]"
"In post","2021","60-64","Welsh Government","405","350","43970","37410"
"In post","2021","65+","Attorney General's Departments","135","110","45320","34480"
"In post","2021","65+","Cabinet Office","55","45","50180","35100"
"In post","2021","65+","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","225","175","37710","34500"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","70","65","41330","37100"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","210","180","33750","28980"
"In post","2021","65+","Department for International Trade","20","20","63520","42590"
"In post","2021","65+","Department for Transport","475","350","29480","26780"
"In post","2021","65+","Department for Work and Pensions","2625","1875","26450","26120"
"In post","2021","65+","Department of Health and Social Care","250","195","51660","39200"
"In post","2021","65+","ESTYN","5","5","[c]","[c]"
"In post","2021","65+","Food Standards Agency","45","35","32020","28800"
"In post","2021","65+","Foreign, Commonwealth and Development Office","130","105","47860","47540"
"In post","2021","65+","HM Land Registry","125","80","33450","30600"
"In post","2021","65+","HM Revenue and Customs","1540","1100","30080","26240"
"In post","2021","65+","HM Treasury","15","10","49630","51410"
"In post","2021","65+","Home Office","750","560","28140","25630"
"In post","2021","65+","Ministry of Defence","1980","1745","31010","26930"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","85","65","52880","58810"
"In post","2021","65+","Ministry of Justice","1910","1435","26370","22680"
"In post","2021","65+","National Crime Agency","45","45","39970","38190"
"In post","2021","65+","Office for Standards in Education","30","25","55910","51360"
"In post","2021","65+","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","10","10","55150","43890"
"In post","2021","65+","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","415","320","33690","29190"
"In post","2021","65+","The National Archives","20","20","28840","24330"
"In post","2021","65+","UK Export Finance","10","5","[c]","[c]"
"In post","2021","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","245","160","24020","19520"
"In post","2021","65+","Welsh Government","170","135","40080","34490"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","25","20","28480","27570"
"In post","2021","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","15","15","33550","28790"
"In post","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","20","[c]","21500","21010"
"Leaver CS","2021","16-19","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","15","[c]","16860","16780"
"Leaver CS","2021","16-19","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","15","[c]","21040","21150"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","75","[c]","28520","25480"
"Leaver CS","2021","20-29","Cabinet Office","140","[c]","29220","26330"
"Leaver CS","2021","20-29","Chancellor's other departments","15","[c]","27300","25560"
"Leaver CS","2021","20-29","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","25","[c]","32610","27150"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","120","[c]","28660","26100"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","110","[c]","32610","29730"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","185","[c]","24520","24010"
"Leaver CS","2021","20-29","Department for International Trade","75","[c]","24260","18200"
"Leaver CS","2021","20-29","Department for Transport","130","[c]","24260","21590"
"Leaver CS","2021","20-29","Department for Work and Pensions","670","[c]","24870","23590"
"Leaver CS","2021","20-29","Department of Health and Social Care","245","[c]","26230","23690"
"Leaver CS","2021","20-29","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","50","[c]","29180","24010"
"Leaver CS","2021","20-29","HM Land Registry","60","[c]","25180","22350"
"Leaver CS","2021","20-29","HM Revenue and Customs","610","[c]","25420","24500"
"Leaver CS","2021","20-29","HM Treasury","45","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office","310","[c]","26540","24880"
"Leaver CS","2021","20-29","Ministry of Defence","465","[c]","24340","22780"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government","40","[c]","30810","26340"
"Leaver CS","2021","20-29","Ministry of Justice","1590","[c]","22630","19930"
"Leaver CS","2021","20-29","National Crime Agency","20","[c]","30240","31090"
"Leaver CS","2021","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education","15","[c]","29910","25880"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","30","[c]","31490","24900"
"Leaver CS","2021","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government","150","[c]","24790","22820"
"Leaver CS","2021","20-29","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","UK Supreme Court","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","United Kingdom Statistics Authority","100","[c]","23100","19130"
"Leaver CS","2021","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Welsh Government","20","[c]","24140","22160"
"Leaver CS","2021","30-39","Attorney General's Departments","80","[c]","44840","50520"
"Leaver CS","2021","30-39","Cabinet Office","95","[c]","50720","54700"
"Leaver CS","2021","30-39","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","30","[c]","55480","54240"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","105","[c]","42130","39250"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","30","[c]","45410","45800"
"Leaver CS","2021","30-39","Department for Education","95","[c]","45080","40940"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","85","[c]","35340","32680"
"Leaver CS","2021","30-39","Department for International Trade","25","[c]","48430","50700"
"Leaver CS","2021","30-39","Department for Transport","110","[c]","29460","26170"
"Leaver CS","2021","30-39","Department for Work and Pensions","560","[c]","26360","27570"
"Leaver CS","2021","30-39","Department of Health and Social Care","245","[c]","37300","36330"
"Leaver CS","2021","30-39","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","45","[c]","38920","37640"
"Leaver CS","2021","30-39","HM Land Registry","25","[c]","31290","26860"
"Leaver CS","2021","30-39","HM Revenue and Customs","480","[c]","30760","21100"
"Leaver CS","2021","30-39","HM Treasury","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","210","[c]","29360","25310"
"Leaver CS","2021","30-39","Ministry of Defence","395","[c]","31890","30620"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","30","[c]","38210","36860"
"Leaver CS","2021","30-39","Ministry of Justice","1050","[c]","26900","21640"
"Leaver CS","2021","30-39","National Crime Agency","25","[c]","38920","39840"
"Leaver CS","2021","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","20","[c]","38530","31700"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","20","[c]","42390","39390"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","160","[c]","31450","29350"
"Leaver CS","2021","30-39","The National Archives","10","[c]","32000","28460"
"Leaver CS","2021","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","50","[c]","36860","36720"
"Leaver CS","2021","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","10","[c]","44230","40980"
"Leaver CS","2021","30-39","Welsh Government","20","[c]","36690","30700"
"Leaver CS","2021","40-49","Attorney General's Departments","40","[c]","52120","55000"
"Leaver CS","2021","40-49","Cabinet Office","45","[c]","62930","59720"
"Leaver CS","2021","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","10","[c]","60100","58270"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","75","[c]","42140","33570"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","15","[c]","49890","53000"
"Leaver CS","2021","40-49","Department for Education","50","[c]","54080","50130"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","70","[c]","39440","35900"
"Leaver CS","2021","40-49","Department for International Trade","15","[c]","64520","59580"
"Leaver CS","2021","40-49","Department for Transport","100","[c]","32000","26680"
"Leaver CS","2021","40-49","Department for Work and Pensions","535","[c]","26990","25530"
"Leaver CS","2021","40-49","Department of Health and Social Care","165","[c]","42920","40470"
"Leaver CS","2021","40-49","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","30","[c]","51670","56860"
"Leaver CS","2021","40-49","HM Land Registry","35","[c]","35900","27130"
"Leaver CS","2021","40-49","HM Revenue and Customs","650","[c]","29210","25930"
"Leaver CS","2021","40-49","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","165","[c]","33480","26460"
"Leaver CS","2021","40-49","Ministry of Defence","360","[c]","34830","30720"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government","25","[c]","44070","40750"
"Leaver CS","2021","40-49","Ministry of Justice","740","[c]","30450","22740"
"Leaver CS","2021","40-49","National Crime Agency","25","[c]","50280","45480"
"Leaver CS","2021","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education","20","[c]","52240","51360"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","25","[c]","52800","45000"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Government","105","[c]","36750","31590"
"Leaver CS","2021","40-49","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","30","[c]","33830","36030"
"Leaver CS","2021","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","10","[c]","62900","62530"
