"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Female","35","[c]","51180","52850"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Male","40","[c]","50640","51420"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Outside London","Female","75","[c]","33570","32770"
"New entrant CS","2021","40-49","National Crime Agency","Outside London","Male","45","[c]","36460","36740"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","London","Female","115","[c]","41970","38890"
"New entrant CS","2021","40-49","Public Health England","London","Male","45","[c]","46280","40070"
"New entrant CS","2021","40-49","Public Health England","Outside London","Female","175","[c]","37700","35610"
"New entrant CS","2021","40-49","Public Health England","Outside London","Male","40","[c]","38610","36330"
"New entrant CS","2021","40-49","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Forestry","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Forestry","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Outside London","Female","95","[c]","44150","46600"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Outside London","Male","65","[c]","40620","38540"
"New entrant CS","2021","40-49","Scottish Prison Service","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Prison Service","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Security Scotland","Outside London","Female","55","[c]","25080","20060"
"New entrant CS","2021","40-49","Social Security Scotland","Outside London","Male","45","[c]","30460","26160"
"New entrant CS","2021","40-49","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Transport Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Hydrographic Office","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Intellectual Property Office","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Intellectual Property Office","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Female","70","[c]","33860","29540"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Male","40","[c]","38370","36030"
"New entrant CS","2021","40-49","Valuation Office Agency","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Valuation Office Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","Female","40","[c]","64060","61210"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","London","Male","50","[c]","71990","68000"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Prosecution Service","Outside London","Male","30","[c]","47730","48080"
"New entrant CS","2021","50-59","Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","Outside London","Male","85","[c]","42920","41500"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","40","[c]","38640","35900"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","55","[c]","46650","47550"
"New entrant CS","2021","50-59","Department for International Trade","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","Female","245","[c]","30120","31060"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","London","Male","120","[c]","31480","31060"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","Female","1510","[c]","25990","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Outside London","Male","900","[c]","26430","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","Female","40","[c]","27490","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","Female","40","[c]","45560","40650"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","London","Male","40","[c]","55260","53360"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","Female","35","[c]","44590","49530"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","Outside London","Male","40","[c]","28110","26580"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","Female","60","[c]","24390","22680"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","London","Male","40","[c]","23660","21940"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","Female","140","[c]","19360","18880"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Outside London","Male","85","[c]","21300","18880"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","Female","50","[c]","23600","22350"
"New entrant CS","2021","50-59","HM Land Registry","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","London","Male","45","[c]","29740","28720"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","Female","230","[c]","22490","20600"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Outside London","Male","285","[c]","24350","22850"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","Female","230","[c]","25120","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Outside London","Male","230","[c]","26440","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Female","40","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","Female","30","[c]","50790","41950"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","London","Male","50","[c]","46830","43370"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","Female","60","[c]","28680","24880"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Outside London","Male","130","[c]","29100","24880"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","London","Female","5","[c]","[c]","[c]"
