"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department of Health and Social Care","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Heterosexual / straight","50","50","20450","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Unknown","95","90","20310","20140"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Unknown","35","30","21430","21430"
"In post","2021","16-19","Home Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Unknown","50","50","18270","16620"
"In post","2021","16-19","Ministry of Defence","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Heterosexual / straight","60","60","17990","17780"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Unknown","45","45","16840","16780"
"In post","2021","16-19","Ministry of Defence","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Security","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","Heterosexual / straight","70","70","21910","22110"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","Unknown","55","55","21290","20600"
"In post","2021","16-19","Ministry of Justice","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
