"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","London","SEO/HEO","10","[c]","36770","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","AA/AO","30","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","EO","10","[c]","29070","29570"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","AA/AO","20","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","SEO/HEO","15","[c]","32330","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","AA/AO","25","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","SEO/HEO","10","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","AA/AO","75","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","AA/AO","125","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","AA/AO","25","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","AA/AO","20","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","London","SEO/HEO","10","[c]","36160","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","London","SEO/HEO","15","[c]","36160","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","North West (England)","SEO/HEO","20","[c]","32120","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","AA/AO","55","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","EO","100","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","SEO/HEO","40","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","AA/AO","25","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","EO","25","[c]","29570","29570"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","London","SEO/HEO","50","[c]","36270","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","AA/AO","445","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","EO","325","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","SEO/HEO","35","[c]","31820","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","AA/AO","465","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","EO","155","[c]","25240","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","SEO/HEO","50","[c]","31900","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","AA/AO","95","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","EO","30","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","AA/AO","415","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","EO","25","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Scotland","SEO/HEO","15","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","AA/AO","85","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","AA/AO","200","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","EO","25","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Wales","SEO/HEO","20","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","AA/AO","160","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","EO","35","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","AA/AO","255","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","EO","55","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","SEO/HEO","35","[c]","31810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","AA/AO","20","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","AA/AO","70","[c]","20150","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","AA/AO","45","[c]","20180","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","EO","25","[c]","25590","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","AA/AO","65","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","AA/AO","20","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","AA/AO","35","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","AA/AO","40","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","AA/AO","15","[c]","22500","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","London","SEO/HEO","25","[c]","30520","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","East of England","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","EO","25","[c]","26860","26750"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","East of England","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","EO","20","[c]","25060","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","G6/G7","30","[c]","55630","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","London","SEO/HEO","190","[c]","30900","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Commercial","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Commercial","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","G6/G7","45","[c]","62370","57460"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","London","SEO/HEO","55","[c]","41500","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","North West (England)","EO","5","[c]","[c]","[c]"
