"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Wales","G6/G7","25","25","58880","57670"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Wales","SEO/HEO","95","90","34050","30880"
"In post","2021","UK Intellectual Property Office","Other","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Wales","EO","10","10","26320","26860"
"In post","2021","UK Intellectual Property Office","Policy","Wales","G6/G7","35","30","57900","56100"
"In post","2021","UK Intellectual Property Office","Policy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Wales","SEO/HEO","40","40","37450","39210"
"In post","2021","UK Intellectual Property Office","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Wales","G6/G7","15","15","59310","56410"
"In post","2021","UK Intellectual Property Office","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Wales","SEO/HEO","15","15","38320","39210"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Wales","EO","70","65","30200","29890"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Wales","G6/G7","170","155","59850","59720"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Wales","SCS level","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Wales","SEO/HEO","125","120","41070","40800"
"In post","2021","UK Intellectual Property Office","Security","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Social Research","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","EO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","G6/G7","35","35","58550","53600"
"In post","2021","UK Space Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","SEO/HEO","40","40","38400","40050"
"In post","2021","UK Space Agency","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","South West (England)","G6/G7","35","30","54580","52430"
"In post","2021","UK Space Agency","Policy","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","South West (England)","SEO/HEO","20","20","35090","36740"
"In post","2021","UK Space Agency","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","SEO/HEO","15","15","38330","40050"
"In post","2021","UK Space Agency","Project Delivery","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","South West (England)","G6/G7","15","15","51440","49310"
"In post","2021","UK Space Agency","Project Delivery","South West (England)","SEO/HEO","15","15","36160","36740"
"In post","2021","UK Space Agency","Science and Engineering","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Science and Engineering","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","SEO/HEO","10","10","37230","37230"
"In post","2021","UK Supreme Court","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","London","EO","15","15","27780","27870"
"In post","2021","UK Supreme Court","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Wales","G6/G7","10","10","51240","49100"
"In post","2021","United Kingdom Statistics Authority","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Wales","SEO/HEO","10","10","33290","33650"
"In post","2021","United Kingdom Statistics Authority","Communications","London","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","South East (England)","EO","10","10","23840","23050"
"In post","2021","United Kingdom Statistics Authority","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","South East (England)","SEO/HEO","20","20","32370","30350"
"In post","2021","United Kingdom Statistics Authority","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Wales","SEO/HEO","30","30","33170","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","G6/G7","10","10","55920","56000"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","SEO/HEO","20","20","36730","37050"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","South East (England)","EO","15","15","24020","23050"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","South East (England)","G6/G7","45","45","52440","50090"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","South East (England)","SEO/HEO","65","60","34750","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Wales","EO","65","65","23510","23050"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Wales","G6/G7","155","155","52590","50090"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Wales","SEO/HEO","195","190","34250","36030"
"In post","2021","United Kingdom Statistics Authority","Economics","London","G6/G7","10","10","55310","52830"
"In post","2021","United Kingdom Statistics Authority","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Economics","London","SEO/HEO","15","15","32920","32540"
"In post","2021","United Kingdom Statistics Authority","Economics","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Economics","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Economics","Wales","AA/AO","25","25","19130","19130"
"In post","2021","United Kingdom Statistics Authority","Economics","Wales","EO","10","10","23230","23050"
"In post","2021","United Kingdom Statistics Authority","Economics","Wales","G6/G7","25","25","50580","49120"
"In post","2021","United Kingdom Statistics Authority","Economics","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Economics","Wales","SEO/HEO","45","45","31800","29540"
"In post","2021","United Kingdom Statistics Authority","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Wales","AA/AO","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Wales","EO","10","10","23420","23050"
"In post","2021","United Kingdom Statistics Authority","Finance","Wales","G6/G7","15","15","53200","52020"
"In post","2021","United Kingdom Statistics Authority","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Wales","SEO/HEO","15","15","32900","31270"
"In post","2021","United Kingdom Statistics Authority","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","South East (England)","SEO/HEO","30","30","32950","32230"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Wales","EO","15","15","24280","23520"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Wales","G6/G7","30","25","52680","49600"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Wales","SEO/HEO","60","55","32200","30130"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","EO","15","15","26440","26050"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","G6/G7","10","10","56480","53900"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","SEO/HEO","45","45","34940","32540"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South East (England)","AA/AO","1045","655","19720","19520"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South East (England)","EO","255","240","23970","23050"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South East (England)","G6/G7","65","65","52210","49120"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South East (England)","SEO/HEO","340","330","32630","30480"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Wales","AA/AO","350","315","19360","19520"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Wales","EO","285","260","23950","23520"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Wales","G6/G7","110","105","51840","49600"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Wales","SCS level","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Wales","SEO/HEO","455","430","32990","31270"
"In post","2021","United Kingdom Statistics Authority","Operational Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Wales","SEO/HEO","15","15","34180","34030"
"In post","2021","United Kingdom Statistics Authority","Policy","London","EO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","London","SEO/HEO","10","10","35910","35780"
"In post","2021","United Kingdom Statistics Authority","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","Wales","SEO/HEO","15","15","34020","36030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","London","SEO/HEO","10","10","37010","39030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","South East (England)","G6/G7","35","35","51680","49100"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","South East (England)","SEO/HEO","70","65","33110","33650"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Wales","EO","10","10","23470","23050"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Wales","G6/G7","50","50","52850","49600"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Wales","SEO/HEO","45","40","33860","36030"
"In post","2021","United Kingdom Statistics Authority","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","South East (England)","SEO/HEO","15","15","32820","30130"
"In post","2021","United Kingdom Statistics Authority","Security","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","London","G6/G7","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","London","SEO/HEO","60","60","34490","32540"
"In post","2021","United Kingdom Statistics Authority","Social Research","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","South East (England)","G6/G7","45","40","51250","49120"
"In post","2021","United Kingdom Statistics Authority","Social Research","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","South East (England)","SEO/HEO","165","150","33420","32240"
"In post","2021","United Kingdom Statistics Authority","Social Research","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","Wales","G6/G7","60","55","51430","49100"
"In post","2021","United Kingdom Statistics Authority","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","Wales","SEO/HEO","190","180","34010","37020"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","G6/G7","20","20","57390","53300"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","SCS level","10","10","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","SEO/HEO","55","55","34660","32540"
"In post","2021","United Kingdom Statistics Authority","Statistics","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","South East (England)","EO","10","10","24180","23050"
"In post","2021","United Kingdom Statistics Authority","Statistics","South East (England)","G6/G7","45","45","53260","50090"
"In post","2021","United Kingdom Statistics Authority","Statistics","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","South East (England)","SEO/HEO","65","65","33820","35240"
"In post","2021","United Kingdom Statistics Authority","Statistics","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Statistics","Wales","EO","20","20","23270","23050"
"In post","2021","United Kingdom Statistics Authority","Statistics","Wales","G6/G7","95","95","53540","50090"
"In post","2021","United Kingdom Statistics Authority","Statistics","Wales","SCS level","10","10","85990","72300"
"In post","2021","United Kingdom Statistics Authority","Statistics","Wales","SEO/HEO","175","170","33870","36030"
"In post","2021","Valuation Office Agency","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Commercial","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Digital, Data and Technology","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
