"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","London","EO","Male","160","[c]","29720","29640"
"Leaver Dept.","2021","Unknown","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","G6/G7","Female","280","[c]","59240","57460"
"Leaver Dept.","2021","Unknown","London","G6/G7","Male","230","[c]","59310","57460"
"Leaver Dept.","2021","Unknown","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SCS level","Female","60","[c]","90060","79790"
"Leaver Dept.","2021","Unknown","London","SCS level","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","Female","465","[c]","38410","37280"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","Male","385","[c]","38210","37280"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","Female","655","[c]","21040","21010"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","Male","505","[c]","21000","21010"
"Leaver Dept.","2021","Unknown","Outside London","EO","Female","645","[c]","26760","27570"
"Leaver Dept.","2021","Unknown","Outside London","EO","Male","465","[c]","26690","27570"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","Female","105","[c]","54460","52340"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","Male","110","[c]","55850","54270"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","Female","400","[c]","33660","32790"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","Male","330","[c]","33990","33240"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","AA/AO","Male","35","[c]","23400","23720"
"New entrant CS","2021","Analysis","London","EO","Female","50","[c]","28230","27680"
"New entrant CS","2021","Analysis","London","EO","Male","55","[c]","28320","27850"
"New entrant CS","2021","Analysis","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","G6/G7","Female","40","[c]","59560","56150"
"New entrant CS","2021","Analysis","London","G6/G7","Male","50","[c]","59560","56300"
"New entrant CS","2021","Analysis","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","SEO/HEO","Female","210","[c]","34680","32900"
"New entrant CS","2021","Analysis","London","SEO/HEO","Male","240","[c]","34810","33880"
"New entrant CS","2021","Analysis","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","EO","Female","45","[c]","23840","23050"
"New entrant CS","2021","Analysis","Outside London","EO","Male","40","[c]","24770","23860"
"New entrant CS","2021","Analysis","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","SEO/HEO","Female","170","[c]","32170","30460"
"New entrant CS","2021","Analysis","Outside London","SEO/HEO","Male","140","[c]","31720","29650"
"New entrant CS","2021","Analysis","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","G6/G7","Male","40","[c]","71920","70730"
"New entrant CS","2021","Commercial","London","SCS level","Female","50","[c]","79310","71000"
"New entrant CS","2021","Commercial","London","SCS level","Male","60","[c]","85920","72000"
"New entrant CS","2021","Commercial","London","SEO/HEO","Female","50","[c]","40680","40650"
"New entrant CS","2021","Commercial","London","SEO/HEO","Male","40","[c]","40620","40650"
"New entrant CS","2021","Commercial","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","AA/AO","Female","40","[c]","20740","20920"
"New entrant CS","2021","Commercial","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","EO","Female","40","[c]","24830","25640"
"New entrant CS","2021","Commercial","Outside London","EO","Male","40","[c]","24940","25350"
"New entrant CS","2021","Commercial","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","SEO/HEO","Female","95","[c]","34970","34800"
"New entrant CS","2021","Commercial","Outside London","SEO/HEO","Male","85","[c]","35920","36000"
"New entrant CS","2021","Commercial","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","EO","Female","65","[c]","27610","27500"
"New entrant CS","2021","Communications","London","EO","Male","35","[c]","25310","27270"
"New entrant CS","2021","Communications","London","G6/G7","Female","35","[c]","60160","58790"
"New entrant CS","2021","Communications","London","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","SEO/HEO","Female","105","[c]","37310","36660"
"New entrant CS","2021","Communications","London","SEO/HEO","Male","65","[c]","37060","37200"
"New entrant CS","2021","Communications","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","EO","Female","295","[c]","25450","25560"
"New entrant CS","2021","Communications","Outside London","EO","Male","375","[c]","25550","25560"
"New entrant CS","2021","Communications","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO/HEO","Female","100","[c]","32800","31810"
"New entrant CS","2021","Communications","Outside London","SEO/HEO","Male","105","[c]","32520","31810"
"New entrant CS","2021","Communications","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","Female","35","[c]","25470","25560"
"New entrant CS","2021","Counter Fraud","Outside London","EO","Male","35","[c]","25580","25560"
"New entrant CS","2021","Counter Fraud","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO/HEO","Male","30","[c]","32010","31810"
"New entrant CS","2021","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outside London","AA/AO","Female","475","[c]","20140","20140"
"New entrant CS","2021","Debt","Outside London","AA/AO","Male","425","[c]","20140","20140"
"New entrant CS","2021","Debt","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outside London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","EO","Female","35","[c]","27980","27500"
"New entrant CS","2021","Digital, Data & Technology","London","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","G6/G7","Female","90","[c]","57660","54700"
"New entrant CS","2021","Digital, Data & Technology","London","G6/G7","Male","135","[c]","60430","58130"
"New entrant CS","2021","Digital, Data & Technology","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","SEO/HEO","Female","130","[c]","37960","38000"
"New entrant CS","2021","Digital, Data & Technology","London","SEO/HEO","Male","145","[c]","38490","38160"
"New entrant CS","2021","Digital, Data & Technology","Outside London","AA/AO","Female","35","[c]","21470","20920"
"New entrant CS","2021","Digital, Data & Technology","Outside London","AA/AO","Male","35","[c]","21030","21040"
"New entrant CS","2021","Digital, Data & Technology","Outside London","EO","Female","100","[c]","25670","25560"
"New entrant CS","2021","Digital, Data & Technology","Outside London","EO","Male","220","[c]","26280","25560"
"New entrant CS","2021","Digital, Data & Technology","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Outside London","G6/G7","Female","75","[c]","54900","52580"
"New entrant CS","2021","Digital, Data & Technology","Outside London","G6/G7","Male","180","[c]","55630","52580"
"New entrant CS","2021","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Outside London","SEO/HEO","Female","215","[c]","34820","33840"
"New entrant CS","2021","Digital, Data & Technology","Outside London","SEO/HEO","Male","355","[c]","35930","36030"
"New entrant CS","2021","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","Female","35","[c]","27800","27270"
"New entrant CS","2021","Finance","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","Female","85","[c]","37670","37000"
"New entrant CS","2021","Finance","London","SEO/HEO","Male","75","[c]","36520","33570"
"New entrant CS","2021","Finance","Outside London","AA/AO","Female","55","[c]","20240","20140"
"New entrant CS","2021","Finance","Outside London","AA/AO","Male","40","[c]","20170","20140"
"New entrant CS","2021","Finance","Outside London","EO","Female","70","[c]","23930","25000"
"New entrant CS","2021","Finance","Outside London","EO","Male","60","[c]","23480","23960"
"New entrant CS","2021","Finance","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","Female","125","[c]","35580","36500"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","Male","90","[c]","35250","35900"
"New entrant CS","2021","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","EO","Female","70","[c]","27290","27270"
"New entrant CS","2021","Human Resources","London","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","G6/G7","Female","35","[c]","59600","57980"
"New entrant CS","2021","Human Resources","London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","Female","80","[c]","35730","34550"
"New entrant CS","2021","Human Resources","London","SEO/HEO","Male","40","[c]","34740","34020"
"New entrant CS","2021","Human Resources","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","Female","120","[c]","20500","20850"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","Male","55","[c]","20320","20800"
"New entrant CS","2021","Human Resources","Outside London","EO","Female","80","[c]","24530","24920"
"New entrant CS","2021","Human Resources","Outside London","EO","Male","35","[c]","24510","24920"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","Female","45","[c]","54880","53500"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","Female","135","[c]","33350","31810"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","Male","45","[c]","32730","32000"
"New entrant CS","2021","Human Resources","Outside London","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AA/AO","Female","60","[c]","21170","20120"
"New entrant CS","2021","Legal","London","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","Female","90","[c]","27480","26970"
"New entrant CS","2021","Legal","London","EO","Male","50","[c]","27850","26960"
"New entrant CS","2021","Legal","London","G6/G7","Female","140","[c]","55160","51810"
"New entrant CS","2021","Legal","London","G6/G7","Male","75","[c]","55790","54500"
"New entrant CS","2021","Legal","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","SEO/HEO","Female","100","[c]","38170","39750"
"New entrant CS","2021","Legal","London","SEO/HEO","Male","45","[c]","38120","37230"
"New entrant CS","2021","Legal","Outside London","AA/AO","Female","220","[c]","20300","20120"
"New entrant CS","2021","Legal","Outside London","AA/AO","Male","85","[c]","20200","20120"
"New entrant CS","2021","Legal","Outside London","EO","Female","50","[c]","25810","25480"
"New entrant CS","2021","Legal","Outside London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","G6/G7","Female","110","[c]","51830","50520"
"New entrant CS","2021","Legal","Outside London","G6/G7","Male","95","[c]","51630","50520"
"New entrant CS","2021","Legal","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","Female","145","[c]","32610","33550"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","Male","85","[c]","33320","33550"
"New entrant CS","2021","Legal","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","London","AA/AO","Female","805","[c]","23760","22680"
"New entrant CS","2021","No function","London","AA/AO","Male","615","[c]","24890","23790"
"New entrant CS","2021","No function","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","London","EO","Female","770","[c]","27660","27270"
"New entrant CS","2021","No function","London","EO","Male","490","[c]","27980","27500"
"New entrant CS","2021","No function","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","London","G6/G7","Female","370","[c]","56980","53420"
