"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Education","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Education","Policy","20","15","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Economics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Foreign, Commonwealth and Development Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Operational Research","15","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Statistics","35","35","41270","38630"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Policy","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence","Statistics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Operational Research","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office for Standards in Education","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Rail and Road","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Social Research","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Statistics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Education","Commercial","20","20","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Environment, Food and Rural Affairs","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Transport","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department of Health and Social Care","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Commercial","25","25","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Commercial","50","50","39760","35890"
"In post","2021","Asian","Commercial","Ministry of Justice","Finance","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Other Cabinet Office Agencies","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","UK Export Finance","Operational Delivery","25","20","[c]","[c]"
"In post","2021","Asian","Commercial","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","Communications","20","20","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","Communications","20","20","[c]","[c]"
"In post","2021","Asian","Communications","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","Operational Delivery","100","95","29240","31810"
"In post","2021","Asian","Communications","HM Revenue and Customs","Tax","140","135","27720","25560"
"In post","2021","Asian","Communications","HM Revenue and Customs","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Communications","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Other","45","45","23690","20000"
"In post","2021","Asian","Communications","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
