"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","50","50","42440","42000"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Cheshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","G6","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","Devon","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","G7","Unknown","60","60","47960","47960"
"In post","2021","Commercial","Devon","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Devon","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","HEO","Unknown","40","35","32640","32730"
"In post","2021","Commercial","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO","Unknown","45","45","38650","38300"
"In post","2021","Commercial","Devon","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","East Anglia","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","HEO","Heterosexual / straight","45","45","31820","31940"
"In post","2021","Commercial","East Anglia","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO","Heterosexual / straight","65","65","41430","40320"
"In post","2021","Commercial","East Anglia","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO","Undeclared","15","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","HEO","Heterosexual / straight","30","30","30540","29540"
"In post","2021","Commercial","East Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","East Wales","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO","Heterosexual / straight","35","35","39910","37260"
"In post","2021","Commercial","East Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","160","150","23920","23000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","15","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Heterosexual / straight","50","50","69500","68870"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Heterosexual / straight","135","130","53250","54020"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Heterosexual / straight","325","310","31790","33000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Undeclared","45","45","32550","33300"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Unknown","35","35","31640","31460"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Heterosexual / straight","290","275","40680","40720"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Undeclared","50","45","41310","41710"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Unknown","35","35","40100","39970"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","100","100","38480","36890"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","15","15","[c]","[c]"
