"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","London","40","[c]","35310","33570"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","London","45","[c]","37140","32560"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","London","60","[c]","33480","32330"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","South West (England)","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","ESTYN","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Treasury","London","30","[c]","31330","28500"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
