"Status","Year","Age","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Crown Prosecution Service","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service Inspectorate","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","Ministry of Defence","East Wales","15","15","16570","16780"
"In post","2021","16-19","Defence Electronics and Components Agency","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","95","95","18140","17780"
"In post","2021","16-19","Defence Equipment and Support","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Ministry of Defence","Southern Scotland","10","10","17080","16780"
"In post","2021","16-19","Defence Science and Technology Laboratory","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","17150","16990"
"In post","2021","16-19","Defence Science and Technology Laboratory","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Department for Education","Greater Manchester","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Department for International Trade","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Department for Transport","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester","10","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Lancashire","20","20","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northumberland and Tyne and Wear","30","30","21650","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South Yorkshire","10","10","21560","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Central Scotland","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Wales and The Valleys","15","15","22240","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Yorkshire","20","20","22830","21010"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Department for Transport","West Wales and The Valleys","35","25","19200","18060"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","15","15","21020","21600"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Inner London - East","5","5","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","Devon","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","East Anglia","10","10","23630","22850"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Kent","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","South Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Ministry of Justice","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Derbyshire and Nottinghamshire","10","10","22310","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Wales","25","20","20370","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Eastern Scotland","25","20","20370","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Greater Manchester","15","15","21580","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Merseyside","25","25","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northumberland and Tyne and Wear","45","45","20480","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Central Scotland","15","10","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Yorkshire","30","30","20140","20140"
"In post","2021","16-19","HM Treasury (excl. agencies)","HM Treasury","Inner London - West","25","25","23980","24300"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","East Anglia","10","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Essex","10","10","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Kent","25","25","21290","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Merseyside","10","5","21430","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","10","10","22540","21870"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","21520","20920"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
