"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","Female","225","[c]","17250","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AA","Male","140","[c]","17390","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","Female","845","[c]","20300","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","AO","Male","445","[c]","20400","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Female","135","[c]","23770","23110"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Male","65","[c]","23360","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","Female","140","[c]","27290","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","HEO","Male","80","[c]","27970","27580"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","Female","45","[c]","35270","35160"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO","Male","40","[c]","35090","32540"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AO","Female","325","[c]","22470","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","AO","Male","220","[c]","22610","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","EO","Male","30","[c]","27740","27130"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","Female","680","[c]","20920","20600"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AA","Male","515","[c]","20930","20600"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","Female","1175","[c]","24320","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","AO","Male","1595","[c]","25140","24120"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","Female","105","[c]","25320","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","EO","Male","55","[c]","26420","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","Female","80","[c]","29590","27700"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","HEO","Male","40","[c]","30900","31920"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Female","1125","[c]","22840","22920"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Male","315","[c]","23210","22920"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Female","1530","[c]","20270","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Male","1390","[c]","20260","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Female","450","[c]","25710","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Male","595","[c]","25720","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","Female","35","[c]","54940","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","Male","50","[c]","53390","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","Female","260","[c]","32630","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","Male","320","[c]","32850","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","Female","60","[c]","39110","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","Male","60","[c]","38690","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Female","215","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Male","110","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Female","50","[c]","25630","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","HEO","Female","115","[c]","31410","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","HEO","Male","125","[c]","31270","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AA","Female","30","[c]","20610","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AA","Male","30","[c]","20250","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AO","Female","265","[c]","21970","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","AO","Male","270","[c]","21880","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","EO","Female","375","[c]","27040","27370"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","EO","Male","490","[c]","26320","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G7","Female","65","[c]","57740","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","G7","Male","120","[c]","57330","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","HEO","Female","115","[c]","34400","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","HEO","Male","145","[c]","34240","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SEO","Female","100","[c]","41890","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","SEO","Male","95","[c]","42130","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Female","85","[c]","21270","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Male","55","[c]","20960","20880"
