"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","SEO/HEO","15","15","36960","38630"
"In post","2021","Counter Fraud","Legal","London","AA/AO","25","25","25230","25630"
"In post","2021","Counter Fraud","Legal","London","EO","410","400","30210","29570"
"In post","2021","Counter Fraud","Legal","London","G6/G7","60","60","60060","59160"
"In post","2021","Counter Fraud","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Legal","London","SEO/HEO","425","410","38540","36640"
"In post","2021","Counter Fraud","Legal","Outside London","AA/AO","235","205","20730","20140"
"In post","2021","Counter Fraud","Legal","Outside London","EO","1150","1095","26120","25560"
"In post","2021","Counter Fraud","Legal","Outside London","G6/G7","80","80","54010","52580"
"In post","2021","Counter Fraud","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Legal","Outside London","SEO/HEO","950","910","33700","31810"
"In post","2021","Counter Fraud","Operational Delivery","London","AA/AO","85","80","24890","25630"
"In post","2021","Counter Fraud","Operational Delivery","London","EO","130","120","30330","29570"
"In post","2021","Counter Fraud","Operational Delivery","London","G6/G7","30","30","60720","59160"
"In post","2021","Counter Fraud","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Delivery","London","SEO/HEO","145","140","38490","36160"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","AA/AO","445","375","20860","21400"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","EO","990","915","26070","25560"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","G6/G7","115","110","54410","52580"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Operational Delivery","Outside London","SEO/HEO","940","880","33610","31810"
"In post","2021","Counter Fraud","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","London","AA/AO","15","15","25430","25630"
"In post","2021","Counter Fraud","Other","London","EO","25","20","31120","31470"
"In post","2021","Counter Fraud","Other","London","G6/G7","20","15","63750","62930"
"In post","2021","Counter Fraud","Other","London","SEO/HEO","25","20","39410","39800"
"In post","2021","Counter Fraud","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","Outside London","EO","80","65","26590","25560"
"In post","2021","Counter Fraud","Other","Outside London","G6/G7","75","70","56000","53320"
"In post","2021","Counter Fraud","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","Outside London","SEO/HEO","100","90","34140","31810"
"In post","2021","Counter Fraud","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Policy","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tax","London","EO","100","95","30590","29570"
"In post","2021","Counter Fraud","Tax","London","G6/G7","105","100","63250","59160"
"In post","2021","Counter Fraud","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tax","London","SEO/HEO","175","170","38730","36670"
"In post","2021","Counter Fraud","Tax","Outside London","AA/AO","15","10","20820","20990"
"In post","2021","Counter Fraud","Tax","Outside London","EO","340","310","26210","25560"
"In post","2021","Counter Fraud","Tax","Outside London","G6/G7","410","390","55810","52580"
"In post","2021","Counter Fraud","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tax","Outside London","SEO/HEO","755","705","34230","31870"
"In post","2021","Counter Fraud","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","London","EO","20","20","28890","29570"
"In post","2021","Counter Fraud","Unknown","London","G6/G7","50","45","58810","58710"
"In post","2021","Counter Fraud","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","London","SEO/HEO","50","50","35700","36160"
"In post","2021","Counter Fraud","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","EO","45","45","25730","25560"
"In post","2021","Counter Fraud","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outside London","SEO/HEO","35","35","33100","31810"
"In post","2021","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","London","AA/AO","345","300","24940","25230"
"In post","2021","Debt","Operational Delivery","London","EO","120","110","30960","32370"
"In post","2021","Debt","Operational Delivery","London","G6/G7","10","10","70130","59160"
"In post","2021","Debt","Operational Delivery","London","SEO/HEO","30","25","39760","39800"
"In post","2021","Debt","Operational Delivery","Outside London","AA/AO","2060","1795","20590","20140"
"In post","2021","Debt","Operational Delivery","Outside London","EO","770","695","26260","25560"
"In post","2021","Debt","Operational Delivery","Outside London","G6/G7","30","30","52680","52580"
"In post","2021","Debt","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","Outside London","SEO/HEO","210","195","33580","31810"
"In post","2021","Debt","Tax","London","AA/AO","35","30","24230","24120"
"In post","2021","Debt","Tax","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","Outside London","AA/AO","910","880","20140","20140"
"In post","2021","Debt","Tax","Outside London","EO","40","40","25460","25560"
"In post","2021","Debt","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Debt","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","AA/AO","65","60","20160","20140"
"In post","2021","Debt","Unknown","Outside London","EO","15","15","25950","25560"
"In post","2021","Debt","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","AA/AO","45","45","24510","24220"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","EO","240","235","29490","29570"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","G6/G7","840","825","61520","59730"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","SCS level","85","85","90560","85840"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","SEO/HEO","1020","1005","39640","39630"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","London","Unknown","15","15","37060","33050"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","AA/AO","355","340","21490","21130"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","EO","1700","1635","27360","26670"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","G6/G7","1835","1800","55810","52580"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SCS level","100","95","85850","80000"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SEO/HEO","4545","4410","36940","36550"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","Unknown","50","45","35990","34240"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Overseas","SEO/HEO","10","10","39110","36460"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","G6/G7","15","10","57500","54760"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","London","SEO/HEO","20","20","38140","37550"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","EO","15","15","25800","26300"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","G6/G7","10","10","[c]","[c]"
