"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","White","Commercial","UK Export Finance","10","10","[c]","[c]"
"In post","2021","60-64","White","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for Education","10","10","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for Transport","10","5","[c]","[c]"
"In post","2021","60-64","White","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","HM Revenue and Customs","100","75","30950","28130"
"In post","2021","60-64","White","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Ministry of Defence","75","70","29080","29200"
"In post","2021","60-64","White","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","20","15","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","Department for Transport","10","10","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","HM Revenue and Customs","480","355","34310","31810"
"In post","2021","60-64","White","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Debt","HM Revenue and Customs","280","210","24320","21440"
"In post","2021","60-64","White","Digital, Data & Technology","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Cabinet Office","10","5","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","55","50","42240","41900"
"In post","2021","60-64","White","Digital, Data & Technology","Department for Education","20","15","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","35","35","40380","36030"
"In post","2021","60-64","White","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Department for Transport","60","50","44620","41160"
"In post","2021","60-64","White","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","HM Land Registry","25","20","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","HM Revenue and Customs","120","90","39030","35000"
"In post","2021","60-64","White","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Ministry of Defence","70","60","33830","29200"
"In post","2021","60-64","White","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","10","5","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Ministry of Justice","35","30","45430","41750"
"In post","2021","60-64","White","Digital, Data & Technology","National Crime Agency","10","10","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Digital, Data & Technology","United Kingdom Statistics Authority","15","15","[c]","[c]"
"In post","2021","60-64","White","Finance","Attorney General's Departments","10","5","[c]","[c]"
"In post","2021","60-64","White","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Business, Energy and Industrial Strategy","15","10","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Education","15","15","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Transport","20","20","[c]","[c]"
"In post","2021","60-64","White","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Department of Health and Social Care","20","15","[c]","[c]"
"In post","2021","60-64","White","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","60-64","White","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","HM Revenue and Customs","160","120","28900","21440"
"In post","2021","60-64","White","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Ministry of Defence","135","120","41930","36040"
"In post","2021","60-64","White","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Ministry of Justice","45","40","44960","41930"
"In post","2021","60-64","White","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Scottish Government","5","5","[c]","[c]"
"In post","2021","60-64","White","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Grants Management","Department for Environment, Food and Rural Affairs","105","85","25790","25190"
"In post","2021","60-64","White","Human Resources","Attorney General's Departments","10","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Cabinet Office","40","30","37010","33640"
"In post","2021","60-64","White","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department for Business, Energy and Industrial Strategy","15","10","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department for Transport","30","25","34970","33350"
"In post","2021","60-64","White","Human Resources","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Department of Health and Social Care","10","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","60-64","White","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","HM Revenue and Customs","105","80","31400","28130"
"In post","2021","60-64","White","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Ministry of Defence","145","130","30930","24490"
"In post","2021","60-64","White","Human Resources","Ministry of Justice","45","35","44680","40460"
"In post","2021","60-64","White","Human Resources","National Crime Agency","10","10","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Scottish Government","10","10","[c]","[c]"
"In post","2021","60-64","White","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Human Resources","United Kingdom Statistics Authority","10","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","HM Treasury","30","25","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Ministry of Defence","15","10","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Legal","Attorney General's Departments","335","280","48660","55610"
"In post","2021","60-64","White","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Legal","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","60-64","White","Legal","Department for Education","[c]","[c]","[c]","[c]"
