"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Female","75","[c]","33150","32430"
"Leaver CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Male","105","[c]","41890","39510"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Forestry","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Male","35","[c]","39290","38280"
"Leaver CS","2021","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","FCDO Services","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Forestry and Land Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Forestry and Land Scotland","Male","35","[c]","28700","26530"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence (excl. agencies)","Female","30","[c]","22710","18800"
"Leaver CS","2021","Property","Ministry of Defence (excl. agencies)","Male","100","[c]","31320","33300"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Prison Service","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Valuation Office Agency","Female","115","[c]","27560","24500"
"Leaver CS","2021","Property","Valuation Office Agency","Male","140","[c]","31210","26000"
"Leaver CS","2021","Property","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Security","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","FCDO Services","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HM Prison and Probation Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence (excl. agencies)","Female","50","[c]","29640","26670"
"Leaver CS","2021","Security","Ministry of Defence (excl. agencies)","Male","300","[c]","29410","25680"
"Leaver CS","2021","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Female","160","[c]","42340","36970"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Male","125","[c]","44990","40940"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Female","45","[c]","36280","30450"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Male","60","[c]","47790","42940"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Female","2760","[c]","26140","26120"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Male","1630","[c]","26970","26890"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Female","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Male","85","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Female","30","[c]","45830","40510"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Female","15","[c]","[c]","[c]"
