"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Insolvency Service","Female","20","20","[c]","[c]"
"In post","2021","Project Delivery","Insolvency Service","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Met Office","Female","165","150","39050","39650"
"In post","2021","Project Delivery","Met Office","Male","255","250","41970","39750"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Female","2370","2285","37070","33300"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Male","2260","2230","42450","40580"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","70","65","47910","48200"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","45","45","47040","45090"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Female","190","190","38690","35290"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Male","135","135","43270","39530"
"In post","2021","Project Delivery","National Crime Agency","Female","50","45","43790","40520"
"In post","2021","Project Delivery","National Crime Agency","Male","45","45","49780","48900"
"In post","2021","Project Delivery","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","20","20","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning Inspectorate","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Planning Inspectorate","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Queen Elizabeth II Centre","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Queen Elizabeth II Centre","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Registers of Scotland","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Rural Payments Agency","Female","70","65","38490","35900"
"In post","2021","Project Delivery","Rural Payments Agency","Male","75","75","37370","36520"
"In post","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Forestry","Female","80","70","30180","29140"
"In post","2021","Project Delivery","Scottish Forestry","Male","75","75","40310","37530"
"In post","2021","Project Delivery","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Prison Service","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Submarine Delivery Agency","Female","300","285","39270","37210"
"In post","2021","Project Delivery","Submarine Delivery Agency","Male","1025","1010","43000","41170"
"In post","2021","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","UK Hydrographic Office","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Intellectual Property Office","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","UK Intellectual Property Office","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","UK Space Agency","Female","110","105","44790","40050"
"In post","2021","Project Delivery","UK Space Agency","Male","105","105","49480","49100"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","Female","150","145","39170","36030"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","Male","75","75","42930","49100"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Valuation Office Agency","Female","40","35","39240","37750"
"In post","2021","Project Delivery","Valuation Office Agency","Male","35","35","43030","41340"
"In post","2021","Project Delivery","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Wilton Park","Female","25","25","[c]","[c]"
"In post","2021","Project Delivery","Wilton Park","Male","10","10","[c]","[c]"
"In post","2021","Property","Cabinet Office (excl. agencies)","Female","55","50","47450","45150"
"In post","2021","Property","Cabinet Office (excl. agencies)","Male","50","50","54370","54700"
"In post","2021","Property","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Defence Electronics and Components Agency","Male","15","15","[c]","[c]"
"In post","2021","Property","Defence Equipment and Support","Female","105","95","36620","34180"
"In post","2021","Property","Defence Equipment and Support","Male","120","120","42630","39340"
"In post","2021","Property","Defence Science and Technology Laboratory","Female","10","10","[c]","[c]"
"In post","2021","Property","Defence Science and Technology Laboratory","Male","25","25","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education (excl. agencies)","Female","110","105","45000","49860"
"In post","2021","Property","Department for Education (excl. agencies)","Male","155","150","52910","54400"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","215","195","34030","30040"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","180","175","40020","36520"
"In post","2021","Property","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2021","Property","Department for Transport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Property","Department for Transport (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","Property","Driver and Vehicle Licensing Agency","Female","30","25","29400","26780"
"In post","2021","Property","Driver and Vehicle Licensing Agency","Male","25","25","[c]","[c]"
"In post","2021","Property","Driver and Vehicle Standards Agency","Female","30","25","[c]","[c]"
"In post","2021","Property","Driver and Vehicle Standards Agency","Male","35","35","33610","31380"
"In post","2021","Property","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","FCDO Services","Female","55","55","35880","31420"
"In post","2021","Property","FCDO Services","Male","320","320","39880","39410"
"In post","2021","Property","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Female","30","30","47130","40950"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Male","50","50","56560","59470"
"In post","2021","Property","Forestry and Land Scotland","Female","190","180","29560","28120"
"In post","2021","Property","Forestry and Land Scotland","Male","525","515","30480","28120"
"In post","2021","Property","Government Property Agency","Female","20","20","[c]","[c]"
"In post","2021","Property","Government Property Agency","Male","25","25","[c]","[c]"
"In post","2021","Property","Health and Safety Executive","Female","10","5","[c]","[c]"
"In post","2021","Property","Health and Safety Executive","Male","5","5","[c]","[c]"
"In post","2021","Property","HM Courts and Tribunals Service","Female","30","30","30750","30920"
"In post","2021","Property","HM Courts and Tribunals Service","Male","50","50","45980","36800"
"In post","2021","Property","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2021","Property","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","Female","110","105","38350","38630"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","Male","140","135","40340","36160"
"In post","2021","Property","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Treasury (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","Property","Maritime and Coastguard Agency","Female","10","10","[c]","[c]"
"In post","2021","Property","Maritime and Coastguard Agency","Male","10","10","[c]","[c]"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Met Office","Female","15","15","[c]","[c]"
"In post","2021","Property","Met Office","Male","10","10","[c]","[c]"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Female","905","865","30120","33000"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Male","1545","1515","32170","33300"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Female","140","135","36690","34090"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Male","140","135","44140","36800"
"In post","2021","Property","National Crime Agency","Female","15","10","[c]","[c]"
"In post","2021","Property","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2021","Property","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Public Health England","Female","5","5","[c]","[c]"
"In post","2021","Property","Public Health England","Male","10","10","[c]","[c]"
"In post","2021","Property","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2021","Property","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Courts and Tribunals Service","Male","10","10","[c]","[c]"
"In post","2021","Property","Scottish Forestry","Female","10","10","[c]","[c]"
"In post","2021","Property","Scottish Forestry","Male","15","15","[c]","[c]"
"In post","2021","Property","Scottish Prison Service","Female","30","30","26540","25870"
"In post","2021","Property","Scottish Prison Service","Male","220","215","30580","28870"
"In post","2021","Property","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","Male","10","10","[c]","[c]"
"In post","2021","Property","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Female","15","15","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Male","25","20","[c]","[c]"
"In post","2021","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","Male","10","10","[c]","[c]"
"In post","2021","Property","Valuation Office Agency","Female","1665","1485","30660","26500"
"In post","2021","Property","Valuation Office Agency","Male","1590","1525","35290","32100"
"In post","2021","Property","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wilton Park","Male","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office (excl. agencies)","Female","455","430","32190","33000"
"In post","2021","Security","Cabinet Office (excl. agencies)","Male","415","405","34060","33300"
"In post","2021","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Companies House","Male","5","5","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Female","10","10","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Male","10","10","[c]","[c]"
"In post","2021","Security","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Female","30","25","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Male","25","25","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2021","Security","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2021","Security","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2021","Security","Driver and Vehicle Licensing Agency","Female","30","30","31210","31040"
"In post","2021","Security","Driver and Vehicle Licensing Agency","Male","90","85","30240","25390"
"In post","2021","Security","Driver and Vehicle Standards Agency","Female","5","5","[c]","[c]"
"In post","2021","Security","Driver and Vehicle Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","Security","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","FCDO Services","Female","40","40","34400","29730"
"In post","2021","Security","FCDO Services","Male","195","190","35480","33390"
"In post","2021","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Female","130","130","42030","37560"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Male","200","200","43950","35700"
"In post","2021","Security","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2021","Security","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Prison and Probation Service","Female","315","310","36770","32550"
"In post","2021","Security","HM Prison and Probation Service","Male","360","360","41590","38750"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","Female","70","65","36980","38630"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","Male","115","115","43150","38630"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Female","885","860","27700","22650"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Male","5140","5055","29320","25540"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","Female","25","25","[c]","[c]"
"In post","2021","Security","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2021","Security","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Female","5","5","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Male","10","10","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Male","5","5","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Female","15","15","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Male","20","20","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Female","75","65","30250","29190"
"In post","2021","Unknown","Accountant in Bankruptcy","Male","40","40","34470","29190"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Female","150","140","31930","29160"
"In post","2021","Unknown","Charity Commission","Male","100","95","33290","29160"
"In post","2021","Unknown","Companies House","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Companies House","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Female","110","105","34290","33380"
"In post","2021","Unknown","Defence Equipment and Support","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Female","340","320","49920","42010"
"In post","2021","Unknown","Department for Education (excl. agencies)","Male","230","230","52910","49860"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Female","59535","51285","27230","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Male","31415","30130","28440","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Female","35","35","52510","53360"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Female","155","140","28010","24110"
"In post","2021","Unknown","Disclosure Scotland","Male","155","150","28210","22230"
"In post","2021","Unknown","Education and Skills Funding Agency","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Female","235","220","54330","56120"
"In post","2021","Unknown","Education Scotland","Male","85","80","60070","66290"
"In post","2021","Unknown","FCDO Services","Female","25","20","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Female","110","110","35010","32140"
"In post","2021","Unknown","Food Standards Scotland","Male","140","135","35170","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","180","175","49840","44880"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","120","120","55080","54450"
"In post","2021","Unknown","Government Internal Audit Agency","Female","30","30","39930","33420"
"In post","2021","Unknown","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Female","10","5","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Male","25","25","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Female","18315","16535","31370","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Male","17060","16340","32630","28060"
"In post","2021","Unknown","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","685","655","47270","41010"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","450","440","50920","45600"
"In post","2021","Unknown","Met Office","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Met Office","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Female","8720","8185","29050","22640"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Male","9465","9290","32000","27750"
"In post","2021","Unknown","National Records of Scotland","Female","235","215","34740","32140"
"In post","2021","Unknown","National Records of Scotland","Male","200","195","34260","31150"
"In post","2021","Unknown","Office for Budget Responsibility","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Office for Budget Responsibility","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Female","30","30","38960","35110"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","Female","30","30","43160","35110"
"In post","2021","Unknown","Revenue Scotland","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Female","165","165","33120","32700"
"In post","2021","Unknown","Royal Fleet Auxiliary","Male","1670","1670","38060","34460"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","65","65","47420","47760"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","40","40","47860","46600"
"In post","2021","Unknown","Scottish Fiscal Commission","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Female","4300","4040","42560","38540"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Male","3515","3445","43750","39110"
"In post","2021","Unknown","Scottish Housing Regulator","Female","30","30","53700","61010"
"In post","2021","Unknown","Scottish Housing Regulator","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Female","155","135","28590","26160"
"In post","2021","Unknown","Scottish Public Pensions Agency","Male","130","125","30910","26160"
"In post","2021","Unknown","Social Security Scotland","Female","655","625","30650","26160"
"In post","2021","Unknown","Social Security Scotland","Male","480","475","32930","28170"
"In post","2021","Unknown","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Female","130","120","28540","24910"
"In post","2021","Unknown","Student Awards Agency for Scotland","Male","110","110","31230","27150"
"In post","2021","Unknown","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Female","210","200","40780","38060"
"In post","2021","Unknown","Transport Scotland","Male","280","280","46830","46600"
"In post","2021","Unknown","UK Intellectual Property Office","Female","5","5","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Female","90","90","39520","36970"
"In post","2021","Unknown","Veterinary Medicines Directorate","Male","65","60","49250","53200"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Female","3375","3120","39780","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Male","2330","2275","42740","37410"
"In post","2021","Unknown","Welsh Revenue Authority","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Male","15","15","[c]","[c]"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
