"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Department for Work and Pensions","London","Male","515","[c]","30350","31060"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","Female","2600","[c]","25380","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","Male","2010","[c]","24700","24180"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","Female","50","[c]","27520","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","Male","45","[c]","27740","27570"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Female","555","[c]","31760","32330"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Male","280","[c]","32920","32650"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Female","370","[c]","24680","23140"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Male","165","[c]","25370","23140"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","Female","150","[c]","23500","22350"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","Male","125","[c]","23630","22350"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","Female","90","[c]","31700","29570"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","Male","105","[c]","31550","36160"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","Female","1120","[c]","22660","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","Male","1095","[c]","22980","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Female","65","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Male","40","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","London","Female","135","[c]","30900","28500"
"New entrant CS","2021","20-29","HM Treasury","London","Male","150","[c]","31590","28500"
"New entrant CS","2021","20-29","HM Treasury","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","London","Female","260","[c]","33370","28650"
"New entrant CS","2021","20-29","Home Office","London","Male","240","[c]","34160","32390"
"New entrant CS","2021","20-29","Home Office","Outside London","Female","210","[c]","23110","21430"
"New entrant CS","2021","20-29","Home Office","Outside London","Male","265","[c]","23560","21430"
"New entrant CS","2021","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","London","Female","75","[c]","30520","29370"
"New entrant CS","2021","20-29","Ministry of Defence","London","Male","85","[c]","30180","30200"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","Female","510","[c]","24080","20920"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","Male","665","[c]","25010","25000"
"New entrant CS","2021","20-29","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","Female","70","[c]","31070","27940"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","Male","50","[c]","31460","28000"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Female","35","[c]","27330","26050"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Male","30","[c]","27940","26050"
"New entrant CS","2021","20-29","Ministry of Justice","London","Female","710","[c]","26960","26410"
"New entrant CS","2021","20-29","Ministry of Justice","London","Male","405","[c]","27280","26810"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","Female","1920","[c]","22060","22850"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","Male","1115","[c]","22820","22850"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","London","Female","100","[c]","32960","32260"
"New entrant CS","2021","20-29","National Crime Agency","London","Male","65","[c]","33970","32260"
"New entrant CS","2021","20-29","National Crime Agency","Outside London","Female","140","[c]","28240","28840"
"New entrant CS","2021","20-29","National Crime Agency","Outside London","Male","90","[c]","29040","28840"
"New entrant CS","2021","20-29","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","London","Male","45","[c]","29870","25750"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Outside London","Female","45","[c]","24260","23450"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","Outside London","Male","30","[c]","30130","27770"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","Outside London","Female","435","[c]","25700","25020"
"New entrant CS","2021","20-29","Scottish Government","Outside London","Male","270","[c]","24840","20850"
"New entrant CS","2021","20-29","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","London","Female","95","[c]","32680","32540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","London","Male","60","[c]","32820","32540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Outside London","Female","190","[c]","26710","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Outside London","Male","140","[c]","26260","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government","Outside London","Female","50","[c]","22300","20500"
"New entrant CS","2021","20-29","Welsh Government","Outside London","Male","35","[c]","23060","20500"
"New entrant CS","2021","30-39","Attorney General's Departments","London","Female","70","[c]","44590","50500"
"New entrant CS","2021","30-39","Attorney General's Departments","London","Male","50","[c]","43650","50500"
"New entrant CS","2021","30-39","Attorney General's Departments","Outside London","Female","100","[c]","36320","38000"
"New entrant CS","2021","30-39","Attorney General's Departments","Outside London","Male","45","[c]","40460","38000"
"New entrant CS","2021","30-39","Cabinet Office","London","Female","120","[c]","48150","40600"
"New entrant CS","2021","30-39","Cabinet Office","London","Male","105","[c]","53170","54700"
"New entrant CS","2021","30-39","Cabinet Office","Outside London","Female","35","[c]","36970","32000"
"New entrant CS","2021","30-39","Cabinet Office","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy","London","Female","65","[c]","44550","40050"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy","London","Male","70","[c]","42750","40050"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Female","115","[c]","27820","24250"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Male","105","[c]","31270","29780"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","London","Female","50","[c]","41090","34020"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","London","Male","40","[c]","46490","43980"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education","London","Female","35","[c]","45700","45250"
"New entrant CS","2021","30-39","Department for Education","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education","Outside London","Female","100","[c]","35530","36500"
"New entrant CS","2021","30-39","Department for Education","Outside London","Male","55","[c]","35990","36500"
"New entrant CS","2021","30-39","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs","London","Female","65","[c]","42240","38750"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs","London","Male","50","[c]","44040","38750"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","Female","175","[c]","30810","29180"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","Male","110","[c]","30920","29180"
"New entrant CS","2021","30-39","Department for International Trade","London","Female","35","[c]","40920","38260"
"New entrant CS","2021","30-39","Department for International Trade","London","Male","35","[c]","45290","38160"
"New entrant CS","2021","30-39","Department for International Trade","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport","London","Female","45","[c]","44780","42470"
"New entrant CS","2021","30-39","Department for Transport","London","Male","60","[c]","41720","35060"
"New entrant CS","2021","30-39","Department for Transport","Outside London","Female","105","[c]","28530","26130"
"New entrant CS","2021","30-39","Department for Transport","Outside London","Male","120","[c]","34300","30730"
"New entrant CS","2021","30-39","Department for Work and Pensions","London","Female","520","[c]","30780","31060"
"New entrant CS","2021","30-39","Department for Work and Pensions","London","Male","335","[c]","31140","31060"
"New entrant CS","2021","30-39","Department for Work and Pensions","Outside London","Female","1775","[c]","26430","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions","Outside London","Male","1360","[c]","26400","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions","Unknown","Female","35","[c]","28280","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions","Unknown","Male","40","[c]","30550","27570"
"New entrant CS","2021","30-39","Department of Health and Social Care","London","Female","285","[c]","40500","38890"
"New entrant CS","2021","30-39","Department of Health and Social Care","London","Male","160","[c]","44460","40650"
"New entrant CS","2021","30-39","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care","Outside London","Female","200","[c]","33740","31370"
"New entrant CS","2021","30-39","Department of Health and Social Care","Outside London","Male","70","[c]","36150","33870"
"New entrant CS","2021","30-39","Food Standards Agency","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","Outside London","Female","100","[c]","27370","22350"
"New entrant CS","2021","30-39","HM Land Registry","Outside London","Male","70","[c]","27800","22350"
"New entrant CS","2021","30-39","HM Revenue and Customs","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs","London","Male","40","[c]","34490","36160"
"New entrant CS","2021","30-39","HM Revenue and Customs","Outside London","Female","535","[c]","24340","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs","Outside London","Male","580","[c]","24990","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs","Unknown","Female","45","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury","London","Female","45","[c]","40190","34320"
"New entrant CS","2021","30-39","HM Treasury","London","Male","40","[c]","42000","38000"
"New entrant CS","2021","30-39","HM Treasury","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office","London","Female","110","[c]","40600","35490"
"New entrant CS","2021","30-39","Home Office","London","Male","90","[c]","43950","41950"
"New entrant CS","2021","30-39","Home Office","Outside London","Female","120","[c]","25680","24880"
"New entrant CS","2021","30-39","Home Office","Outside London","Male","170","[c]","27980","24880"
"New entrant CS","2021","30-39","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","Outside London","Female","445","[c]","30640","26350"
"New entrant CS","2021","30-39","Ministry of Defence","Outside London","Male","420","[c]","32790","30000"
"New entrant CS","2021","30-39","Ministry of Defence","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government","Outside London","Female","40","[c]","32680","31480"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government","Outside London","Male","40","[c]","33680","32780"
"New entrant CS","2021","30-39","Ministry of Justice","London","Female","275","[c]","31560","28600"
"New entrant CS","2021","30-39","Ministry of Justice","London","Male","220","[c]","35650","30220"
"New entrant CS","2021","30-39","Ministry of Justice","Outside London","Female","805","[c]","23340","22850"
"New entrant CS","2021","30-39","Ministry of Justice","Outside London","Male","775","[c]","24110","22850"
"New entrant CS","2021","30-39","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Crime Agency","London","Female","50","[c]","42570","40170"
"New entrant CS","2021","30-39","National Crime Agency","London","Male","30","[c]","39340","37560"
"New entrant CS","2021","30-39","National Crime Agency","Outside London","Female","105","[c]","31280","31160"
"New entrant CS","2021","30-39","National Crime Agency","Outside London","Male","100","[c]","33820","34140"
"New entrant CS","2021","30-39","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","Outside London","Male","30","[c]","33730","30750"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Government","Outside London","Female","345","[c]","32410","30650"
"New entrant CS","2021","30-39","Scottish Government","Outside London","Male","260","[c]","30970","26160"
"New entrant CS","2021","30-39","The National Archives","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","The National Archives","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","Outside London","Female","115","[c]","30940","29540"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","Outside London","Male","110","[c]","32700","29540"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government","Outside London","Female","40","[c]","29180","25030"
"New entrant CS","2021","30-39","Welsh Government","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","London","Female","40","[c]","50700","50500"
"New entrant CS","2021","40-49","Attorney General's Departments","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Attorney General's Departments","Outside London","Female","55","[c]","41660","48080"
"New entrant CS","2021","40-49","Attorney General's Departments","Outside London","Male","40","[c]","45750","48080"
"New entrant CS","2021","40-49","Cabinet Office","London","Female","65","[c]","56680","54700"
"New entrant CS","2021","40-49","Cabinet Office","London","Male","70","[c]","71310","64500"
"New entrant CS","2021","40-49","Cabinet Office","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","London","Female","35","[c]","42740","40030"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Outside London","Female","80","[c]","31420","30170"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Outside London","Male","75","[c]","33990","30940"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","London","Male","10","[c]","[c]","[c]"
