"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Legal Aid Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Security","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Operational Delivery","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","16-19","Public Health England","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Rural Payments Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Rural Payments Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","30","30","21790","21150"
"In post","2021","16-19","Scottish Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
