"Status","Year","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","East Wales","650","[c]","34770","27570"
"Leaver CS","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","275","[c]","28690","27130"
"Leaver CS","2021","Declared non-disabled","Eastern Scotland","480","[c]","34580","27570"
"Leaver CS","2021","Declared non-disabled","Essex","190","[c]","29490","25110"
"Leaver CS","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","870","[c]","34910","30420"
"Leaver CS","2021","Declared non-disabled","Greater Manchester","590","[c]","30650","26120"
"Leaver CS","2021","Declared non-disabled","Hampshire and Isle of Wight","480","[c]","30600","27570"
"Leaver CS","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","150","[c]","24430","21470"
"Leaver CS","2021","Declared non-disabled","Highlands and Islands","55","[c]","27850","26530"
"Leaver CS","2021","Declared non-disabled","Inner London - East","590","[c]","43330","35200"
"Leaver CS","2021","Declared non-disabled","Inner London - West","1625","[c]","47010","40470"
"Leaver CS","2021","Declared non-disabled","Kent","330","[c]","27180","25110"
"Leaver CS","2021","Declared non-disabled","Lancashire","450","[c]","26290","21010"
"Leaver CS","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","365","[c]","26740","22350"
"Leaver CS","2021","Declared non-disabled","Lincolnshire","210","[c]","28710","27680"
"Leaver CS","2021","Declared non-disabled","Merseyside","500","[c]","27300","24110"
"Leaver CS","2021","Declared non-disabled","North Eastern Scotland","95","[c]","38450","29600"
"Leaver CS","2021","Declared non-disabled","North Yorkshire","140","[c]","35330","27570"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","120","[c]","25450","21430"
"Leaver CS","2021","Declared non-disabled","Northumberland and Tyne and Wear","605","[c]","26300","21010"
"Leaver CS","2021","Declared non-disabled","Outer London - East and North East","115","[c]","28520","29590"
"Leaver CS","2021","Declared non-disabled","Outer London - South","275","[c]","35670","30170"
"Leaver CS","2021","Declared non-disabled","Outer London - West and North West","345","[c]","33250","30380"
"Leaver CS","2021","Declared non-disabled","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Shropshire and Staffordshire","300","[c]","29260","26780"
"Leaver CS","2021","Declared non-disabled","South Yorkshire","420","[c]","29030","24910"
"Leaver CS","2021","Declared non-disabled","Southern Scotland","145","[c]","29800","26890"
"Leaver CS","2021","Declared non-disabled","Surrey, East and West Sussex","290","[c]","28190","26430"
"Leaver CS","2021","Declared non-disabled","Tees Valley and Durham","370","[c]","27980","22350"
"Leaver CS","2021","Declared non-disabled","Unknown","55","[c]","45310","32200"
"Leaver CS","2021","Declared non-disabled","West Central Scotland","385","[c]","30520","26120"
"Leaver CS","2021","Declared non-disabled","West Midlands","620","[c]","31580","26120"
"Leaver CS","2021","Declared non-disabled","West Wales and The Valleys","475","[c]","27240","21590"
"Leaver CS","2021","Declared non-disabled","West Yorkshire","550","[c]","29940","26890"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","105","[c]","31890","31710"
"Leaver CS","2021","Undeclared","East Wales","65","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","115","[c]","37420","34030"
"Leaver CS","2021","Undeclared","Greater Manchester","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","50","[c]","30150","25770"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","50","[c]","39920","32950"
"Leaver CS","2021","Undeclared","Inner London - West","170","[c]","43160","38830"
"Leaver CS","2021","Undeclared","Kent","60","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","50","[c]","32070","23720"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","50","[c]","24250","21590"
"Leaver CS","2021","Undeclared","West Yorkshire","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","135","[c]","30610","26910"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","205","[c]","29400","24970"
"Leaver CS","2021","Unknown","Cheshire","55","[c]","32850","30040"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","50","[c]","22810","21050"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","145","[c]","26040","24250"
"Leaver CS","2021","Unknown","Devon","130","[c]","26520","21620"
"Leaver CS","2021","Unknown","Dorset and Somerset","60","[c]","30010","27570"
"Leaver CS","2021","Unknown","East Anglia","210","[c]","31710","27570"
"Leaver CS","2021","Unknown","East Wales","335","[c]","29070","23050"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","495","[c]","35430","30790"
"Leaver CS","2021","Unknown","Essex","65","[c]","27230","24820"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","260","[c]","35130","29690"
"Leaver CS","2021","Unknown","Greater Manchester","205","[c]","28640","25930"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","225","[c]","29230","26220"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","65","[c]","24260","21050"
"Leaver CS","2021","Unknown","Highlands and Islands","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","295","[c]","40850","32760"
"Leaver CS","2021","Unknown","Inner London - West","1050","[c]","39110","32560"
"Leaver CS","2021","Unknown","Kent","110","[c]","24180","24110"
"Leaver CS","2021","Unknown","Lancashire","135","[c]","23460","21010"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","150","[c]","24020","21010"
"Leaver CS","2021","Unknown","Lincolnshire","55","[c]","30620","29930"
"Leaver CS","2021","Unknown","Merseyside","140","[c]","30230","27010"
"Leaver CS","2021","Unknown","North Eastern Scotland","40","[c]","28740","26590"
"Leaver CS","2021","Unknown","North Yorkshire","80","[c]","31750","26890"
"Leaver CS","2021","Unknown","Northern Ireland","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","275","[c]","26630","21150"
"Leaver CS","2021","Unknown","Outer London - East and North East","60","[c]","29310","31060"
"Leaver CS","2021","Unknown","Outer London - South","90","[c]","32130","31060"
"Leaver CS","2021","Unknown","Outer London - West and North West","125","[c]","33440","31060"
"Leaver CS","2021","Unknown","Overseas","80","[c]","39640","36960"
"Leaver CS","2021","Unknown","Shropshire and Staffordshire","110","[c]","25060","21590"
"Leaver CS","2021","Unknown","South Yorkshire","100","[c]","30610","25500"
"Leaver CS","2021","Unknown","Southern Scotland","85","[c]","29510","26550"
"Leaver CS","2021","Unknown","Surrey, East and West Sussex","155","[c]","33860","24370"
"Leaver CS","2021","Unknown","Tees Valley and Durham","120","[c]","23510","21100"
"Leaver CS","2021","Unknown","Unknown","620","[c]","39880","32000"
"Leaver CS","2021","Unknown","West Central Scotland","215","[c]","31000","27570"
"Leaver CS","2021","Unknown","West Midlands","270","[c]","36550","27570"
"Leaver CS","2021","Unknown","West Wales and The Valleys","145","[c]","25750","21590"
"Leaver CS","2021","Unknown","West Yorkshire","270","[c]","29550","24880"
"Leaver Dept.","2021","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derbyshire and Nottinghamshire","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Anglia","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Wales","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
