"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Black","Valuation Office Agency","London","40","35","37560","31620"
"In post","2021","Declared non-disabled","Black","Valuation Office Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Welsh Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Animal and Plant Health Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Cabinet Office (excl. agencies)","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Prosecution Service","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Prosecution Service","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","40","40","45610","40760"
"In post","2021","Declared non-disabled","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Education (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Education (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for International Trade","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Transport (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Work and Pensions (excl. agencies)","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Work and Pensions (excl. agencies)","Outside London","90","80","26290","27570"
"In post","2021","Declared non-disabled","Chinese","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department of Health and Social Care (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Legal Department","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
