"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Asian","Medicines and Healthcare Products Regulatory Agency","London","80","75","41910","38100"
"In post","2021","Declared non-disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Met Office","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Ministry of Defence (excl. agencies)","London","225","220","36400","36140"
"In post","2021","Declared non-disabled","Asian","Ministry of Defence (excl. agencies)","Outside London","465","450","31760","27200"
"In post","2021","Declared non-disabled","Asian","Ministry of Defence (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","130","130","41880","38160"
"In post","2021","Declared non-disabled","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","30","30","33390","30870"
"In post","2021","Declared non-disabled","Asian","Ministry of Justice (excl. agencies)","London","300","290","40810","36800"
"In post","2021","Declared non-disabled","Asian","Ministry of Justice (excl. agencies)","Outside London","80","80","31130","26860"
"In post","2021","Declared non-disabled","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Crime Agency","London","40","40","43850","40170"
"In post","2021","Declared non-disabled","Asian","National Crime Agency","Outside London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Savings and Investments","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","London","35","35","49850","42850"
"In post","2021","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","50","50","35710","32010"
"In post","2021","Declared non-disabled","Asian","Office of Gas and Electricity Markets","London","80","80","46700","41000"
"In post","2021","Declared non-disabled","Asian","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of the Public Guardian","Outside London","350","325","21270","19930"
"In post","2021","Declared non-disabled","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectorate","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Public Health England","London","310","285","41100","33100"
"In post","2021","Declared non-disabled","Asian","Public Health England","Outside London","215","200","38260","28590"
"In post","2021","Declared non-disabled","Asian","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Rural Payments Agency","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Government (excl. agencies)","Outside London","45","45","40590","38540"
"In post","2021","Declared non-disabled","Asian","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Serious Fraud Office","London","40","35","42060","37650"
"In post","2021","Declared non-disabled","Asian","Social Security Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Standards and Testing Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Submarine Delivery Agency","Outside London","40","40","37380","33230"
"In post","2021","Declared non-disabled","Asian","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Teaching Regulation Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","The National Archives","London","30","25","34780","34030"
"In post","2021","Declared non-disabled","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Export Finance","London","60","60","49580","43160"
"In post","2021","Declared non-disabled","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Intellectual Property Office","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Space Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","United Kingdom Statistics Authority","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","United Kingdom Statistics Authority","Outside London","45","40","32160","29540"
"In post","2021","Declared non-disabled","Asian","Valuation Office Agency","London","85","80","35660","33750"
"In post","2021","Declared non-disabled","Asian","Valuation Office Agency","Outside London","65","60","29290","25930"
"In post","2021","Declared non-disabled","Asian","Vehicle Certification Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Veterinary Medicines Directorate","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Water Services Regulation Authority","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Welsh Government (excl. agencies)","Outside London","40","40","38960","35950"
"In post","2021","Declared non-disabled","Asian","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Advisory, Conciliation and Arbitration Service","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Animal and Plant Health Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Cabinet Office (excl. agencies)","London","185","185","42710","35750"
"In post","2021","Declared non-disabled","Black","Cabinet Office (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Competition and Markets Authority","London","30","30","43010","43680"
"In post","2021","Declared non-disabled","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Office and Procurator Fiscal Service","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Prosecution Service","London","190","180","41690","33920"
"In post","2021","Declared non-disabled","Black","Crown Prosecution Service","Outside London","70","70","41420","33310"
"In post","2021","Declared non-disabled","Black","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Equipment and Support","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Equipment and Support","Outside London","170","170","32970","32590"
"In post","2021","Declared non-disabled","Black","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Defence Science and Technology Laboratory","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","185","185","41440","38720"
"In post","2021","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","London","70","70","40730","34020"
"In post","2021","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Education (excl. agencies)","London","110","105","41170","36180"
"In post","2021","Declared non-disabled","Black","Department for Education (excl. agencies)","Outside London","60","60","37070","36780"
"In post","2021","Declared non-disabled","Black","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","125","125","36390","32710"
"In post","2021","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for International Trade","London","85","85","38890","33310"
"In post","2021","Declared non-disabled","Black","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Transport (excl. agencies)","London","135","130","40560","37660"
"In post","2021","Declared non-disabled","Black","Department for Transport (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Department for Work and Pensions (excl. agencies)","London","1740","1665","30860","31060"
"In post","2021","Declared non-disabled","Black","Department for Work and Pensions (excl. agencies)","Outside London","1310","1235","26710","27570"
"In post","2021","Declared non-disabled","Black","Department for Work and Pensions (excl. agencies)","Unknown","40","40","29130","29670"
"In post","2021","Declared non-disabled","Black","Department of Health and Social Care (excl. agencies)","London","45","40","36770","32790"
"In post","2021","Declared non-disabled","Black","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Driver and Vehicle Licensing Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Driver and Vehicle Standards Agency","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Driver and Vehicle Standards Agency","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Education and Skills Funding Agency","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Education and Skills Funding Agency","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","FCDO Services","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","FCDO Services","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Food Standards Agency","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","120","120","37450","33680"
"In post","2021","Declared non-disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","35","35","44130","38600"
"In post","2021","Declared non-disabled","Black","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Actuary's Department","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Internal Audit Agency","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Legal Department","London","140","135","42130","33530"
"In post","2021","Declared non-disabled","Black","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Health and Safety Executive","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Health and Safety Executive","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","HM Courts and Tribunals Service","London","555","530","26110","23500"
"In post","2021","Declared non-disabled","Black","HM Courts and Tribunals Service","Outside London","215","200","23750","20420"
"In post","2021","Declared non-disabled","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","HM Land Registry","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","HM Land Registry","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","HM Prison and Probation Service","London","920","905","32790","32090"
"In post","2021","Declared non-disabled","Black","HM Prison and Probation Service","Outside London","685","660","29250","27920"
"In post","2021","Declared non-disabled","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","HM Revenue and Customs (excl. agencies)","London","510","500","36260","36160"
"In post","2021","Declared non-disabled","Black","HM Revenue and Customs (excl. agencies)","Outside London","530","505","27740","25560"
"In post","2021","Declared non-disabled","Black","HM Treasury (excl. agencies)","London","50","50","37890","32320"
"In post","2021","Declared non-disabled","Black","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Home Office (incl. agencies)","London","1325","1255","34040","29370"
"In post","2021","Declared non-disabled","Black","Home Office (incl. agencies)","Outside London","290","265","26190","24890"
"In post","2021","Declared non-disabled","Black","Home Office (incl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Insolvency Service","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Insolvency Service","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Institute for Apprenticeships and Technical Education","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal Aid Agency","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal Aid Agency","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Medicines and Healthcare Products Regulatory Agency","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Met Office","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","London","155","150","33650","30560"
"In post","2021","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Outside London","225","220","31740","29670"
"In post","2021","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","London","105","105","42670","39600"
"In post","2021","Declared non-disabled","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","London","240","240","36260","32360"
"In post","2021","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Crime Agency","London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Savings and Investments","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of Gas and Electricity Markets","London","35","35","46770","42850"
"In post","2021","Declared non-disabled","Black","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of Rail and Road","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of Rail and Road","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of the Public Guardian","Outside London","75","70","21160","19930"
"In post","2021","Declared non-disabled","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Public Health England","London","245","230","38460","33100"
"In post","2021","Declared non-disabled","Black","Public Health England","Outside London","125","115","34550","31370"
"In post","2021","Declared non-disabled","Black","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Government (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Serious Fraud Office","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Export Finance","London","30","30","45430","38410"
"In post","2021","Declared non-disabled","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Intellectual Property Office","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","United Kingdom Statistics Authority","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","United Kingdom Statistics Authority","Outside London","20","20","[c]","[c]"
