"Status","Year","Age","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","AA/AO","615","590","22350","20920"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","EO","510","505","25740","26350"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","G6/G7","30","30","49610","49100"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","SEO/HEO","715","710","32280","30730"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","Unknown","55","55","25810","22920"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","365","360","22600","22850"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","110","110","25590","26470"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","20","20","33380","30980"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","45","40","23400","22920"
"In post","2021","20-29","Highlands and Islands","Outside London","AA/AO","120","115","22080","21100"
"In post","2021","20-29","Highlands and Islands","Outside London","EO","60","60","28040","27840"
"In post","2021","20-29","Highlands and Islands","Outside London","SEO/HEO","10","10","34500","35580"
"In post","2021","20-29","Inner London - East","London","AA/AO","510","505","25740","24490"
"In post","2021","20-29","Inner London - East","London","EO","1140","1125","30090","31060"
"In post","2021","20-29","Inner London - East","London","G6/G7","255","255","55690","54700"
"In post","2021","20-29","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","London","SEO/HEO","990","975","36140","35930"
"In post","2021","20-29","Inner London - East","London","Unknown","145","145","28090","26810"
"In post","2021","20-29","Inner London - West","London","AA/AO","1130","1115","25440","24490"
"In post","2021","20-29","Inner London - West","London","EO","2830","2810","28450","27960"
"In post","2021","20-29","Inner London - West","London","G6/G7","3070","3060","55190","53870"
"In post","2021","20-29","Inner London - West","London","SCS level","35","35","69770","71000"
"In post","2021","20-29","Inner London - West","London","SEO/HEO","9375","9345","35590","34550"
"In post","2021","20-29","Inner London - West","London","Unknown","50","50","30830","28000"
"In post","2021","20-29","Kent","Outside London","AA/AO","700","690","25750","24440"
"In post","2021","20-29","Kent","Outside London","EO","380","380","27480","26060"
"In post","2021","20-29","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Outside London","SEO/HEO","85","85","31490","29430"
"In post","2021","20-29","Kent","Outside London","Unknown","40","40","25970","24020"
"In post","2021","20-29","Lancashire","Outside London","AA/AO","965","935","21720","21010"
"In post","2021","20-29","Lancashire","Outside London","EO","440","435","27090","27570"
"In post","2021","20-29","Lancashire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Lancashire","Outside London","SEO/HEO","95","95","32210","31990"
"In post","2021","20-29","Lancashire","Outside London","Unknown","55","50","25170","23380"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","565","550","21960","21010"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","EO","190","190","26650","27570"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","50","50","33120","31990"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","65","60","25350","22920"
"In post","2021","20-29","Lincolnshire","Outside London","AA/AO","150","145","22920","21360"
"In post","2021","20-29","Lincolnshire","Outside London","EO","80","80","27510","27570"
"In post","2021","20-29","Lincolnshire","Outside London","SEO/HEO","30","30","33480","33000"
"In post","2021","20-29","Lincolnshire","Outside London","Unknown","25","25","25660","22920"
"In post","2021","20-29","Merseyside","Outside London","AA/AO","1200","1145","21060","21430"
"In post","2021","20-29","Merseyside","Outside London","EO","985","965","25500","25040"
"In post","2021","20-29","Merseyside","Outside London","G6/G7","30","30","50490","52580"
"In post","2021","20-29","Merseyside","Outside London","SEO/HEO","385","380","31950","31810"
"In post","2021","20-29","Merseyside","Outside London","Unknown","60","55","24510","22920"
"In post","2021","20-29","North Eastern Scotland","Outside London","AA/AO","115","110","23830","22220"
"In post","2021","20-29","North Eastern Scotland","Outside London","EO","75","75","28500","27840"
"In post","2021","20-29","North Eastern Scotland","Outside London","SEO/HEO","40","40","34340","33550"
"In post","2021","20-29","North Yorkshire","Outside London","AA/AO","200","200","21760","20920"
"In post","2021","20-29","North Yorkshire","Outside London","EO","170","165","26160","26370"
"In post","2021","20-29","North Yorkshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Outside London","SEO/HEO","125","125","32390","31340"
"In post","2021","20-29","North Yorkshire","Outside London","Unknown","30","30","24810","22920"
"In post","2021","20-29","Northern Ireland","Outside London","AA/AO","260","245","20360","20140"
"In post","2021","20-29","Northern Ireland","Outside London","EO","110","105","25520","25560"
"In post","2021","20-29","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Outside London","SEO/HEO","50","50","32670","31810"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","AA/AO","1165","1120","20540","20140"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","EO","915","900","26010","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","G6/G7","45","45","51610","52580"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","SEO/HEO","510","510","32530","31810"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","Unknown","55","55","24730","22920"
"In post","2021","20-29","Outer London - East and North East","London","AA/AO","300","295","27110","25110"
"In post","2021","20-29","Outer London - East and North East","London","EO","310","305","31100","31060"
"In post","2021","20-29","Outer London - East and North East","London","SEO/HEO","15","15","35780","36650"
"In post","2021","20-29","Outer London - East and North East","London","Unknown","60","60","29270","26810"
"In post","2021","20-29","Outer London - South","London","AA/AO","315","310","23790","24120"
"In post","2021","20-29","Outer London - South","London","EO","510","505","29610","29570"
"In post","2021","20-29","Outer London - South","London","G6/G7","70","70","58740","59160"
"In post","2021","20-29","Outer London - South","London","SEO/HEO","470","470","36710","36160"
"In post","2021","20-29","Outer London - South","London","Unknown","35","35","29320","26810"
"In post","2021","20-29","Outer London - West and North West","London","AA/AO","405","390","26440","25630"
"In post","2021","20-29","Outer London - West and North West","London","EO","670","665","29510","29250"
"In post","2021","20-29","Outer London - West and North West","London","G6/G7","10","10","51730","52610"
"In post","2021","20-29","Outer London - West and North West","London","SEO/HEO","240","240","34910","35050"
"In post","2021","20-29","Outer London - West and North West","London","Unknown","65","65","28350","26810"
"In post","2021","20-29","Overseas","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","EO","20","20","27770","26670"
"In post","2021","20-29","Overseas","Overseas","G6/G7","40","40","53140","52840"
"In post","2021","20-29","Overseas","Overseas","SEO/HEO","225","225","35900","34220"
"In post","2021","20-29","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","AA/AO","645","630","22480","22350"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","EO","305","300","26870","27570"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","SEO/HEO","115","115","33510","33000"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","Unknown","45","45","25430","22920"
"In post","2021","20-29","South Yorkshire","Outside London","AA/AO","620","605","22250","21430"
"In post","2021","20-29","South Yorkshire","Outside London","EO","375","370","26170","25040"
"In post","2021","20-29","South Yorkshire","Outside London","G6/G7","50","50","52730","50400"
"In post","2021","20-29","South Yorkshire","Outside London","SEO/HEO","310","305","33110","31990"
"In post","2021","20-29","South Yorkshire","Outside London","Unknown","55","55","24670","22920"
"In post","2021","20-29","Southern Scotland","Outside London","AA/AO","330","320","21010","20140"
"In post","2021","20-29","Southern Scotland","Outside London","EO","215","215","25590","26120"
"In post","2021","20-29","Southern Scotland","Outside London","G6/G7","15","15","45280","48500"
"In post","2021","20-29","Southern Scotland","Outside London","SEO/HEO","145","145","33860","33930"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","AA/AO","560","550","25450","24370"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","EO","375","370","27540","27570"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","G6/G7","10","10","51340","52290"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","SEO/HEO","90","90","33000","32350"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","Unknown","75","75","24740","22920"
"In post","2021","20-29","Tees Valley and Durham","Outside London","AA/AO","840","810","22190","21430"
"In post","2021","20-29","Tees Valley and Durham","Outside London","EO","245","245","26850","27130"
"In post","2021","20-29","Tees Valley and Durham","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Tees Valley and Durham","Outside London","SEO/HEO","95","95","32140","30200"
"In post","2021","20-29","Tees Valley and Durham","Outside London","Unknown","50","50","24480","22920"
"In post","2021","20-29","Unknown","Unknown","AA/AO","45","45","21460","21010"
"In post","2021","20-29","Unknown","Unknown","EO","100","95","27360","27570"
"In post","2021","20-29","Unknown","Unknown","G6/G7","20","20","54490","54700"
"In post","2021","20-29","Unknown","Unknown","SEO/HEO","350","350","31170","31990"
"In post","2021","20-29","Unknown","Unknown","Unknown","375","375","28960","28980"
"In post","2021","20-29","West Central Scotland","Outside London","AA/AO","1240","1190","21530","20920"
"In post","2021","20-29","West Central Scotland","Outside London","EO","705","700","26430","26160"
"In post","2021","20-29","West Central Scotland","Outside London","G6/G7","35","35","50770","52580"
"In post","2021","20-29","West Central Scotland","Outside London","SEO/HEO","440","440","33970","32140"
"In post","2021","20-29","West Central Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","West Midlands","Outside London","AA/AO","1005","975","20680","20140"
"In post","2021","20-29","West Midlands","Outside London","EO","905","895","26100","25560"
"In post","2021","20-29","West Midlands","Outside London","G6/G7","70","70","51850","52580"
"In post","2021","20-29","West Midlands","Outside London","SEO/HEO","525","525","32550","31810"
"In post","2021","20-29","West Midlands","Outside London","Unknown","125","120","24400","22920"
"In post","2021","20-29","West Wales and The Valleys","Outside London","AA/AO","1150","1095","21250","21590"
"In post","2021","20-29","West Wales and The Valleys","Outside London","EO","415","410","27180","27570"
"In post","2021","20-29","West Wales and The Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Wales and The Valleys","Outside London","SEO/HEO","125","125","34540","32540"
"In post","2021","20-29","West Wales and The Valleys","Outside London","Unknown","85","85","24510","22920"
"In post","2021","20-29","West Yorkshire","Outside London","AA/AO","1305","1275","21590","20600"
"In post","2021","20-29","West Yorkshire","Outside London","EO","1015","1005","26000","25560"
"In post","2021","20-29","West Yorkshire","Outside London","G6/G7","110","110","51690","52150"
"In post","2021","20-29","West Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Yorkshire","Outside London","SEO/HEO","690","685","31980","31810"
"In post","2021","20-29","West Yorkshire","Outside London","Unknown","95","95","24460","22920"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","AA/AO","240","225","25200","23520"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","EO","270","260","28760","29290"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","G6/G7","75","75","56120","54340"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","230","220","37840","37640"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Outside London","Unknown","85","75","29330","30210"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","710","685","27140","25840"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","455","435","29720","27810"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","120","120","56200","54540"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","435","420","37300","36730"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","110","100","30540","32650"
"In post","2021","30-39","Cheshire","Outside London","AA/AO","220","210","23460","22600"
"In post","2021","30-39","Cheshire","Outside London","EO","340","330","30160","28840"
"In post","2021","30-39","Cheshire","Outside London","G6/G7","35","35","52590","51390"
"In post","2021","30-39","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cheshire","Outside London","SEO/HEO","200","195","38080","36970"
"In post","2021","30-39","Cheshire","Outside London","Unknown","45","45","29740","31420"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","AA/AO","115","100","21060","21010"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","EO","90","85","27270","27570"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cornwall and Isles of Scilly","Outside London","SEO/HEO","15","15","34630","32630"
