"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Office of the Public Guardian","Operational Delivery","310","295","20510","19930"
"In post","2021","20-29","Office of the Public Guardian","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of the Public Guardian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of the Public Guardian","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of the Scottish Charity Regulator","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning Inspectorate","Operational Delivery","65","65","24170","21270"
"In post","2021","20-29","Public Health England","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Public Health England","Communications","10","10","36900","36040"
"In post","2021","20-29","Public Health England","Digital, Data and Technology","10","10","32890","32880"
"In post","2021","20-29","Public Health England","Finance","10","10","[c]","[c]"
"In post","2021","20-29","Public Health England","Human Resources","30","30","31180","30460"
"In post","2021","20-29","Public Health England","Knowledge and Information Management","55","55","29000","28590"
"In post","2021","20-29","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Public Health England","Operational Delivery","640","590","27810","26880"
"In post","2021","20-29","Public Health England","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Public Health England","Science and Engineering","465","450","27910","26880"
"In post","2021","20-29","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Communications","5","5","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Human Resources","10","10","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Operational Delivery","140","140","26880","24130"
"In post","2021","20-29","Registers of Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Revenue Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Royal Fleet Auxiliary","Other","365","365","29000","28980"
"In post","2021","20-29","Rural Payments Agency","Operational Delivery","250","250","22420","21050"
"In post","2021","20-29","Rural Payments Agency","Project Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","15","15","32450","30650"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","15","15","28960","29350"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","200","195","23940","22820"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Fiscal Commission","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Scottish Forestry","Unknown","15","15","27140","25830"
"In post","2021","20-29","Scottish Government (excl. agencies)","Unknown","1310","1295","30270","29190"
"In post","2021","20-29","Scottish Prison Service","Commercial","20","15","23360","20810"
"In post","2021","20-29","Scottish Prison Service","Finance","15","15","25220","20810"
"In post","2021","20-29","Scottish Prison Service","Human Resources","20","20","25180","23440"
"In post","2021","20-29","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Prison Service","Operational Delivery","510","500","25670","25870"
"In post","2021","20-29","Scottish Prison Service","Other","75","70","24830","25430"
"In post","2021","20-29","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Prison Service","Psychology","10","10","26330","25160"
"In post","2021","20-29","Scottish Public Pensions Agency","Unknown","25","25","24480","24110"
"In post","2021","20-29","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Counter Fraud","50","50","32540","33100"
"In post","2021","20-29","Serious Fraud Office","Digital, Data and Technology","15","15","32930","32140"
"In post","2021","20-29","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Security Scotland","Unknown","245","240","25770","24290"
"In post","2021","20-29","Standards and Testing Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Standards and Testing Agency","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Student Awards Agency for Scotland","Unknown","65","65","23190","22230"
"In post","2021","20-29","Submarine Delivery Agency","Commercial","25","25","30070","29750"
"In post","2021","20-29","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Finance","25","25","31920","30420"
"In post","2021","20-29","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Operational Delivery","25","25","25160","22410"
"In post","2021","20-29","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Project Delivery","75","75","28410","27720"
"In post","2021","20-29","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Submarine Delivery Agency","Science and Engineering","205","200","29620","28400"
"In post","2021","20-29","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Teaching Regulation Agency","Operational Delivery","15","15","28810","29360"
"In post","2021","20-29","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","Communications","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","Digital, Data and Technology","15","15","29090","28460"
"In post","2021","20-29","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","Human Resources","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","Knowledge and Information Management","15","15","28430","28460"
"In post","2021","20-29","The National Archives","Operational Delivery","30","30","23660","22990"
"In post","2021","20-29","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Transport Scotland","Unknown","70","70","29840","30650"
"In post","2021","20-29","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Operational Delivery","45","45","36240","33000"
"In post","2021","20-29","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","25","25","33970","33290"
"In post","2021","20-29","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Hydrographic Office","Operational Delivery","80","80","25260","26740"
"In post","2021","20-29","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","20","20","28790","26190"
"In post","2021","20-29","UK Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Human Resources","10","10","26750","23320"
"In post","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Operational Delivery","140","140","24010","23320"
"In post","2021","20-29","UK Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Policy","15","15","35390","39120"
"In post","2021","20-29","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Science and Engineering","75","75","34720","29950"
"In post","2021","20-29","UK Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Space Agency","Policy","30","30","40330","40050"
"In post","2021","20-29","UK Space Agency","Project Delivery","10","10","39360","38390"
"In post","2021","20-29","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Legal","10","10","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Communications","20","20","30480","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","120","120","30930","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Economics","85","85","28830","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Finance","10","5","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Human Resources","15","15","33940","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","445","420","25950","23050"
"In post","2021","20-29","United Kingdom Statistics Authority","Operational Research","20","20","31340","32290"
"In post","2021","20-29","United Kingdom Statistics Authority","Policy","30","30","33770","32540"
"In post","2021","20-29","United Kingdom Statistics Authority","Project Delivery","25","25","31970","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Security","10","10","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Social Research","240","235","33290","32540"
"In post","2021","20-29","United Kingdom Statistics Authority","Statistics","200","200","32910","32540"
"In post","2021","20-29","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Human Resources","5","5","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Operational Delivery","200","190","22610","21100"
"In post","2021","20-29","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Project Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Valuation Office Agency","Property","260","250","29700","29450"
"In post","2021","20-29","Valuation Office Agency","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Vehicle Certification Agency","Science and Engineering","25","25","32990","34290"
"In post","2021","20-29","Veterinary Medicines Directorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Economics","5","5","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Communications","20","20","27520","26290"
"In post","2021","20-29","Welsh Government (excl. agencies)","Digital, Data and Technology","25","25","25920","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Economics","10","10","36460","30600"
"In post","2021","20-29","Welsh Government (excl. agencies)","Finance","25","25","26240","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Human Resources","40","40","24780","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Knowledge and Information Management","10","10","24400","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Legal","15","15","33810","28850"
"In post","2021","20-29","Welsh Government (excl. agencies)","Medicine","15","15","28810","28850"
"In post","2021","20-29","Welsh Government (excl. agencies)","Operational Delivery","170","165","24950","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Other","40","40","25990","23830"
"In post","2021","20-29","Welsh Government (excl. agencies)","Policy","125","120","27900","28850"
"In post","2021","20-29","Welsh Government (excl. agencies)","Project Delivery","15","15","30550","31570"
"In post","2021","20-29","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government (excl. agencies)","Statistics","20","20","31520","30600"
"In post","2021","20-29","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Accountant in Bankruptcy","Unknown","35","30","30170","29190"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","205","195","29310","30950"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Operational Delivery","290","275","26270","24920"
"In post","2021","30-39","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Science and Engineering","110","105","30210","28270"
"In post","2021","30-39","Animal and Plant Health Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Veterinarian","90","85","38290","37240"
"In post","2021","30-39","Attorney General's Office","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Attorney General's Office","Legal","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Office","Other","10","10","[c]","[c]"
"In post","2021","30-39","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Operational Delivery","15","15","39110","37300"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Other","10","10","52420","54700"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","2330","2285","49130","54700"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","150","145","31340","29270"
"In post","2021","30-39","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Digital, Data and Technology","15","15","35520","37910"
"In post","2021","30-39","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Legal","10","10","[c]","[c]"
"In post","2021","30-39","Charity Commission","Operational Delivery","15","15","30980","29160"
"In post","2021","30-39","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Unknown","45","45","32710","29160"
"In post","2021","30-39","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Companies House","Digital, Data and Technology","65","65","37760","38000"
"In post","2021","30-39","Companies House","Finance","10","10","30530","27700"
"In post","2021","30-39","Companies House","Human Resources","25","25","33600","29060"
"In post","2021","30-39","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Operational Delivery","115","100","23900","22490"
"In post","2021","30-39","Companies House","Other","5","5","[c]","[c]"
"In post","2021","30-39","Companies House","Policy","10","10","[c]","[c]"
"In post","2021","30-39","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Communications","10","10","57380","48110"
"In post","2021","30-39","Competition and Markets Authority","Corporate Finance","10","10","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Digital, Data and Technology","25","25","57410","59130"
"In post","2021","30-39","Competition and Markets Authority","Economics","45","40","65660","64220"
"In post","2021","30-39","Competition and Markets Authority","Human Resources","10","10","37790","35730"
"In post","2021","30-39","Competition and Markets Authority","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Legal","60","60","67620","71370"
"In post","2021","30-39","Competition and Markets Authority","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Project Delivery","120","120","58370","55930"
"In post","2021","30-39","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Criminal Injuries Compensation Authority","Operational Delivery","80","75","24860","22570"
"In post","2021","30-39","Crown Commercial Service","Commercial","110","105","32990","34800"
"In post","2021","30-39","Crown Commercial Service","Communications","10","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Digital, Data and Technology","35","35","40600","35470"
"In post","2021","30-39","Crown Commercial Service","Finance","10","10","34600","35110"
"In post","2021","30-39","Crown Commercial Service","Human Resources","10","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Operational Delivery","55","55","38300","34800"
"In post","2021","30-39","Crown Commercial Service","Project Delivery","10","10","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","20","20","36660","35720"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Finance","5","5","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Legal","195","185","50770","52490"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","275","255","26530","25410"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service","Communications","10","10","38420","39750"
"In post","2021","30-39","Crown Prosecution Service","Digital, Data and Technology","25","25","38550","32080"
"In post","2021","30-39","Crown Prosecution Service","Finance","25","20","33590","30610"
"In post","2021","30-39","Crown Prosecution Service","Human Resources","30","30","37090","31080"
"In post","2021","30-39","Crown Prosecution Service","Legal","605","580","49720","49580"
"In post","2021","30-39","Crown Prosecution Service","Operational Delivery","440","400","26870","25480"
"In post","2021","30-39","Crown Prosecution Service","Policy","15","15","58600","54760"
"In post","2021","30-39","Crown Prosecution Service","Security","5","5","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Legal","[c]","[c]","[c]","[c]"
