"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Debt Management Office","Operational Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Electronics and Components Agency","Science and Engineering","10","10","25700","27460"
"In post","2021","30-39","Defence Equipment and Support","Commercial","260","245","36730","35140"
"In post","2021","30-39","Defence Equipment and Support","Communications","10","10","36190","36050"
"In post","2021","30-39","Defence Equipment and Support","Digital, Data and Technology","100","95","41180","42000"
"In post","2021","30-39","Defence Equipment and Support","Finance","105","100","40920","39100"
"In post","2021","30-39","Defence Equipment and Support","Human Resources","55","50","35030","32140"
"In post","2021","30-39","Defence Equipment and Support","Knowledge and Information Management","50","50","36080","35700"
"In post","2021","30-39","Defence Equipment and Support","Other","640","605","30370","28550"
"In post","2021","30-39","Defence Equipment and Support","Policy","20","20","37760","37050"
"In post","2021","30-39","Defence Equipment and Support","Project Delivery","580","565","37880","37250"
"In post","2021","30-39","Defence Equipment and Support","Property","20","20","31950","31000"
"In post","2021","30-39","Defence Equipment and Support","Science and Engineering","380","380","37670","38470"
"In post","2021","30-39","Defence Equipment and Support","Security","10","10","33550","34770"
"In post","2021","30-39","Defence Science and Technology Laboratory","Commercial","15","15","33700","36420"
"In post","2021","30-39","Defence Science and Technology Laboratory","Communications","10","10","31930","28670"
"In post","2021","30-39","Defence Science and Technology Laboratory","Corporate Finance","10","10","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Digital, Data and Technology","30","30","44420","46080"
"In post","2021","30-39","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Human Resources","25","25","34510","37320"
"In post","2021","30-39","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Operational Delivery","85","80","35290","37320"
"In post","2021","30-39","Defence Science and Technology Laboratory","Operational Research","140","135","42970","46080"
"In post","2021","30-39","Defence Science and Technology Laboratory","Project Delivery","110","105","38260","37320"
"In post","2021","30-39","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Psychology","5","5","[c]","[c]"
"In post","2021","30-39","Defence Science and Technology Laboratory","Science and Engineering","560","550","39570","37320"
"In post","2021","30-39","Defence Science and Technology Laboratory","Security","15","15","34880","31980"
"In post","2021","30-39","Defence Science and Technology Laboratory","Statistics","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","55","50","54030","54790"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","30","25","42350","40220"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","60","55","60050","57970"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","60","60","57590","57870"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","35","35","49150","49080"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","140","135","49460","53380"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","1050","1025","52660","53600"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","10","10","51310","53380"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","10","10","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","10","10","50380","54040"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Communications","20","20","54810","52250"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","10","10","53820","54650"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Economics","20","20","62310","60150"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","25","25","55150","61730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Human Resources","15","15","47100","44550"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Research","5","5","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Other","20","20","43660","34280"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","395","385","52220","51940"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","60","60","50300","51730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Social Research","10","10","57230","59730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Statistics","5","5","[c]","[c]"
"In post","2021","30-39","Department for Education (excl. agencies)","Commercial","55","55","40850","38280"
"In post","2021","30-39","Department for Education (excl. agencies)","Communications","55","55","40410","37420"
"In post","2021","30-39","Department for Education (excl. agencies)","Digital, Data and Technology","165","160","42230","41990"
"In post","2021","30-39","Department for Education (excl. agencies)","Finance","125","120","46120","49970"
"In post","2021","30-39","Department for Education (excl. agencies)","Human Resources","35","35","34650","36500"
"In post","2021","30-39","Department for Education (excl. agencies)","Legal","10","10","52290","57710"
"In post","2021","30-39","Department for Education (excl. agencies)","Operational Delivery","140","135","40380","36780"
"In post","2021","30-39","Department for Education (excl. agencies)","Policy","835","800","47410","49860"
"In post","2021","30-39","Department for Education (excl. agencies)","Project Delivery","10","10","45490","49860"
"In post","2021","30-39","Department for Education (excl. agencies)","Property","125","120","47270","49860"
"In post","2021","30-39","Department for Education (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","30","30","39090","37240"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","75","75","43280","39670"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","135","130","42030","42070"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","45","40","53390","54280"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","75","70","42350","37940"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","60","55","40800","36970"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","25","25","38500","36520"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","675","650","44470","39680"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","55","55","42740","37590"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","85","80","34590","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","55","50","40860","38750"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","15","15","44710","41130"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","20","15","39590","36730"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Commercial","10","10","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Communications","45","45","44600","42720"
"In post","2021","30-39","Department for International Trade","Digital, Data and Technology","40","40","51280","51840"
"In post","2021","30-39","Department for International Trade","Economics","35","30","56310","54650"
"In post","2021","30-39","Department for International Trade","Finance","25","25","50540","51970"
"In post","2021","30-39","Department for International Trade","Human Resources","35","35","42020","35330"
"In post","2021","30-39","Department for International Trade","International Trade","385","385","51300","51970"
"In post","2021","30-39","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Operational Delivery","15","15","42030","35140"
"In post","2021","30-39","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Other","35","35","45770","40800"
"In post","2021","30-39","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Policy","70","70","50390","51970"
"In post","2021","30-39","Department for International Trade","Project Delivery","20","20","51960","51970"
"In post","2021","30-39","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Social Research","5","5","[c]","[c]"
