"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Defence Equipment and Support","Security","20","20","31230","28650"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Commercial","5","5","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","115","110","45640","46080"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","40","40","42810","42140"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","355","335","38520","37320"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","445","425","40740","37360"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Property","5","5","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","25","20","43880","48500"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","15","15","56380","56600"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","75","70","51320","53380"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","15","15","49380","49050"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","210","205","48530","51730"
"In post","2021","Project Delivery","Department for Education (excl. agencies)","Policy","195","185","44440","40580"
"In post","2021","Project Delivery","Department for Education (excl. agencies)","Project Delivery","50","50","47490","49860"
"In post","2021","Project Delivery","Department for Education (excl. agencies)","Property","220","220","53960","61010"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","235","225","42220","37110"
"In post","2021","Project Delivery","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","Project Delivery","35","35","50570","51970"
"In post","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","445","435","53950","54380"
"In post","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","20","20","51790","54150"
"In post","2021","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","85","85","39900","39040"
"In post","2021","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","85","85","38290","39470"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Operational Delivery","60","55","33630","30200"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","ESTYN","Project Delivery","5","5","[c]","[c]"
"In post","2021","Project Delivery","FCDO Services","Project Delivery","70","70","39490","35390"
"In post","2021","Project Delivery","Food Standards Agency","Project Delivery","25","20","41020","37910"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","105","105","54610","55620"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","50","50","43090","38600"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","40","35","58450","57450"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","185","175","37520","32930"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","250","245","67040","67370"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","840","820","54460","55060"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","355","345","42890","38600"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","25","25","59160","58860"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","40","40","47020","45490"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","35","30","55220","57440"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","5","5","[c]","[c]"
"In post","2021","Project Delivery","Forestry and Land Scotland","Unknown","110","105","35530","35680"
"In post","2021","Project Delivery","Government Actuary's Department","Other","5","5","[c]","[c]"
"In post","2021","Project Delivery","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Legal Department","Other","30","30","46450","38850"
"In post","2021","Project Delivery","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Property Agency","Operational Delivery","20","20","43210","38930"
"In post","2021","Project Delivery","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Property Agency","Project Delivery","10","10","56390","60500"
"In post","2021","Project Delivery","Health and Safety Executive","Project Delivery","45","40","38640","35910"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Communications","15","15","37530","35290"
