"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Other","90","85","40850","34330"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Policy","1080","1065","48480","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","Digital, Data and Technology","15","10","46650","53420"
"In post","2021","No function","Department for Education (excl. agencies)","Finance","45","45","45650","40940"
"In post","2021","No function","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","Operational Delivery","575","555","41100","36780"
"In post","2021","No function","Department for Education (excl. agencies)","Policy","1895","1815","44600","40510"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","160","160","44720","47550"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","105","100","38900","35900"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","15","15","41000","39420"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","2475","2395","43010","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","160","155","43590","39610"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","35","35","46460","47550"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","15","15","62200","55750"
"In post","2021","No function","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Communications","50","50","42910","39440"
"In post","2021","No function","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","International Trade","1290","1280","48350","50560"
"In post","2021","No function","Department for International Trade","Knowledge and Information Management","20","20","37320","33380"
"In post","2021","No function","Department for International Trade","Operational Delivery","110","110","36650","32120"
"In post","2021","No function","Department for International Trade","Other","145","145","40210","33320"
"In post","2021","No function","Department for International Trade","Planning","10","10","34760","32120"
"In post","2021","No function","Department for International Trade","Policy","205","205","45390","38540"
"In post","2021","No function","Department for International Trade","Project Delivery","30","30","40570","37780"
"In post","2021","No function","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","Commercial","75","75","52290","54110"
"In post","2021","No function","Department for Transport (excl. agencies)","Corporate Finance","25","25","56790","54110"
"In post","2021","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","15","15","43170","40080"
"In post","2021","No function","Department for Transport (excl. agencies)","Finance","65","65","48710","49070"
"In post","2021","No function","Department for Transport (excl. agencies)","Human Resources","10","10","53370","54760"
"In post","2021","No function","Department for Transport (excl. agencies)","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","International Trade","30","30","46630","42470"
"In post","2021","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","10","10","37440","37240"
"In post","2021","No function","Department for Transport (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","Operational Delivery","80","75","38360","35060"
"In post","2021","No function","Department for Transport (excl. agencies)","Other","430","400","43670","32740"
"In post","2021","No function","Department for Transport (excl. agencies)","Policy","960","945","48090","44480"
"In post","2021","No function","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","Science and Engineering","50","50","48530","44480"
"In post","2021","No function","Department for Transport (excl. agencies)","Security","165","160","45220","43360"
"In post","2021","No function","Department for Transport (excl. agencies)","Unknown","200","195","53440","45440"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Medicine","25","25","68990","55180"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","135","130","48860","33700"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Operational Research","20","15","57460","55460"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Policy","1820","1775","47250","41890"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Science and Engineering","15","15","75980","69440"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Medicine","50","45","79860","86520"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Operational Delivery","4445","3795","21760","21590"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Other","55","50","34410","31860"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Policy","140","130","30230","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Operational Delivery","3910","3670","28400","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","Other","15","15","41800","32180"
"In post","2021","No function","Driver and Vehicle Standards Agency","Policy","60","55","37840","33650"
"In post","2021","No function","Education and Skills Funding Agency","Commercial","185","180","41290","36960"
"In post","2021","No function","Education and Skills Funding Agency","Digital, Data and Technology","75","70","32770","29910"
"In post","2021","No function","Education and Skills Funding Agency","Finance","185","180","39690","37100"
"In post","2021","No function","Education and Skills Funding Agency","Operational Delivery","640","625","42090","37100"
"In post","2021","No function","Education and Skills Funding Agency","Policy","180","170","46010","42520"
"In post","2021","No function","ESTYN","Inspector of Education and Training","65","60","74480","74730"
"In post","2021","No function","ESTYN","Operational Delivery","20","20","29990","28850"
"In post","2021","No function","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Operational Delivery","615","595","31360","28380"
"In post","2021","No function","Food Standards Agency","Policy","185","180","42590","38120"
"In post","2021","No function","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Science and Engineering","85","85","41910","37910"
"In post","2021","No function","Food Standards Agency","Veterinarian","60","60","44580","40960"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","65","65","45280","41980"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","120","115","45060","38260"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","300","290","31410","27340"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","3195","3165","49630","43300"
"In post","2021","No function","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Knowledge and Information Management","20","20","31810","29750"
"In post","2021","No function","Health and Safety Executive","Operational Delivery","1645","1550","44530","43260"
"In post","2021","No function","Health and Safety Executive","Policy","80","75","47780","43780"
"In post","2021","No function","Health and Safety Executive","Science and Engineering","460","425","39990","39330"
"In post","2021","No function","HM Courts and Tribunals Service","Commercial","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Communications","10","10","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Digital, Data and Technology","10","10","29100","30730"
"In post","2021","No function","HM Courts and Tribunals Service","Finance","20","20","24780","20260"
"In post","2021","No function","HM Courts and Tribunals Service","Human Resources","15","15","22010","21170"
"In post","2021","No function","HM Courts and Tribunals Service","Knowledge and Information Management","10","10","24070","22110"
"In post","2021","No function","HM Courts and Tribunals Service","Operational Delivery","14215","12765","22140","20440"
"In post","2021","No function","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Policy","20","20","31670","30850"
"In post","2021","No function","HM Courts and Tribunals Service","Project Delivery","60","55","38660","33930"
"In post","2021","No function","HM Courts and Tribunals Service","Property","5","5","[c]","[c]"
"In post","2021","No function","HM Courts and Tribunals Service","Unknown","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","Operational Delivery","5005","4490","28210","27130"
"In post","2021","No function","HM Land Registry","Other","30","25","44520","37290"
"In post","2021","No function","HM Prison and Probation Service","Intelligence Analysis","460","445","30890","28080"
"In post","2021","No function","HM Prison and Probation Service","Knowledge and Information Management","15","15","31660","26340"
"In post","2021","No function","HM Prison and Probation Service","Operational Delivery","50105","47220","29550","28200"
"In post","2021","No function","HM Prison and Probation Service","Policy","595","575","37780","31180"
"In post","2021","No function","HM Prison and Probation Service","Psychology","1305","1245","35180","30450"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Economics","10","10","64970","67660"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","International Trade","135","130","33050","31810"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","16635","14365","24320","21440"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Other","35","30","64930","64670"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Tax","11880","11140","34050","31810"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","Unknown","2825","2710","28210","21010"
"In post","2021","No function","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Economics","65","65","40460","33290"
"In post","2021","No function","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Operational Delivery","125","125","30340","28000"
"In post","2021","No function","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Policy","1315","1295","48760","52500"
"In post","2021","No function","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Treasury (excl. agencies)","Tax","55","50","61350","59700"
"In post","2021","No function","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Insolvency Service","Intelligence Analysis","10","10","45330","43050"
"In post","2021","No function","Insolvency Service","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","No function","Insolvency Service","Operational Delivery","1240","1175","28300","25060"
"In post","2021","No function","Insolvency Service","Policy","25","25","47560","45980"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Legal","5","5","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","140","135","48980","50260"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Operational Delivery","860","805","23730","21170"
"In post","2021","No function","Legal Aid Agency","Policy","15","15","48900","44510"
"In post","2021","No function","Legal Aid Agency","Project Delivery","10","5","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal Aid Agency","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Maritime and Coastguard Agency","Medicine","5","5","[c]","[c]"
"In post","2021","No function","Maritime and Coastguard Agency","Operational Delivery","790","760","36670","31780"
"In post","2021","No function","Maritime and Coastguard Agency","Policy","200","190","38830","38650"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Other","5","5","[c]","[c]"
"In post","2021","No function","Met Office","Science and Engineering","420","405","37560","37420"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","5","5","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","425","410","37780","33960"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","95","90","46410","42200"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","1260","1235","48360","48450"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Communications","15","15","38830","36950"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Finance","20","20","39700","36800"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","35","30","30980","26870"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Operational Delivery","890","865","35840","31210"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Other","65","65","35560","33520"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Policy","645","630","43580","36800"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Unknown","80","75","37740","34070"
"In post","2021","No function","National Crime Agency","Operational Delivery","4725","4625","39700","37560"
"In post","2021","No function","National Infrastructure Commission","Economics","5","5","[c]","[c]"
"In post","2021","No function","National Infrastructure Commission","Operational Delivery","5","5","[c]","[c]"
"In post","2021","No function","National Infrastructure Commission","Policy","30","30","56710","52360"
"In post","2021","No function","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Communications","5","5","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Digital, Data and Technology","10","10","56690","52290"
"In post","2021","No function","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Other","80","80","54250","44360"
"In post","2021","No function","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","Economics","10","10","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","Other","15","15","35090","26900"
"In post","2021","No function","Northern Ireland Office","Policy","95","95","46600","41000"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","795","775","65820","64500"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","225","205","28630","25620"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Other","255","240","28530","25880"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Policy","65","65","51530","42850"
"In post","2021","No function","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of Gas and Electricity Markets","Counter Fraud","5","5","[c]","[c]"
"In post","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","40","40","48850","45270"
"In post","2021","No function","Office of Gas and Electricity Markets","Economics","40","40","47680","46620"
"In post","2021","No function","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","165","165","33350","27120"
"In post","2021","No function","Office of Gas and Electricity Markets","Other","510","505","43690","36890"
"In post","2021","No function","Office of Gas and Electricity Markets","Policy","75","75","37760","34240"
"In post","2021","No function","Office of Gas and Electricity Markets","Project Delivery","15","15","44470","43650"
"In post","2021","No function","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Communications","15","15","43910","46660"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","85","80","44940","38000"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Operational Research","15","15","50350","48350"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Policy","35","35","54630","46660"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Project Delivery","30","25","40670","37230"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2021","No function","Office of Rail and Road","Operational Delivery","135","130","53330","53700"
"In post","2021","No function","Office of Rail and Road","Policy","65","60","57300","55500"
"In post","2021","No function","Office of Rail and Road","Science and Engineering","20","20","64650","63390"
"In post","2021","No function","Office of the Public Guardian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Finance","5","5","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Human Resources","5","5","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Operational Delivery","1305","1205","21650","19930"
"In post","2021","No function","Office of the Public Guardian","Policy","10","10","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Project Delivery","10","10","[c]","[c]"
"In post","2021","No function","Office of the Public Guardian","Property","10","10","[c]","[c]"
"In post","2021","No function","Planning Inspectorate","Knowledge and Information Management","20","20","30090","27530"
"In post","2021","No function","Planning Inspectorate","Operational Delivery","340","315","30370","26050"
"In post","2021","No function","Planning Inspectorate","Planning","35","30","48780","40720"
"In post","2021","No function","Planning Inspectorate","Planning Inspectors","345","305","57920","58810"
"In post","2021","No function","Public Health England","Digital, Data and Technology","20","20","39550","38940"
"In post","2021","No function","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Public Health England","Knowledge and Information Management","540","495","39370","37450"
"In post","2021","No function","Public Health England","Medicine","370","315","106550","104510"
"In post","2021","No function","Public Health England","Operational Delivery","3130","2835","39550","36330"
"In post","2021","No function","Public Health England","Science and Engineering","2300","2120","40590","37960"
"In post","2021","No function","Public Health England","Statistics","15","10","54340","53120"
"In post","2021","No function","Registers of Scotland","Operational Delivery","915","875","31040","30080"
"In post","2021","No function","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","Registers of Scotland","Policy","10","10","52290","46440"
"In post","2021","No function","Scottish Prison Service","Operational Delivery","3430","3230","31380","33650"
"In post","2021","No function","Scottish Prison Service","Other","390","340","32250","30930"
"In post","2021","No function","Scottish Prison Service","Psychology","70","65","38790","33650"
"In post","2021","No function","Serious Fraud Office","Counter Fraud","35","35","42770","40630"
"In post","2021","No function","Serious Fraud Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","No function","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Serious Fraud Office","Other","30","25","38400","30150"
"In post","2021","No function","Serious Fraud Office","Policy","15","10","50840","51520"
"In post","2021","No function","Standards and Testing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Standards and Testing Agency","Operational Delivery","95","90","43790","42220"
"In post","2021","No function","Standards and Testing Agency","Policy","30","30","39760","33620"
"In post","2021","No function","Teaching Regulation Agency","Operational Delivery","70","70","30610","27680"
"In post","2021","No function","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","No function","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","The National Archives","Knowledge and Information Management","80","80","34770","31280"
"In post","2021","No function","The National Archives","Operational Delivery","170","160","29320","28040"
"In post","2021","No function","The National Archives","Other","85","80","43040","35000"
"In post","2021","No function","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","No function","UK Hydrographic Office","Knowledge and Information Management","10","10","27760","26740"
"In post","2021","No function","UK Hydrographic Office","Operational Delivery","550","520","32610","33290"
"In post","2021","No function","UK Intellectual Property Office","Operational Delivery","600","560","26950","23320"
"In post","2021","No function","UK Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","UK Intellectual Property Office","Policy","80","80","45720","42920"
"In post","2021","No function","UK Intellectual Property Office","Science and Engineering","370","350","48340","43110"
"In post","2021","No function","United Kingdom Statistics Authority","Knowledge and Information Management","15","15","31280","30130"
"In post","2021","No function","United Kingdom Statistics Authority","Operational Delivery","2555","2080","25850","22520"
"In post","2021","No function","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Operational Delivery","75","70","28570","21590"
"In post","2021","No function","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Vehicle Certification Agency","Science and Engineering","95","90","42220","39360"
"In post","2021","No function","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","Operational Delivery","5","5","[c]","[c]"
"In post","2021","No function","Wales Office","Policy","20","20","48780","43960"
"In post","2021","No function","Water Services Regulation Authority","Finance","20","20","69720","64000"
"In post","2021","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","Operational Delivery","30","30","41160","32710"
"In post","2021","No function","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","Policy","55","55","62140","60800"
"In post","2021","No function","Water Services Regulation Authority","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","55","50","42760","39580"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","5","5","[c]","[c]"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","10","10","38760","35910"
"In post","2021","Project Delivery","Animal and Plant Health Agency","Operational Delivery","35","30","24840","24920"
"In post","2021","Project Delivery","Animal and Plant Health Agency","Project Delivery","30","30","34670","33560"
"In post","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","190","185","69400","62550"
"In post","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","60","55","33860","29270"
"In post","2021","Project Delivery","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","Project Delivery","10","10","33060","30350"
"In post","2021","Project Delivery","Companies House","Project Delivery","15","15","43350","46140"
"In post","2021","Project Delivery","Competition and Markets Authority","Project Delivery","375","360","60880","56360"
"In post","2021","Project Delivery","Crown Commercial Service","Project Delivery","25","25","47290","46920"
"In post","2021","Project Delivery","Debt Management Office","Project Delivery","5","5","[c]","[c]"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Medicine","15","15","28810","28750"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Operational Delivery","60","55","30360","28110"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Other","35","30","25920","25950"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Project Delivery","10","10","27930","28110"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Science and Engineering","240","230","26900","28750"
"In post","2021","Project Delivery","Defence Equipment and Support","Commercial","795","765","38640","35080"
"In post","2021","Project Delivery","Defence Equipment and Support","Communications","10","10","36390","36010"
"In post","2021","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","315","305","41550","41570"
"In post","2021","Project Delivery","Defence Equipment and Support","Finance","235","225","43400","39980"
"In post","2021","Project Delivery","Defence Equipment and Support","Human Resources","10","10","32110","29310"
"In post","2021","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","135","135","34950","33080"
"In post","2021","Project Delivery","Defence Equipment and Support","Other","2935","2815","31430","28290"
"In post","2021","Project Delivery","Defence Equipment and Support","Policy","50","45","42470","40730"
"In post","2021","Project Delivery","Defence Equipment and Support","Project Delivery","2070","2010","39920","39000"
"In post","2021","Project Delivery","Defence Equipment and Support","Property","75","70","36240","33740"
"In post","2021","Project Delivery","Defence Equipment and Support","Science and Engineering","2465","2410","36780","35740"
