"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Science and Engineering","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","AO","55","[c]","20360","20140"
"New entrant CS","2021","Declared disabled","Tax","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","AA","50","[c]","20100","20060"
"New entrant CS","2021","Declared disabled","Unknown","AO","620","[c]","21430","21010"
"New entrant CS","2021","Declared disabled","Unknown","EO","1410","[c]","28360","27570"
"New entrant CS","2021","Declared disabled","Unknown","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","G7","35","[c]","54500","54700"
"New entrant CS","2021","Declared disabled","Unknown","HEO","70","[c]","32220","31990"
"New entrant CS","2021","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","SEO","30","[c]","39140","38540"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","EO","40","[c]","25230","26350"
"New entrant CS","2021","Declared non-disabled","Commercial","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","HEO","45","[c]","32740","33000"
"New entrant CS","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","SEO","60","[c]","40830","40540"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","EO","40","[c]","26210","26290"
"New entrant CS","2021","Declared non-disabled","Communications","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","HEO","65","[c]","32710","32540"
"New entrant CS","2021","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","SEO","30","[c]","43020","41980"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","AO","30","[c]","21090","20920"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","EO","135","[c]","25610","25560"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","G6","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","G7","185","[c]","56050","54050"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","HEO","150","[c]","31800","31810"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","SEO","205","[c]","41330","40450"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Economics","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Economics","AO","35","[c]","23500","24120"
"New entrant CS","2021","Declared non-disabled","Economics","EO","30","[c]","27540","27680"
"New entrant CS","2021","Declared non-disabled","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Economics","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Economics","HEO","155","[c]","32680","32620"
"New entrant CS","2021","Declared non-disabled","Economics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","AO","40","[c]","21280","20920"
"New entrant CS","2021","Declared non-disabled","Finance","EO","90","[c]","24740","25000"
"New entrant CS","2021","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","G7","40","[c]","56270","56860"
"New entrant CS","2021","Declared non-disabled","Finance","HEO","80","[c]","34440","33000"
"New entrant CS","2021","Declared non-disabled","Finance","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","SEO","65","[c]","41090","40000"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","AO","85","[c]","21150","20920"
"New entrant CS","2021","Declared non-disabled","Human Resources","EO","70","[c]","25590","26180"
"New entrant CS","2021","Declared non-disabled","Human Resources","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","G7","35","[c]","53340","53250"
"New entrant CS","2021","Declared non-disabled","Human Resources","HEO","90","[c]","32250","31810"
"New entrant CS","2021","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","SEO","50","[c]","39110","38630"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","G7","50","[c]","73580","75500"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","SEO","30","[c]","48390","46360"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","HEO","35","[c]","31830","31800"
"New entrant CS","2021","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","HEO","40","[c]","31080","31000"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","EO","55","[c]","27470","29280"
"New entrant CS","2021","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","G7","115","[c]","52960","51250"
"New entrant CS","2021","Declared non-disabled","Legal","HEO","105","[c]","34560","31460"
"New entrant CS","2021","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","SEO","55","[c]","35010","33550"
"New entrant CS","2021","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","EO","40","[c]","29530","30620"
"New entrant CS","2021","Declared non-disabled","Medicine","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","G7","40","[c]","67030","69160"
"New entrant CS","2021","Declared non-disabled","Medicine","HEO","50","[c]","35120","34390"
"New entrant CS","2021","Declared non-disabled","Medicine","SCS level","35","[c]","91780","82100"
"New entrant CS","2021","Declared non-disabled","Medicine","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","AA","805","[c]","19890","20600"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","AO","3160","[c]","22580","21980"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","EO","905","[c]","25630","25010"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","G6","45","[c]","67200","65310"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","G7","195","[c]","53480","52610"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","HEO","610","[c]","31550","31370"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","SEO","435","[c]","39350","38890"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","Unknown","890","[c]","23170","22920"
"New entrant CS","2021","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","HEO","40","[c]","34010","34020"
"New entrant CS","2021","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","AA","140","[c]","19420","19560"
"New entrant CS","2021","Declared non-disabled","Other","AO","305","[c]","21150","20920"
"New entrant CS","2021","Declared non-disabled","Other","EO","355","[c]","25310","26350"
"New entrant CS","2021","Declared non-disabled","Other","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","G7","50","[c]","56530","57000"
"New entrant CS","2021","Declared non-disabled","Other","HEO","145","[c]","32030","33000"
"New entrant CS","2021","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","SEO","60","[c]","39610","39270"
"New entrant CS","2021","Declared non-disabled","Other","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","AO","40","[c]","21480","20920"
"New entrant CS","2021","Declared non-disabled","Policy","EO","235","[c]","26670","26410"
"New entrant CS","2021","Declared non-disabled","Policy","G6","35","[c]","66560","64700"
"New entrant CS","2021","Declared non-disabled","Policy","G7","170","[c]","53760","53200"
"New entrant CS","2021","Declared non-disabled","Policy","HEO","725","[c]","32790","33400"
"New entrant CS","2021","Declared non-disabled","Policy","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","SEO","180","[c]","39220","39600"
"New entrant CS","2021","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","EO","135","[c]","25810","26350"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G6","30","[c]","66400","64670"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G7","85","[c]","52400","52580"
"New entrant CS","2021","Declared non-disabled","Project Delivery","HEO","205","[c]","32600","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SEO","180","[c]","39530","40000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","45","[c]","40650","40000"
"New entrant CS","2021","Declared non-disabled","Property","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","EO","70","[c]","25780","26350"
"New entrant CS","2021","Declared non-disabled","Property","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","HEO","95","[c]","31880","33000"
"New entrant CS","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","SEO","50","[c]","40370","40380"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","EO","30","[c]","25010","24620"
"New entrant CS","2021","Declared non-disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","AA","35","[c]","17830","18760"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","AO","140","[c]","21870","21330"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","EO","195","[c]","26090","26370"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","G7","50","[c]","51770","52000"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","HEO","255","[c]","30950","31370"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","SEO","205","[c]","39960","39680"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","Unknown","50","[c]","36500","33000"
"New entrant CS","2021","Declared non-disabled","Security","AA","150","[c]","19900","19560"
"New entrant CS","2021","Declared non-disabled","Security","AO","150","[c]","27810","25540"
"New entrant CS","2021","Declared non-disabled","Security","EO","50","[c]","27780","26250"
"New entrant CS","2021","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","HEO","70","[c]","32200","32540"
"New entrant CS","2021","Declared non-disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","EO","55","[c]","27010","27850"
"New entrant CS","2021","Declared non-disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","HEO","80","[c]","32580","31810"
"New entrant CS","2021","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","AO","610","[c]","20210","20140"
"New entrant CS","2021","Declared non-disabled","Tax","EO","270","[c]","25700","25560"
"New entrant CS","2021","Declared non-disabled","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","HEO","95","[c]","32230","31810"
"New entrant CS","2021","Declared non-disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","AA","175","[c]","20030","20060"
"New entrant CS","2021","Declared non-disabled","Unknown","AO","4475","[c]","21670","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","EO","8210","[c]","28520","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","G6","60","[c]","68120","67000"
"New entrant CS","2021","Declared non-disabled","Unknown","G7","275","[c]","54320","54700"
"New entrant CS","2021","Declared non-disabled","Unknown","HEO","500","[c]","32870","32000"
"New entrant CS","2021","Declared non-disabled","Unknown","SCS level","35","[c]","96470","92500"
"New entrant CS","2021","Declared non-disabled","Unknown","SEO","280","[c]","39660","39000"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
