"Status","Year","Organisation","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset and Somerset","Outside London","SEO/HEO","20","20","36620","36590"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","EO","30","25","25080","24920"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Anglia","Outside London","SEO/HEO","45","40","35350","32160"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","AA/AO","45","45","21050","21050"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","EO","15","15","25130","25100"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","G6/G7","10","10","53810","51580"
"In post","2021","Animal and Plant Health Agency","East Wales","Outside London","SEO/HEO","35","35","34670","36430"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","10","10","35400","35060"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","AA/AO","15","15","21240","21050"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","EO","10","10","25670","25620"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","Outside London","SEO/HEO","15","15","36060","37400"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","EO","25","25","27180","28030"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","Outside London","SEO/HEO","15","15","34600","33520"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","40","40","21180","21050"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","35","35","25550","25190"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","35","35","35840","36210"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","EO","10","10","27210","28030"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","SEO/HEO","10","10","33930","30610"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","35","35","20950","21050"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","50","45","25550","25190"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","70","65","34620","32160"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","G6/G7","15","15","57960","56210"
"In post","2021","Animal and Plant Health Agency","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","EO","30","30","26380","24920"
"In post","2021","Animal and Plant Health Agency","Kent","Outside London","SEO/HEO","15","10","33120","31900"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","AA/AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Outside London","SEO/HEO","25","20","37050","32780"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","EO","10","10","25580","25210"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","SEO/HEO","10","10","33750","35900"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","AA/AO","60","60","21840","21050"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","EO","60","55","25870","25320"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","G6/G7","15","15","53560","54730"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","Outside London","SEO/HEO","55","50","34110","35900"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","AA/AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","EO","10","10","26320","26520"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Outside London","SEO/HEO","15","15","38030","36970"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","EO","55","50","31090","31460"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","SEO/HEO","25","25","39050","37580"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","AA/AO","40","35","21110","21050"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","EO","25","25","25070","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","SEO/HEO","30","30","36780","37240"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","AA/AO","15","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","EO","15","15","25630","25270"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Outside London","SEO/HEO","20","20","34570","36520"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","AA/AO","180","165","24250","24370"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","EO","150","140","28260","28270"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","G6/G7","50","50","58530","56060"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SEO/HEO","205","195","37020","35860"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","AA/AO","95","85","21130","21050"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","EO","50","45","25710","25320"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","SEO/HEO","60","55","35560","36590"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","G6/G7","20","20","59670","63410"
"In post","2021","Attorney General's Office","Inner London - West","London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","SEO/HEO","15","15","34630","34310"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","35","30","20900","20920"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","10","10","26570","26670"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","10","10","71500","70780"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","55","55","34060","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","10","10","32360","30630"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","SEO/HEO","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","EO","15","10","24640","23850"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","G6/G7","40","40","58200","55260"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","SCS level","15","15","86590","73360"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","Outside London","SEO/HEO","35","35","34380","33300"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","G6/G7","20","20","54650","52130"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Outside London","SEO/HEO","40","40","29410","29250"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","SEO/HEO","20","20","31010","29250"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","70","70","61360","54700"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","30","95360","80810"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","60","60","32990","33250"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","EO","10","10","24680","23850"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","G6/G7","100","100","56470","52580"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","SCS level","25","25","78880","71460"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","SEO/HEO","135","135","34070","33300"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","G6/G7","35","35","63860","57170"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","SCS level","15","15","76490","69200"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","SEO/HEO","35","35","33480","33300"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","EO","65","60","27870","27500"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","G6/G7","525","515","58870","56650"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","SCS level","45","45","103500","98900"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","SEO/HEO","255","255","36180","34550"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","AA/AO","135","130","24470","24490"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","EO","540","530","27970","27500"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","G6/G7","1825","1795","60000","56340"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","SCS level","715","700","94180","80040"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","SEO/HEO","2340","2325","33960","34550"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","G6/G7","25","25","56430","49700"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","Outside London","SEO/HEO","15","15","32110","29250"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Outside London","AA/AO","15","15","21290","21260"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Outside London","G6/G7","60","60","59920","54800"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Outside London","SCS level","10","10","91270","80400"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","Outside London","SEO/HEO","40","40","32000","32000"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","AA/AO","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","EO","90","85","26700","26670"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","G6/G7","20","20","60420","54540"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","SEO/HEO","160","155","35290","33300"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","AA/AO","155","140","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","EO","95","90","24800","23850"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","G6/G7","30","30","54080","51520"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","SEO/HEO","120","115","33170","32000"
