"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Education","London","10","[c]","37010","32940"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Education","West Midlands (England)","10","[c]","35260","36500"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for International Trade","London","20","[c]","32360","31800"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Transport","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Transport","South East (England)","15","[c]","32740","31240"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Transport","Wales","30","[c]","25690","26130"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","London","25","[c]","33830","32790"
"New entrant CS","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","South West (England)","25","[c]","26430","27130"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","East of England","10","[c]","28060","25560"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","North East (England)","20","[c]","29060","28690"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","North West (England)","10","[c]","28480","31810"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","South West (England)","15","[c]","27880","25560"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","West Midlands (England)","15","[c]","29620","31810"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","HM Treasury","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","South West (England)","20","[c]","27710","26740"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","London","25","[c]","39330","38640"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","London","15","[c]","35850","32260"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","South East (England)","10","[c]","28480","26300"
"New entrant CS","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Wales","30","[c]","27160","23050"
"New entrant CS","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Cabinet Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Education","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Transport","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department of Health and Social Care","London","65","[c]","32690","32790"
"New entrant CS","2021","20-29","Finance","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Department of Health and Social Care","Yorkshire and The Humber","25","[c]","26790","26200"
"New entrant CS","2021","20-29","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","HM Revenue and Customs","Scotland","10","[c]","20140","20140"
"New entrant CS","2021","20-29","Finance","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","HM Treasury","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","South East (England)","15","[c]","28280","26350"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","South West (England)","45","[c]","23720","25000"
"New entrant CS","2021","20-29","Finance","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Scottish Government","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Cabinet Office","London","30","[c]","28490","27500"
"New entrant CS","2021","20-29","Human Resources","Cabinet Office","North East (England)","10","[c]","22830","23850"
"New entrant CS","2021","20-29","Human Resources","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for International Trade","London","10","[c]","27380","29440"
"New entrant CS","2021","20-29","Human Resources","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Transport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department for Work and Pensions","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department of Health and Social Care","London","45","[c]","28070","27270"
"New entrant CS","2021","20-29","Human Resources","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Revenue and Customs","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Treasury","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","North West (England)","15","[c]","21230","20920"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Defence","South West (England)","25","[c]","22710","20920"
"New entrant CS","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","London","10","[c]","31130","30850"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","National Crime Agency","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Scottish Government","Scotland","20","[c]","20320","19160"
"New entrant CS","2021","20-29","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","United Kingdom Statistics Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","East Midlands (England)","25","[c]","22350","18740"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","East of England","30","[c]","25640","21000"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","London","210","[c]","30230","26970"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","North East (England)","10","[c]","22890","18740"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","North West (England)","25","[c]","24390","21950"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","South East (England)","60","[c]","24040","21000"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","South West (England)","15","[c]","23450","18740"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","West Midlands (England)","25","[c]","24770","20250"
"New entrant CS","2021","20-29","Legal","Attorney General's Departments","Yorkshire and The Humber","35","[c]","25590","20250"
"New entrant CS","2021","20-29","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","HM Revenue and Customs","London","10","[c]","37660","36160"
"New entrant CS","2021","20-29","Legal","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","London","45","[c]","30080","30850"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","West Midlands (England)","15","[c]","24700","24000"
"New entrant CS","2021","20-29","Legal","Ministry of Justice","Yorkshire and The Humber","15","[c]","23690","24000"
"New entrant CS","2021","20-29","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Scottish Government","Scotland","55","[c]","25300","20850"
"New entrant CS","2021","20-29","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","UK Supreme Court","London","10","[c]","35970","37230"
"New entrant CS","2021","20-29","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Cabinet Office","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Cabinet Office","London","525","[c]","29580","28000"
"New entrant CS","2021","20-29","No function","Cabinet Office","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Cabinet Office","North West (England)","25","[c]","28150","28000"
"New entrant CS","2021","20-29","No function","Cabinet Office","Scotland","15","[c]","27810","28000"
"New entrant CS","2021","20-29","No function","Cabinet Office","South East (England)","10","[c]","28000","28000"
"New entrant CS","2021","20-29","No function","Cabinet Office","South West (England)","15","[c]","27680","28000"
