"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Health and Safety Executive","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Courts and Tribunals Service","Female","30","[c]","22800","19930"
"Leaver Dept.","2021","Unknown","HM Courts and Tribunals Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Female","315","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Male","295","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Insolvency Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","30","[c]","42500","39600"
"Leaver Dept.","2021","Unknown","Ministry of Justice (excl. agencies)","Female","40","[c]","40870","36800"
"Leaver Dept.","2021","Unknown","Ministry of Justice (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Crime Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of the Public Guardian","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Rural Payments Agency","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Rural Payments Agency","Male","35","[c]","31130","29690"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Courts and Tribunals Service","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Valuation Office Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Valuation Office Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Revenue Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Advisory, Conciliation and Arbitration Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Advisory, Conciliation and Arbitration Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Cabinet Office (excl. agencies)","Female","365","[c]","41220","34550"
"Leaver Dept.","2021","White","Cabinet Office (excl. agencies)","Male","255","[c]","44780","35740"
"Leaver Dept.","2021","White","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Charity Commission","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Charity Commission","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Companies House","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Companies House","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Criminal Injuries Compensation Authority","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Commercial Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Defence Equipment and Support","Female","130","[c]","33130","29600"
"Leaver Dept.","2021","White","Defence Equipment and Support","Male","170","[c]","34820","32360"
"Leaver Dept.","2021","White","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Defence Science and Technology Laboratory","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Defence Science and Technology Laboratory","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","125","[c]","48700","52300"
"Leaver Dept.","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","135","[c]","49020","52300"
"Leaver Dept.","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Digital, Culture, Media and Sport","Female","65","[c]","53680","51730"
"Leaver Dept.","2021","White","Department for Digital, Culture, Media and Sport","Male","50","[c]","48360","49600"
"Leaver Dept.","2021","White","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Education (excl. agencies)","Female","75","[c]","47790","42580"
"Leaver Dept.","2021","White","Department for Education (excl. agencies)","Male","50","[c]","41220","37280"
"Leaver Dept.","2021","White","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for International Development","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for International Trade","Female","50","[c]","44740","37410"
"Leaver Dept.","2021","White","Department for International Trade","Male","60","[c]","46210","41300"
"Leaver Dept.","2021","White","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Transport (excl. agencies)","Female","50","[c]","49020","42890"
"Leaver Dept.","2021","White","Department for Transport (excl. agencies)","Male","55","[c]","47180","42460"
"Leaver Dept.","2021","White","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Work and Pensions (excl. agencies)","Female","570","[c]","29850","27570"
"Leaver Dept.","2021","White","Department for Work and Pensions (excl. agencies)","Male","335","[c]","30890","27570"
"Leaver Dept.","2021","White","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Driver and Vehicle Licensing Agency","Female","45","[c]","26900","21590"
"Leaver Dept.","2021","White","Driver and Vehicle Licensing Agency","Male","30","[c]","28250","21590"
"Leaver Dept.","2021","White","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Driver and Vehicle Standards Agency","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Driver and Vehicle Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education and Skills Funding Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign and Commonwealth Office (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign and Commonwealth Office (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Internal Audit Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Legal Department","Female","35","[c]","47050","51250"
"Leaver Dept.","2021","White","Government Legal Department","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Health and Safety Executive","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Health and Safety Executive","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Courts and Tribunals Service","Female","140","[c]","26920","21170"
"Leaver Dept.","2021","White","HM Courts and Tribunals Service","Male","65","[c]","28310","21440"
"Leaver Dept.","2021","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Prison and Probation Service","Female","155","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Prison and Probation Service","Male","105","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Revenue and Customs (excl. agencies)","Female","420","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Revenue and Customs (excl. agencies)","Male","320","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Treasury (excl. agencies)","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Treasury (excl. agencies)","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Home Office (incl. agencies)","Female","410","[c]","36510","30110"
"Leaver Dept.","2021","White","Home Office (incl. agencies)","Male","300","[c]","35060","28810"
"Leaver Dept.","2021","White","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal Aid Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal Aid Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Maritime and Coastguard Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Maritime and Coastguard Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicines and Healthcare Products Regulatory Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Ministry of Defence (excl. agencies)","Female","150","[c]","37000","33300"
"Leaver Dept.","2021","White","Ministry of Defence (excl. agencies)","Male","125","[c]","43240","40580"
"Leaver Dept.","2021","White","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","105","[c]","44190","42140"
"Leaver Dept.","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","100","[c]","39000","33210"
"Leaver Dept.","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Ministry of Justice (excl. agencies)","Female","145","[c]","41520","36800"
"Leaver Dept.","2021","White","Ministry of Justice (excl. agencies)","Male","105","[c]","43990","40480"
"Leaver Dept.","2021","White","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Crime Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Crime Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Infrastructure Commission","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
