"Status","Year","Parent_department","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","Heterosexual / straight","120","115","39160","38000"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Outside London","Unknown","50","45","42450","48080"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","115","100","40230","43420"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","Heterosexual / straight","265","255","36940","30720"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Outside London","Unknown","80","75","40690","34480"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","Heterosexual / straight","225","210","45080","50850"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Outside London","Unknown","75","65","54600","55610"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","175","160","38510","34480"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Outside London","Unknown","55","50","37590","28430"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","Heterosexual / straight","65","60","39390","32050"
"In post","2021","Attorney General's Departments","Outer London - South","London","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","London","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Heterosexual / straight","50","45","41060","48080"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","Heterosexual / straight","85","75","34710","28430"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","Outside London","Unknown","50","45","38140","28430"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Heterosexual / straight","110","100","43130","40000"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Outside London","Unknown","40","40","42680","30110"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","Heterosexual / straight","65","60","37080","28430"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","Heterosexual / straight","340","320","38910","38000"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","Outside London","Unknown","130","120","41400","38470"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","Heterosexual / straight","50","45","39640","34480"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","Heterosexual / straight","305","285","41230","38180"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","Outside London","Unknown","115","100","41710","36130"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","60","55","33370","33300"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","50","50","38540","33300"
"In post","2021","Cabinet Office","Cheshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Outside London","Heterosexual / straight","55","50","39340","33300"
"In post","2021","Cabinet Office","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Outside London","Unknown","45","45","59270","55910"
"In post","2021","Cabinet Office","East Wales","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Outside London","Unknown","50","50","35980","29250"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","55","50","45890","39740"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","105","105","61380","53320"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","Heterosexual / straight","115","110","42610","37300"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","Outside London","Unknown","145","145","48250","49700"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Outside London","Unknown","70","70","53290","53320"
"In post","2021","Cabinet Office","Inner London - East","London","Heterosexual / straight","550","540","53620","54700"
"In post","2021","Cabinet Office","Inner London - East","London","LGBO","70","70","51970","54700"
"In post","2021","Cabinet Office","Inner London - East","London","Undeclared","85","85","50060","54700"
"In post","2021","Cabinet Office","Inner London - East","London","Unknown","190","190","48720","40600"
"In post","2021","Cabinet Office","Inner London - West","London","Heterosexual / straight","2670","2620","51630","54700"
"In post","2021","Cabinet Office","Inner London - West","London","LGBO","290","290","46100","40600"
"In post","2021","Cabinet Office","Inner London - West","London","Undeclared","320","315","51010","54700"
"In post","2021","Cabinet Office","Inner London - West","London","Unknown","2270","2250","47130","34550"
"In post","2021","Cabinet Office","Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Outside London","Unknown","35","35","48780","49700"
"In post","2021","Cabinet Office","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Outside London","Heterosexual / straight","40","40","47230","32960"
"In post","2021","Cabinet Office","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Outside London","Unknown","85","85","50330","49700"
"In post","2021","Cabinet Office","North Yorkshire","Outside London","Heterosexual / straight","220","210","30610","29200"
"In post","2021","Cabinet Office","North Yorkshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","Outside London","Unknown","190","180","27930","21580"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","310","290","28350","23850"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Outside London","Unknown","55","55","30250","28000"
"In post","2021","Cabinet Office","Outer London - South","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","London","Unknown","45","45","41960","29250"
"In post","2021","Cabinet Office","Outer London - West and North West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","Outside London","Heterosexual / straight","40","40","46500","39750"
"In post","2021","Cabinet Office","South Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","Outside London","Unknown","50","50","48810","49700"
"In post","2021","Cabinet Office","Southern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Heterosexual / straight","140","135","41870","35900"
"In post","2021","Cabinet Office","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Unknown","440","440","34530","32000"
"In post","2021","Cabinet Office","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","Outside London","Unknown","30","30","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Outside London","Heterosexual / straight","75","70","44490","39050"
"In post","2021","Cabinet Office","West Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Outside London","Unknown","105","105","49690","49700"
"In post","2021","Chancellor's other departments","Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","London","Heterosexual / straight","265","255","60720","50560"
"In post","2021","Chancellor's other departments","Inner London - West","London","LGBO","15","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","London","Undeclared","75","70","58630","48770"
"In post","2021","Chancellor's other departments","Inner London - West","London","Unknown","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
