"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Attorney General's Departments","40","[c]","31630","26950"
"New entrant CS","2021","Black","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Cabinet Office","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for Business, Energy and Industrial Strategy","35","[c]","35510","33570"
"New entrant CS","2021","Black","No function","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Department of Health and Social Care","180","[c]","34020","31370"
"New entrant CS","2021","Black","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","HM Revenue and Customs","30","[c]","22180","20140"
"New entrant CS","2021","Black","No function","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Ministry of Justice","310","[c]","24990","22920"
"New entrant CS","2021","Black","No function","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Office for Standards in Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Ministry of Defence","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Work and Pensions","1430","[c]","28710","29290"
"New entrant CS","2021","Black","Unknown","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Home Office","50","[c]","35780","28650"
"New entrant CS","2021","Black","Unknown","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
