"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Communications","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","EO","35","35","27270","26380"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","G6","40","35","70420","69110"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","G7","45","40","58480","58590"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","HEO","70","70","33600","33100"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Inner London - West","SEO","80","80","41080","40390"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","EO","10","10","28630","28980"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","G7","15","15","59480","57400"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","HEO","20","20","34170","35290"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","SEO","20","20","41530","40170"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Unknown","10","10","39350","36360"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","EO","10","10","26360","25920"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","AO","15","15","21310","21950"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","EO","15","15","27760","27350"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","G7","10","10","54680","55150"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","HEO","15","15","31900","31570"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Inner London - West","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","AO","10","10","23780","23800"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","EO","20","20","27770","27350"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","G6","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","G7","20","20","55240","54760"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","HEO","30","25","32960","32530"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Inner London - West","SEO","20","20","40810","39750"
"In post","2021","Attorney General's Departments","Human Resources","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","G7","10","10","53980","51610"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","HEO","10","10","30510","30130"
"In post","2021","Attorney General's Departments","Human Resources","Merseyside","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North Yorkshire","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","G7","75","65","58480","61200"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","HEO","15","15","39080","40000"
"In post","2021","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","G7","50","45","58450","60960"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","HEO","10","10","39570","40000"
"In post","2021","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cheshire","G7","10","10","57390","57400"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cumbria","G7","10","10","55090","55610"
"In post","2021","Attorney General's Departments","Legal","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","G7","95","90","53720","54670"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","HEO","10","10","35760","34480"
"In post","2021","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon","G7","40","40","54720","55610"
"In post","2021","Attorney General's Departments","Legal","Devon","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Anglia","G7","35","30","55220","55610"
"In post","2021","Attorney General's Departments","Legal","East Anglia","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Wales","G7","120","110","53840","55610"
"In post","2021","Attorney General's Departments","Legal","East Wales","HEO","25","20","36920","38000"
"In post","2021","Attorney General's Departments","Legal","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","G7","30","25","55080","55610"
"In post","2021","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Essex","EO","10","10","27640","26970"
"In post","2021","Attorney General's Departments","Legal","Essex","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Essex","G7","65","55","57860","55610"
"In post","2021","Attorney General's Departments","Legal","Essex","HEO","15","15","39140","40000"
"In post","2021","Attorney General's Departments","Legal","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G6","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","G7","90","80","54270","53870"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","10","10","36580","37890"
"In post","2021","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Greater Manchester","G6","20","20","70210","70350"
"In post","2021","Attorney General's Departments","Legal","Greater Manchester","G7","140","125","54370","55610"
"In post","2021","Attorney General's Departments","Legal","Greater Manchester","HEO","20","15","36940","38000"
"In post","2021","Attorney General's Departments","Legal","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Hampshire and Isle of Wight","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Hampshire and Isle of Wight","G7","100","95","58590","62030"
"In post","2021","Attorney General's Departments","Legal","Hampshire and Isle of Wight","HEO","15","10","39340","40000"
"In post","2021","Attorney General's Departments","Legal","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Inner London - East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","EO","95","95","30880","29280"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","G6","815","745","68400","66290"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","G7","1405","1310","55320","51840"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","HEO","155","150","42200","43920"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","SCS level","215","205","85900","80940"
"In post","2021","Attorney General's Departments","Legal","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Kent","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Kent","G7","45","40","56880","55000"
"In post","2021","Attorney General's Departments","Legal","Kent","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lancashire","G7","70","65","53950","55610"
"In post","2021","Attorney General's Departments","Legal","Lancashire","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","G7","70","65","52680","51470"
"In post","2021","Attorney General's Departments","Legal","Leicestershire, Rutland and Northamptonshire","HEO","15","10","36820","38000"
"In post","2021","Attorney General's Departments","Legal","Lincolnshire","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
