"Status","Year","Region_london","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","225","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","250","[c]","35520","32400"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Female","Heterosexual / straight","75","[c]","23730","23530"
"Leaver Dept.","2021","London","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Female","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Male","Heterosexual / straight","45","[c]","24190","24770"
"Leaver Dept.","2021","London","AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Female","Heterosexual / straight","265","[c]","28430","27880"
"Leaver Dept.","2021","London","EO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Female","Unknown","150","[c]","28670","28170"
"Leaver Dept.","2021","London","EO","Male","Heterosexual / straight","185","[c]","28690","28330"
"Leaver Dept.","2021","London","EO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Male","Unknown","105","[c]","28290","27550"
"Leaver Dept.","2021","London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Female","Heterosexual / straight","120","[c]","66580","66220"
"Leaver Dept.","2021","London","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Female","Unknown","65","[c]","66160","64610"
"Leaver Dept.","2021","London","G6","Male","Heterosexual / straight","95","[c]","66410","65620"
"Leaver Dept.","2021","London","G6","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Male","Unknown","65","[c]","67710","65790"
"Leaver Dept.","2021","London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G7","Female","Heterosexual / straight","345","[c]","55180","54470"
"Leaver Dept.","2021","London","G7","Female","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G7","Female","Undeclared","55","[c]","55030","53760"
"Leaver Dept.","2021","London","G7","Female","Unknown","220","[c]","54620","54110"
"Leaver Dept.","2021","London","G7","Male","Heterosexual / straight","275","[c]","55470","54700"
"Leaver Dept.","2021","London","G7","Male","LGBO","40","[c]","54290","53600"
"Leaver Dept.","2021","London","G7","Male","Undeclared","40","[c]","55970","54700"
"Leaver Dept.","2021","London","G7","Male","Unknown","215","[c]","54460","54040"
"Leaver Dept.","2021","London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Female","Heterosexual / straight","420","[c]","33890","33760"
"Leaver Dept.","2021","London","HEO","Female","LGBO","45","[c]","33710","34020"
"Leaver Dept.","2021","London","HEO","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Female","Unknown","305","[c]","33730","33190"
"Leaver Dept.","2021","London","HEO","Male","Heterosexual / straight","335","[c]","34160","33960"
"Leaver Dept.","2021","London","HEO","Male","LGBO","55","[c]","34120","33250"
"Leaver Dept.","2021","London","HEO","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Male","Unknown","285","[c]","33630","33510"
"Leaver Dept.","2021","London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Female","Heterosexual / straight","95","[c]","89260","79580"
"Leaver Dept.","2021","London","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Male","Heterosexual / straight","55","[c]","92390","85530"
"Leaver Dept.","2021","London","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Female","Heterosexual / straight","240","[c]","41330","40820"
"Leaver Dept.","2021","London","SEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Female","Undeclared","35","[c]","41840","41950"
"Leaver Dept.","2021","London","SEO","Female","Unknown","145","[c]","41590","40480"
"Leaver Dept.","2021","London","SEO","Male","Heterosexual / straight","185","[c]","41690","40730"
"Leaver Dept.","2021","London","SEO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Male","Unknown","130","[c]","41200","40220"
"Leaver Dept.","2021","London","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AO","Female","Heterosexual / straight","435","[c]","20760","21010"
"Leaver Dept.","2021","Outside London","AO","Female","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AO","Female","Undeclared","45","[c]","21060","20860"
"Leaver Dept.","2021","Outside London","AO","Female","Unknown","525","[c]","20750","21010"
"Leaver Dept.","2021","Outside London","AO","Male","Heterosexual / straight","290","[c]","20840","21010"
"Leaver Dept.","2021","Outside London","AO","Male","LGBO","35","[c]","20970","20920"
"Leaver Dept.","2021","Outside London","AO","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AO","Male","Unknown","425","[c]","20880","20680"
"Leaver Dept.","2021","Outside London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","EO","Female","Heterosexual / straight","535","[c]","25760","26670"
"Leaver Dept.","2021","Outside London","EO","Female","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","EO","Female","Undeclared","45","[c]","26380","26790"
"Leaver Dept.","2021","Outside London","EO","Female","Unknown","285","[c]","26700","27570"
"Leaver Dept.","2021","Outside London","EO","Male","Heterosexual / straight","335","[c]","25790","26670"
"Leaver Dept.","2021","Outside London","EO","Male","LGBO","45","[c]","25310","25400"
"Leaver Dept.","2021","Outside London","EO","Male","Undeclared","45","[c]","26570","26890"
"Leaver Dept.","2021","Outside London","EO","Male","Unknown","235","[c]","26120","26880"
"Leaver Dept.","2021","Outside London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Male","Heterosexual / straight","40","[c]","64560","64220"
"Leaver Dept.","2021","Outside London","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Female","Heterosexual / straight","130","[c]","52830","52630"
"Leaver Dept.","2021","Outside London","G7","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Female","Unknown","70","[c]","51700","51410"
"Leaver Dept.","2021","Outside London","G7","Male","Heterosexual / straight","105","[c]","52470","52180"
"Leaver Dept.","2021","Outside London","G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Male","Unknown","75","[c]","50700","49930"
"Leaver Dept.","2021","Outside London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Female","Heterosexual / straight","330","[c]","31040","31760"
"Leaver Dept.","2021","Outside London","HEO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Female","Unknown","190","[c]","31030","30880"
"Leaver Dept.","2021","Outside London","HEO","Male","Heterosexual / straight","235","[c]","30830","31260"
"Leaver Dept.","2021","Outside London","HEO","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Male","Unknown","165","[c]","31670","31490"
"Leaver Dept.","2021","Outside London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Female","Heterosexual / straight","185","[c]","38810","37660"
"Leaver Dept.","2021","Outside London","SEO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Female","Unknown","110","[c]","38580","37240"
"Leaver Dept.","2021","Outside London","SEO","Male","Heterosexual / straight","160","[c]","39190","38870"
"Leaver Dept.","2021","Outside London","SEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Male","Unknown","95","[c]","39030","37510"
"Leaver Dept.","2021","Outside London","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Female","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
