"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","South Hampshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","AA/AO","10","10","21870","22220"
"In post","2021","16-19","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","AA/AO","15","15","20190","20140"
"In post","2021","16-19","Swansea","AA/AO","45","40","19590","18060"
"In post","2021","16-19","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","AA/AO","55","55","20570","20140"
"In post","2021","16-19","Tyneside","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","AA/AO","25","25","23730","23500"
"In post","2021","16-19","Westminster","EO","65","65","25790","25170"
"In post","2021","16-19","Westminster","SEO/HEO","5","5","[c]","[c]"
"In post","2021","16-19","Wiltshire","AA/AO","30","30","18680","19630"
"In post","2021","16-19","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wirral","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Worcestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","AA/AO","115","110","23830","22220"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","EO","75","75","28500","27840"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","40","40","34340","33550"
"In post","2021","20-29","Angus and Dundee City","AA/AO","160","155","21140","21010"
"In post","2021","20-29","Angus and Dundee City","EO","40","40","26750","27360"
"In post","2021","20-29","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","SEO/HEO","15","15","32640","31400"
"In post","2021","20-29","Antrim and Newtownabbey","AA/AO","10","10","19970","20310"
"In post","2021","20-29","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","AA/AO","15","15","23820","25110"
"In post","2021","20-29","Barking & Dagenham and Havering","EO","60","60","30950","31060"
"In post","2021","20-29","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","Unknown","10","10","30160","26810"
"In post","2021","20-29","Barnet","AA/AO","75","70","23990","23530"
"In post","2021","20-29","Barnet","EO","115","115","28920","27720"
"In post","2021","20-29","Barnet","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Barnet","SEO/HEO","120","115","35180","32880"
"In post","2021","20-29","Barnet","Unknown","15","15","27880","26810"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","AA/AO","305","295","23480","22850"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","EO","70","70","28080","27570"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","10","10","32370","31180"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Unknown","30","30","25730","22920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","185","180","21710","20920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","1130","1115","23810","25310"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","15","15","51020","48880"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","1145","1140","32000","31600"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","340","340","28720","27540"
"In post","2021","20-29","Bedford","AA/AO","105","105","27580","29920"
"In post","2021","20-29","Bedford","EO","35","35","27180","27570"
"In post","2021","20-29","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedford","Unknown","15","15","23270","22920"
"In post","2021","20-29","Belfast","AA/AO","240","225","20360","20140"
"In post","2021","20-29","Belfast","EO","100","100","25450","25560"
"In post","2021","20-29","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","SEO/HEO","45","45","32530","31810"
"In post","2021","20-29","Berkshire","AA/AO","210","210","26640","26610"
"In post","2021","20-29","Berkshire","EO","105","100","29080","29290"
"In post","2021","20-29","Berkshire","G6/G7","15","15","51470","51970"
"In post","2021","20-29","Berkshire","SEO/HEO","55","55","33680","32120"
"In post","2021","20-29","Berkshire","Unknown","40","40","24770","24020"
"In post","2021","20-29","Bexley and Greenwich","AA/AO","205","205","28730","30150"
"In post","2021","20-29","Bexley and Greenwich","EO","85","85","31660","31060"
"In post","2021","20-29","Bexley and Greenwich","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","Unknown","30","30","28700","26810"
"In post","2021","20-29","Birmingham","AA/AO","795","770","20610","20140"
"In post","2021","20-29","Birmingham","EO","570","565","25860","25560"
"In post","2021","20-29","Birmingham","G6/G7","55","50","52590","52580"
"In post","2021","20-29","Birmingham","SEO/HEO","320","315","32420","31810"
"In post","2021","20-29","Birmingham","Unknown","60","55","24320","22920"
"In post","2021","20-29","Blackburn with Darwen","AA/AO","15","15","21410","21010"
"In post","2021","20-29","Blackburn with Darwen","EO","30","30","27570","27570"
"In post","2021","20-29","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackburn with Darwen","Unknown","10","10","24350","22920"
"In post","2021","20-29","Blackpool","AA/AO","310","305","21010","21010"
"In post","2021","20-29","Blackpool","EO","215","210","27530","27570"
"In post","2021","20-29","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackpool","SEO/HEO","45","45","32420","31990"
"In post","2021","20-29","Blackpool","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","AA/AO","15","15","19250","18890"
"In post","2021","20-29","Bournemouth and Poole","EO","20","20","26970","27570"
"In post","2021","20-29","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","Unknown","15","15","22500","22920"
"In post","2021","20-29","Bradford","AA/AO","275","265","20200","20140"
"In post","2021","20-29","Bradford","EO","130","130","26460","27570"
"In post","2021","20-29","Bradford","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Bradford","SEO/HEO","50","50","31880","31810"
"In post","2021","20-29","Bradford","Unknown","25","25","24700","22920"
"In post","2021","20-29","Breckland and South Norfolk","AA/AO","85","85","23350","23970"
"In post","2021","20-29","Breckland and South Norfolk","EO","15","15","27000","27570"
"In post","2021","20-29","Breckland and South Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","AA/AO","15","15","23590","22680"
"In post","2021","20-29","Brent","EO","70","70","30590","31060"
"In post","2021","20-29","Brent","SEO/HEO","10","10","33710","33910"
"In post","2021","20-29","Brent","Unknown","15","15","27670","26810"
"In post","2021","20-29","Bridgend and Neath Port Talbot","AA/AO","40","35","20430","21010"
"In post","2021","20-29","Bridgend and Neath Port Talbot","EO","30","30","28050","27570"
"In post","2021","20-29","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","AA/AO","25","25","20660","20120"
"In post","2021","20-29","Brighton and Hove","EO","40","40","27610","27570"
"In post","2021","20-29","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","Unknown","10","10","23500","22920"
"In post","2021","20-29","Bristol, City of","AA/AO","360","350","21400","21050"
"In post","2021","20-29","Bristol, City of","EO","290","285","25820","25560"
"In post","2021","20-29","Bristol, City of","G6/G7","70","70","51340","52580"
"In post","2021","20-29","Bristol, City of","SEO/HEO","340","335","32420","31810"
"In post","2021","20-29","Bristol, City of","Unknown","45","45","23730","22920"
"In post","2021","20-29","Bromley","AA/AO","20","20","22330","21300"
"In post","2021","20-29","Bromley","EO","35","35","30880","31060"
"In post","2021","20-29","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","AA/AO","125","120","25590","27850"
"In post","2021","20-29","Buckinghamshire CC","EO","70","70","27760","27570"
"In post","2021","20-29","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","SEO/HEO","45","45","34750","35300"
"In post","2021","20-29","Buckinghamshire CC","Unknown","25","25","23990","24020"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","AA/AO","15","15","22890","22920"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","EO","10","10","28570","28660"
"In post","2021","20-29","Calderdale and Kirklees","AA/AO","20","20","20930","21010"
"In post","2021","20-29","Calderdale and Kirklees","EO","65","65","27420","27570"
"In post","2021","20-29","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","Unknown","20","15","23010","22920"
"In post","2021","20-29","Cambridgeshire CC","AA/AO","230","225","25060","25850"
"In post","2021","20-29","Cambridgeshire CC","EO","105","105","26720","26670"
"In post","2021","20-29","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","SEO/HEO","85","85","33200","33000"
"In post","2021","20-29","Cambridgeshire CC","Unknown","25","25","25500","22920"
"In post","2021","20-29","Camden and City of London","AA/AO","170","170","22670","22680"
"In post","2021","20-29","Camden and City of London","EO","185","185","29150","29570"
"In post","2021","20-29","Camden and City of London","G6/G7","50","50","57160","58980"
"In post","2021","20-29","Camden and City of London","SEO/HEO","170","170","36990","36160"
"In post","2021","20-29","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","AA/AO","855","835","21020","20140"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","EO","695","685","26280","25560"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","G6/G7","40","40","52770","52580"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","SEO/HEO","345","345","32790","31810"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","Unknown","40","40","24730","22920"
"In post","2021","20-29","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","AA/AO","15","15","20130","20720"
"In post","2021","20-29","Central Bedfordshire","EO","15","15","29050","29670"
"In post","2021","20-29","Central Bedfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Central Hampshire","AA/AO","150","150","24450","20920"
"In post","2021","20-29","Central Hampshire","EO","115","115","25660","26350"
"In post","2021","20-29","Central Hampshire","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Central Hampshire","SEO/HEO","355","350","31740","28650"
"In post","2021","20-29","Central Hampshire","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Central Valleys","AA/AO","70","70","22360","22160"
"In post","2021","20-29","Central Valleys","EO","55","55","28000","27570"
"In post","2021","20-29","Central Valleys","SEO/HEO","10","10","35310","34490"
"In post","2021","20-29","Central Valleys","Unknown","10","10","26640","27500"
"In post","2021","20-29","Cheshire East","AA/AO","75","75","23070","22850"
"In post","2021","20-29","Cheshire East","EO","30","25","26750","27570"
"In post","2021","20-29","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire East","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Cheshire West and Chester","AA/AO","40","40","20960","21010"
"In post","2021","20-29","Cheshire West and Chester","EO","20","20","27450","27570"
"In post","2021","20-29","Cheshire West and Chester","Unknown","10","10","23430","22920"
"In post","2021","20-29","Chorley and West Lancashire","AA/AO","160","160","23950","24120"
"In post","2021","20-29","Chorley and West Lancashire","EO","30","30","27630","26850"
"In post","2021","20-29","Chorley and West Lancashire","SEO/HEO","10","10","30990","29400"
"In post","2021","20-29","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","City of Edinburgh","AA/AO","915","895","21740","20940"
"In post","2021","20-29","City of Edinburgh","EO","590","585","27390","27150"
"In post","2021","20-29","City of Edinburgh","G6/G7","65","65","52630","52480"
"In post","2021","20-29","City of Edinburgh","SEO/HEO","620","615","34230","32140"
