"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - South","Heterosexual / straight","65","60","39390","32050"
"In post","2021","Attorney General's Departments","London","Outer London - South","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - South","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","Heterosexual / straight","175","160","38510","34480"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","Unknown","55","50","37590","28430"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","Heterosexual / straight","65","60","37080","28430"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cheshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cheshire","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cumbria","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","Heterosexual / straight","285","265","40710","38000"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","Unknown","55","45","41980","34480"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","Heterosexual / straight","120","115","39160","38000"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","Unknown","50","45","42450","48080"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","Heterosexual / straight","265","255","36940","30720"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","Unknown","80","75","40690","34480"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","90","85","42390","38120"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","35","30","47410","52330"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","195","180","42150","39750"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Unknown","55","50","45570","50520"
"In post","2021","Attorney General's Departments","South East (England)","Kent","Heterosexual / straight","80","80","37640","30110"
"In post","2021","Attorney General's Departments","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Kent","Unknown","40","35","43370","35020"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","110","100","43130","40000"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Unknown","40","40","42680","30110"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon","Heterosexual / straight","80","75","39080","34480"
"In post","2021","Attorney General's Departments","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","130","120","41030","38180"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50","45","49070","53850"
"In post","2021","Attorney General's Departments","Wales","East Wales","Heterosexual / straight","205","190","40840","38180"
"In post","2021","Attorney General's Departments","Wales","East Wales","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","East Wales","Unknown","65","55","43580","52410"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","Heterosexual / straight","50","45","39640","34480"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","50","45","41060","48080"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","Heterosexual / straight","340","320","38910","38000"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","Unknown","130","120","41400","38470"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","50","45","38910","31720"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","225","210","45080","50850"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","LGBO","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Unknown","75","65","54600","55610"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","85","75","34710","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Unknown","50","45","38140","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","305","285","41230","38180"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Unknown","115","100","41710","36130"
"In post","2021","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","East Anglia","Heterosexual / straight","55","50","39340","33300"
"In post","2021","Cabinet Office","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","East Anglia","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East of England","East Anglia","Unknown","45","45","59270","55910"
"In post","2021","Cabinet Office","London","Inner London - East","Heterosexual / straight","550","540","53620","54700"
"In post","2021","Cabinet Office","London","Inner London - East","LGBO","70","70","51970","54700"
"In post","2021","Cabinet Office","London","Inner London - East","Undeclared","85","85","50060","54700"
"In post","2021","Cabinet Office","London","Inner London - East","Unknown","190","190","48720","40600"
"In post","2021","Cabinet Office","London","Inner London - West","Heterosexual / straight","2670","2620","51630","54700"
"In post","2021","Cabinet Office","London","Inner London - West","LGBO","290","290","46100","40600"
"In post","2021","Cabinet Office","London","Inner London - West","Undeclared","320","315","51010","54700"
"In post","2021","Cabinet Office","London","Inner London - West","Unknown","2270","2250","47130","34550"
"In post","2021","Cabinet Office","London","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - South","Unknown","45","45","41960","29250"
"In post","2021","Cabinet Office","London","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","Heterosexual / straight","310","290","28350","23850"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","Unknown","55","55","30250","28000"
"In post","2021","Cabinet Office","North East (England)","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Tees Valley and Durham","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","Heterosexual / straight","115","110","42610","37300"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","Unknown","145","145","48250","49700"
"In post","2021","Cabinet Office","North West (England)","Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Lancashire","Unknown","35","35","48780","49700"
"In post","2021","Cabinet Office","North West (England)","Merseyside","Heterosexual / straight","40","40","47230","32960"
"In post","2021","Cabinet Office","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Merseyside","Unknown","85","85","50330","49700"
"In post","2021","Cabinet Office","Northern Ireland","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Eastern Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Southern Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","West Central Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","60","55","33370","33300"
"In post","2021","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","50","38540","33300"
"In post","2021","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Unknown","70","70","53290","53320"
"In post","2021","Cabinet Office","South East (England)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","55","50","45890","39740"
"In post","2021","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","105","105","61380","53320"
"In post","2021","Cabinet Office","Unknown","Unknown","Heterosexual / straight","140","135","41870","35900"
"In post","2021","Cabinet Office","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","Unknown","440","440","34530","32000"
"In post","2021","Cabinet Office","Wales","East Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","East Wales","Unknown","50","50","35980","29250"
"In post","2021","Cabinet Office","Wales","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","West Midlands","Unknown","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","220","210","30610","29200"
"In post","2021","Cabinet Office","Yorkshire and The Humber","North Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","North Yorkshire","Undeclared","20","20","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","North Yorkshire","Unknown","190","180","27930","21580"
"In post","2021","Cabinet Office","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","40","40","46500","39750"
"In post","2021","Cabinet Office","Yorkshire and The Humber","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","South Yorkshire","Unknown","50","50","48810","49700"
"In post","2021","Cabinet Office","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","75","70","44490","39050"
"In post","2021","Cabinet Office","Yorkshire and The Humber","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","West Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","West Yorkshire","Unknown","105","105","49690","49700"
"In post","2021","Chancellor's other departments","London","Inner London - West","Heterosexual / straight","265","255","60720","50560"
"In post","2021","Chancellor's other departments","London","Inner London - West","LGBO","15","10","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Inner London - West","Undeclared","75","70","58630","48770"
"In post","2021","Chancellor's other departments","London","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Tees Valley and Durham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
