"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Declared non-disabled","Ministry of Justice","70","[c]","22030","21920"
"New entrant CS","2021","16-19","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Work and Pensions","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Revenue and Customs","120","[c]","20630","20140"
"New entrant CS","2021","16-19","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Home Office","35","[c]","22130","21430"
"New entrant CS","2021","16-19","Unknown","Ministry of Defence","65","[c]","17590","16780"
"New entrant CS","2021","16-19","Unknown","Ministry of Justice","55","[c]","21460","20600"
"New entrant CS","2021","16-19","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Cabinet Office","45","[c]","29800","27500"
"New entrant CS","2021","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","45","[c]","31400","33570"
"New entrant CS","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","70","[c]","28850","28660"
"New entrant CS","2021","20-29","Declared disabled","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Work and Pensions","655","[c]","26020","27570"
"New entrant CS","2021","20-29","Declared disabled","Department of Health and Social Care","75","[c]","27440","26880"
"New entrant CS","2021","20-29","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Revenue and Customs","60","[c]","24560","24120"
"New entrant CS","2021","20-29","Declared disabled","HM Treasury","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Defence","90","[c]","25420","25520"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Justice","230","[c]","24060","22920"
"New entrant CS","2021","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Scottish Government","35","[c]","25970","23340"
"New entrant CS","2021","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","United Kingdom Statistics Authority","35","[c]","28540","29540"
"New entrant CS","2021","20-29","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Attorney General's Departments","110","[c]","33550","29280"
"New entrant CS","2021","20-29","Declared non-disabled","Cabinet Office","300","[c]","30950","27500"
"New entrant CS","2021","20-29","Declared non-disabled","Chancellor's other departments","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Competition and Markets Authority","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","400","[c]","32820","33570"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","180","[c]","35660","34020"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","490","[c]","29020","29000"
"New entrant CS","2021","20-29","Declared non-disabled","Department for International Trade","100","[c]","30980","31800"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Transport","315","[c]","28860","29970"
"New entrant CS","2021","20-29","Declared non-disabled","Department for Work and Pensions","4560","[c]","26260","27570"
"New entrant CS","2021","20-29","Declared non-disabled","Department of Health and Social Care","645","[c]","26850","26880"
"New entrant CS","2021","20-29","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","HM Revenue and Customs","805","[c]","24230","20880"
"New entrant CS","2021","20-29","Declared non-disabled","HM Treasury","180","[c]","30160","28500"
"New entrant CS","2021","20-29","Declared non-disabled","Home Office","175","[c]","26420","24880"
"New entrant CS","2021","20-29","Declared non-disabled","Ministry of Defence","850","[c]","25810","25390"
"New entrant CS","2021","20-29","Declared non-disabled","Ministry of Housing, Communities and Local Government","110","[c]","29700","27850"
"New entrant CS","2021","20-29","Declared non-disabled","Ministry of Justice","2070","[c]","23740","22850"
"New entrant CS","2021","20-29","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Office for Standards in Education","30","[c]","28930","28750"
"New entrant CS","2021","20-29","Declared non-disabled","Office of Gas and Electricity Markets","120","[c]","27340","25750"
"New entrant CS","2021","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Scottish Government","290","[c]","25110","23340"
"New entrant CS","2021","20-29","Declared non-disabled","The National Archives","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","UK Export Finance","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","United Kingdom Statistics Authority","165","[c]","29540","29540"
"New entrant CS","2021","20-29","Declared non-disabled","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","Welsh Government","60","[c]","22900","20500"
"New entrant CS","2021","20-29","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Department for Transport","120","[c]","30590","30270"
"New entrant CS","2021","20-29","Undeclared","Department for Work and Pensions","220","[c]","26500","27570"
"New entrant CS","2021","20-29","Undeclared","Department of Health and Social Care","75","[c]","27260","25010"
"New entrant CS","2021","20-29","Undeclared","Food Standards Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","HM Revenue and Customs","40","[c]","25790","25560"
"New entrant CS","2021","20-29","Undeclared","HM Treasury","75","[c]","32420","32320"
"New entrant CS","2021","20-29","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Ministry of Defence","40","[c]","26070","25720"
"New entrant CS","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Ministry of Justice","70","[c]","23720","22760"
"New entrant CS","2021","20-29","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Attorney General's Departments","340","[c]","24880","21000"
"New entrant CS","2021","20-29","Unknown","Cabinet Office","690","[c]","28990","28000"
"New entrant CS","2021","20-29","Unknown","Chancellor's other departments","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","335","[c]","28370","25530"
"New entrant CS","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","35","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Department for Education","325","[c]","30770","29360"
"New entrant CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","170","[c]","29130","27960"
"New entrant CS","2021","20-29","Unknown","Department for International Trade","125","[c]","27420","26250"
"New entrant CS","2021","20-29","Unknown","Department for Transport","155","[c]","24610","21590"
"New entrant CS","2021","20-29","Unknown","Department for Work and Pensions","700","[c]","27230","27570"
"New entrant CS","2021","20-29","Unknown","Department of Health and Social Care","590","[c]","32470","32790"
"New entrant CS","2021","20-29","Unknown","HM Land Registry","285","[c]","23880","22350"
"New entrant CS","2021","20-29","Unknown","HM Revenue and Customs","1615","[c]","23070","20140"
"New entrant CS","2021","20-29","Unknown","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Home Office","780","[c]","29030","25630"
"New entrant CS","2021","20-29","Unknown","Ministry of Defence","360","[c]","24020","23540"
"New entrant CS","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government","45","[c]","30270","27850"
"New entrant CS","2021","20-29","Unknown","Ministry of Justice","1785","[c]","23470","22680"
"New entrant CS","2021","20-29","Unknown","National Crime Agency","385","[c]","30580","28840"
"New entrant CS","2021","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Other Cabinet Office Agencies","40","[c]","27830","25000"
"New entrant CS","2021","20-29","Unknown","Scotland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Scottish Government","370","[c]","25490","23340"
"New entrant CS","2021","20-29","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","United Kingdom Statistics Authority","300","[c]","28030","29540"
"New entrant CS","2021","20-29","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Welsh Government","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","35","[c]","32880","29180"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Work and Pensions","450","[c]","27090","27570"
"New entrant CS","2021","30-39","Declared disabled","Department of Health and Social Care","40","[c]","34950","32330"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Defence","50","[c]","29650","26350"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Ministry of Justice","125","[c]","25200","22920"
"New entrant CS","2021","30-39","Declared disabled","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Scottish Government","40","[c]","29140","26160"
"New entrant CS","2021","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Attorney General's Departments","75","[c]","46080","50500"
"New entrant CS","2021","30-39","Declared non-disabled","Cabinet Office","135","[c]","43290","40600"
"New entrant CS","2021","30-39","Declared non-disabled","Chancellor's other departments","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Competition and Markets Authority","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","155","[c]","37670","36740"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","80","[c]","42970","34020"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","265","[c]","33680","31460"
"New entrant CS","2021","30-39","Declared non-disabled","Department for International Trade","40","[c]","40930","38160"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Transport","175","[c]","35170","34710"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Work and Pensions","2950","[c]","27350","27570"
"New entrant CS","2021","30-39","Declared non-disabled","Department of Health and Social Care","400","[c]","37260","34680"
"New entrant CS","2021","30-39","Declared non-disabled","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","HM Revenue and Customs","405","[c]","26310","24120"
"New entrant CS","2021","30-39","Declared non-disabled","HM Treasury","60","[c]","38650","35000"
"New entrant CS","2021","30-39","Declared non-disabled","Home Office","95","[c]","32530","25630"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Defence","650","[c]","31700","29000"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government","75","[c]","36630","33210"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Justice","1125","[c]","26210","22920"
"New entrant CS","2021","30-39","Declared non-disabled","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office for Standards in Education","50","[c]","48810","46360"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Gas and Electricity Markets","60","[c]","37610","34000"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Government","240","[c]","31500","30650"
"New entrant CS","2021","30-39","Declared non-disabled","The National Archives","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","United Kingdom Statistics Authority","100","[c]","33720","29540"
"New entrant CS","2021","30-39","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Welsh Government","45","[c]","27910","25030"
"New entrant CS","2021","30-39","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Transport","50","[c]","43790","42470"
"New entrant CS","2021","30-39","Undeclared","Department for Work and Pensions","165","[c]","26540","27570"
"New entrant CS","2021","30-39","Undeclared","Department of Health and Social Care","50","[c]","39160","36330"
"New entrant CS","2021","30-39","Undeclared","Food Standards Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Defence","35","[c]","29870","25950"
"New entrant CS","2021","30-39","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Justice","40","[c]","25030","22850"
"New entrant CS","2021","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Attorney General's Departments","170","[c]","38670","38000"
"New entrant CS","2021","30-39","Unknown","Cabinet Office","160","[c]","51150","54700"
"New entrant CS","2021","30-39","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","170","[c]","32300","25060"
"New entrant CS","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Education","190","[c]","39650","36500"
"New entrant CS","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","85","[c]","37040","33390"
"New entrant CS","2021","30-39","Unknown","Department for International Trade","40","[c]","44610","41240"
"New entrant CS","2021","30-39","Unknown","Department for Transport","100","[c]","31390","26580"
"New entrant CS","2021","30-39","Unknown","Department for Work and Pensions","500","[c]","28370","27570"
"New entrant CS","2021","30-39","Unknown","Department of Health and Social Care","230","[c]","42950","40650"
"New entrant CS","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","HM Land Registry","180","[c]","28350","22350"
"New entrant CS","2021","30-39","Unknown","HM Revenue and Customs","795","[c]","24880","20140"
"New entrant CS","2021","30-39","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Home Office","380","[c]","33440","26790"
"New entrant CS","2021","30-39","Unknown","Ministry of Defence","190","[c]","34350","29000"
"New entrant CS","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Ministry of Justice","790","[c]","26070","22850"
"New entrant CS","2021","30-39","Unknown","National Crime Agency","260","[c]","34780","34140"
"New entrant CS","2021","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Other Cabinet Office Agencies","45","[c]","34000","30000"
"New entrant CS","2021","30-39","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Government","315","[c]","32380","30160"
"New entrant CS","2021","30-39","Unknown","United Kingdom Statistics Authority","170","[c]","34040","32540"
"New entrant CS","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
