"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","55","[c]","36360","35470"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","Heterosexual / straight","70","[c]","35960","36470"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
