"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","AA","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","AO","555","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","EO","205","[c]","25300","25500"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","HEO","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Unknown","325","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","AA","50","[c]","18520","18760"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","AO","65","[c]","24380","21680"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","EO","95","[c]","23050","22780"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","HEO","55","[c]","33270","33290"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Unknown","145","[c]","34970","32400"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","AA","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","AO","150","[c]","22640","22680"
"Leaver CS","2021","Unknown","Ministry of Justice","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","HEO","35","[c]","31200","30850"
"Leaver CS","2021","Unknown","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","AA","270","[c]","17210","16840"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","AO","700","[c]","19560","18890"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","EO","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Outside London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","AA","70","[c]","20540","20070"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","AO","90","[c]","23080","22820"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","EO","110","[c]","29910","29350"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","HEO","40","[c]","34490","33620"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","SEO","40","[c]","44180","45190"
"Leaver CS","2021","Unknown","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","G6","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","G7","45","[c]","54770","52390"
"Leaver CS","2021","White","Attorney General's Departments","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","AO","40","[c]","21670","21950"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","G7","70","[c]","57000","55610"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Attorney General's Departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Charity Commission","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","G7","35","[c]","54600","53600"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Digital, Culture, Media and Sport","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Outside London","SEO","35","[c]","38190","36960"
"Leaver CS","2021","White","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Education","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Environment, Food and Rural Affairs","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Transport","Outside London","AA","70","[c]","18010","18060"
"Leaver CS","2021","White","Department for Transport","Outside London","AO","160","[c]","21960","21590"
"Leaver CS","2021","White","Department for Transport","Outside London","EO","115","[c]","27500","26780"
