"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cheshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cheshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cheshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cumbria","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cumbria","EO","20","[c]","18700","18330"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Cumbria","Unknown","15","[c]","41280","37900"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","AO","10","[c]","21280","21020"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","AO","10","[c]","21170","21130"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","EO","10","[c]","27780","28290"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Lancashire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Merseyside","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Merseyside","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","North West (England)","Merseyside","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","AA","15","[c]","19830","19800"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","AO","15","[c]","22160","21880"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","HEO","65","[c]","35930","36960"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","AA","15","[c]","18910","18920"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","AO","15","[c]","24720","21580"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","HEO","20","[c]","35590","34390"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Highlands and Islands","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Highlands and Islands","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","North Eastern Scotland","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Southern Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","AA","20","[c]","19900","19560"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","AO","40","[c]","31650","38120"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","EO","10","[c]","32440","27090"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","HEO","15","[c]","35110","33630"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","SEO","10","[c]","42690","40580"
"Leaver CS","2021","Ministry of Defence","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","30","[c]","19300","18920"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","65","[c]","25560","22470"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","55","[c]","27080","29930"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","20","[c]","37040","35300"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","15","[c]","43500","43260"
"Leaver CS","2021","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","AA","45","[c]","18520","19050"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","AO","80","[c]","24490","21130"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","EO","95","[c]","27700","26670"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","G7","20","[c]","52320","54090"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","HEO","85","[c]","33530","33300"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","SEO","35","[c]","40030","40580"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","AA","30","[c]","17750","17180"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","AO","10","[c]","23250","21130"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","HEO","10","[c]","29070","28650"
"Leaver CS","2021","Ministry of Defence","South East (England)","Kent","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South East (England)","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","AO","15","[c]","21070","21020"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","EO","15","[c]","26580","26670"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","AA","30","[c]","19170","19050"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","AO","40","[c]","22820","21370"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","EO","30","[c]","26020","26670"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","HEO","20","[c]","33980","33300"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","AO","25","[c]","20990","21090"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","EO","40","[c]","26710","26740"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","HEO","40","[c]","34100","33420"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","SEO","25","[c]","42950","42510"
"Leaver CS","2021","Ministry of Defence","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","40","[c]","18070","17180"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","70","[c]","23010","20920"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","135","[c]","23370","22780"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","15","[c]","73660","68690"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","70","[c]","52770","53110"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","165","[c]","31250","32310"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","15","[c]","102010","99880"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","175","[c]","41190","40690"
"Leaver CS","2021","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","35","[c]","40480","38180"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","Unknown","150","[c]","34870","32400"
"Leaver CS","2021","Ministry of Defence","Wales","East Wales","AA","10","[c]","19180","19560"
"Leaver CS","2021","Ministry of Defence","Wales","East Wales","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Wales","East Wales","EO","15","[c]","29280","28970"
"Leaver CS","2021","Ministry of Defence","Wales","East Wales","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Wales","West Wales and The Valleys","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Wales","West Wales and The Valleys","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Wales","West Wales and The Valleys","EO","35","[c]","31040","30690"
"Leaver CS","2021","Ministry of Defence","Wales","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","15","[c]","25740","21370"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","10","[c]","24070","24860"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","AO","15","[c]","23560","21250"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","EO","15","[c]","28510","29290"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","HEO","15","[c]","34820","35430"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","West Midlands","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","15","[c]","31230","38120"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","20","[c]","27440","26930"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","AA","20","[c]","18780","18800"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","AO","30","[c]","24650","21370"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","EO","10","[c]","28030","27530"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","HEO","20","[c]","36380","33630"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East of England","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East of England","East Anglia","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","G7","15","[c]","56190","51580"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","HEO","10","[c]","33700","32560"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Inner London - West","SEO","10","[c]","42290","42000"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North East (England)","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","Cheshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","Merseyside","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","[c]","21060","21270"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","15","[c]","61640","61120"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","15","[c]","45490","42880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","AA","35","[c]","16900","16930"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","AO","140","[c]","19530","18890"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","EO","35","[c]","21410","21170"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","150","[c]","19850","18890"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","AO","50","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East of England","Bedfordshire and Hertfordshire","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East of England","Bedfordshire and Hertfordshire","AO","75","[c]","21560","20700"
