"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G7","Female","100","[c]","56270","55650"
"Leaver CS","2021","Unknown","London","G7","Male","125","[c]","57050","56340"
"Leaver CS","2021","Unknown","London","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","HEO","Female","155","[c]","32770","34550"
"Leaver CS","2021","Unknown","London","HEO","Male","150","[c]","33850","35240"
"Leaver CS","2021","Unknown","London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO","Female","65","[c]","41710","40920"
"Leaver CS","2021","Unknown","London","SEO","Male","85","[c]","42550","42460"
"Leaver CS","2021","Unknown","London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","AA","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","AO","Female","465","[c]","20730","21010"
"Leaver CS","2021","Unknown","North East (England)","AO","Male","235","[c]","20870","21010"
"Leaver CS","2021","Unknown","North East (England)","EO","Female","180","[c]","27240","27570"
"Leaver CS","2021","Unknown","North East (England)","EO","Male","100","[c]","27110","27570"
"Leaver CS","2021","Unknown","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","HEO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","AO","Female","475","[c]","20670","21010"
"Leaver CS","2021","Unknown","North West (England)","AO","Male","270","[c]","20850","21010"
"Leaver CS","2021","Unknown","North West (England)","EO","Female","260","[c]","27090","27570"
"Leaver CS","2021","Unknown","North West (England)","EO","Male","170","[c]","27060","27570"
"Leaver CS","2021","Unknown","North West (England)","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","HEO","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","HEO","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","AA","Female","50","[c]","21270","21150"
"Leaver CS","2021","Unknown","Scotland","AA","Male","35","[c]","20950","21150"
"Leaver CS","2021","Unknown","Scotland","AO","Female","400","[c]","21320","21010"
"Leaver CS","2021","Unknown","Scotland","AO","Male","230","[c]","22050","21010"
"Leaver CS","2021","Unknown","Scotland","EO","Female","205","[c]","27430","27570"
"Leaver CS","2021","Unknown","Scotland","EO","Male","160","[c]","28130","27570"
"Leaver CS","2021","Unknown","Scotland","G6","Female","30","[c]","71130","73940"
"Leaver CS","2021","Unknown","Scotland","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","HEO","Female","75","[c]","33560","33620"
"Leaver CS","2021","Unknown","Scotland","HEO","Male","80","[c]","34490","35110"
"Leaver CS","2021","Unknown","Scotland","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","SEO","Female","55","[c]","42780","42190"
"Leaver CS","2021","Unknown","Scotland","SEO","Male","60","[c]","45080","46600"
"Leaver CS","2021","Unknown","South East (England)","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","AO","Female","180","[c]","21810","21010"
"Leaver CS","2021","Unknown","South East (England)","AO","Male","100","[c]","21710","21010"
"Leaver CS","2021","Unknown","South East (England)","EO","Female","155","[c]","28340","27570"
"Leaver CS","2021","Unknown","South East (England)","EO","Male","110","[c]","28090","27570"
"Leaver CS","2021","Unknown","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","AO","Female","130","[c]","20830","21010"
"Leaver CS","2021","Unknown","South West (England)","AO","Male","75","[c]","20940","21010"
"Leaver CS","2021","Unknown","South West (England)","EO","Female","105","[c]","27320","27570"
"Leaver CS","2021","Unknown","South West (England)","EO","Male","75","[c]","27000","27570"
"Leaver CS","2021","Unknown","South West (England)","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","HEO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","220","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","110","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","AO","Female","255","[c]","20670","21010"
"Leaver CS","2021","Unknown","Wales","AO","Male","130","[c]","20820","21010"
"Leaver CS","2021","Unknown","Wales","EO","Female","140","[c]","27210","27570"
"Leaver CS","2021","Unknown","Wales","EO","Male","90","[c]","27060","27570"
"Leaver CS","2021","Unknown","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","HEO","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","HEO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","AO","Female","235","[c]","20600","21010"
"Leaver CS","2021","Unknown","West Midlands (England)","AO","Male","115","[c]","20730","21010"
"Leaver CS","2021","Unknown","West Midlands (England)","EO","Female","170","[c]","27160","27570"
"Leaver CS","2021","Unknown","West Midlands (England)","EO","Male","95","[c]","27110","27570"
"Leaver CS","2021","Unknown","West Midlands (England)","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","HEO","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","AO","Female","300","[c]","20750","21010"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","AO","Male","150","[c]","20830","21010"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","EO","Female","265","[c]","27070","27570"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","EO","Male","130","[c]","27160","27570"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","HEO","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","HEO","Male","75","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SEO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","South West (England)","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
