"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","Undeclared","80","75","36350","33530"
"In post","2021","Declared disabled","Digital, Data & Technology","Outside London","Unknown","90","85","35370","33730"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Heterosexual / straight","145","145","49230","44510"
"In post","2021","Declared disabled","Finance","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","Heterosexual / straight","500","460","34310","31810"
"In post","2021","Declared disabled","Finance","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outside London","Undeclared","55","50","34380","29200"
"In post","2021","Declared disabled","Finance","Outside London","Unknown","45","45","29610","25560"
"In post","2021","Declared disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","Heterosexual / straight","90","80","26600","25190"
"In post","2021","Declared disabled","Grants Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Outside London","Unknown","50","45","24270","21050"
"In post","2021","Declared disabled","Human Resources","London","Heterosexual / straight","260","250","48010","40970"
"In post","2021","Declared disabled","Human Resources","London","LGBO","45","45","47360","45980"
"In post","2021","Declared disabled","Human Resources","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outside London","Heterosexual / straight","690","645","35290","31810"
"In post","2021","Declared disabled","Human Resources","Outside London","LGBO","65","65","34660","31870"
"In post","2021","Declared disabled","Human Resources","Outside London","Undeclared","65","60","34290","29690"
"In post","2021","Declared disabled","Human Resources","Outside London","Unknown","45","40","32200","26750"
"In post","2021","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","50","50","42740","39980"
"In post","2021","Declared disabled","Internal Audit","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","London","Heterosexual / straight","315","290","49970","51730"
"In post","2021","Declared disabled","Legal","London","LGBO","55","55","50920","51670"
"In post","2021","Declared disabled","Legal","London","Undeclared","40","35","52870","54110"
"In post","2021","Declared disabled","Legal","London","Unknown","35","30","44460","39870"
"In post","2021","Declared disabled","Legal","Outside London","Heterosexual / straight","595","550","40480","38000"
"In post","2021","Declared disabled","Legal","Outside London","LGBO","45","40","41500","32540"
"In post","2021","Declared disabled","Legal","Outside London","Undeclared","75","65","42200","40430"
"In post","2021","Declared disabled","Legal","Outside London","Unknown","90","80","39450","33310"
"In post","2021","Declared disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","London","Heterosexual / straight","2570","2470","39990","35540"
"In post","2021","Declared disabled","No function","London","LGBO","445","440","41390","36160"
"In post","2021","Declared disabled","No function","London","Undeclared","335","330","38640","34790"
"In post","2021","Declared disabled","No function","London","Unknown","225","210","39810","35900"
"In post","2021","Declared disabled","No function","Outside London","Heterosexual / straight","10225","9315","28820","26290"
"In post","2021","Declared disabled","No function","Outside London","LGBO","1105","1065","28380","25560"
"In post","2021","Declared disabled","No function","Outside London","Undeclared","1435","1265","28340","26130"
"In post","2021","Declared disabled","No function","Outside London","Unknown","1035","895","28380","25870"
"In post","2021","Declared disabled","No function","Overseas","Heterosexual / straight","85","85","49180","39580"
"In post","2021","Declared disabled","No function","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","London","Heterosexual / straight","340","325","49050","44980"
"In post","2021","Declared disabled","Project Delivery","London","LGBO","45","45","50150","45960"
"In post","2021","Declared disabled","Project Delivery","London","Undeclared","35","35","51220","45150"
"In post","2021","Declared disabled","Project Delivery","London","Unknown","30","30","51050","41760"
"In post","2021","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","1635","1565","36970","33930"
"In post","2021","Declared disabled","Project Delivery","Outside London","LGBO","130","125","34480","32180"
"In post","2021","Declared disabled","Project Delivery","Outside London","Undeclared","265","245","37300","35370"
"In post","2021","Declared disabled","Project Delivery","Outside London","Unknown","115","105","34930","32730"
"In post","2021","Declared disabled","Project Delivery","Overseas","Heterosexual / straight","35","35","55370","53000"
"In post","2021","Declared disabled","Project Delivery","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Heterosexual / straight","80","75","45370","36160"
"In post","2021","Declared disabled","Property","London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Property","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Property","Outside London","Heterosexual / straight","455","425","33070","31810"
"In post","2021","Declared disabled","Property","Outside London","LGBO","30","30","29820","26450"
"In post","2021","Declared disabled","Property","Outside London","Undeclared","65","65","34440","33300"
"In post","2021","Declared disabled","Property","Outside London","Unknown","60","60","29670","26530"
"In post","2021","Declared disabled","Property","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","London","Heterosexual / straight","75","70","40580","37560"
"In post","2021","Declared disabled","Security","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Security","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Outside London","Heterosexual / straight","410","395","29850","26670"
"In post","2021","Declared disabled","Security","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","Outside London","Undeclared","75","70","31910","33000"
"In post","2021","Declared disabled","Security","Outside London","Unknown","30","30","32010","31550"
"In post","2021","Declared disabled","Security","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","London","Heterosexual / straight","2160","2010","36130","31060"
"In post","2021","Declared disabled","Unknown","London","LGBO","230","220","38040","31060"
"In post","2021","Declared disabled","Unknown","London","Undeclared","395","360","34890","31060"
"In post","2021","Declared disabled","Unknown","London","Unknown","220","195","34340","31060"
"In post","2021","Declared disabled","Unknown","Outside London","Heterosexual / straight","13555","12060","27530","27570"
"In post","2021","Declared disabled","Unknown","Outside London","LGBO","1325","1250","28400","27570"
"In post","2021","Declared disabled","Unknown","Outside London","Undeclared","1950","1720","27120","27570"
"In post","2021","Declared disabled","Unknown","Outside London","Unknown","1480","1250","26220","27570"
"In post","2021","Declared disabled","Unknown","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","115","110","29970","27570"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","London","Heterosexual / straight","1835","1785","50120","45960"
"In post","2021","Declared non-disabled","Analysis","London","LGBO","165","160","46290","42020"
"In post","2021","Declared non-disabled","Analysis","London","Undeclared","145","140","51100","53330"
"In post","2021","Declared non-disabled","Analysis","London","Unknown","105","105","53480","51280"
"In post","2021","Declared non-disabled","Analysis","Outside London","Heterosexual / straight","1725","1635","39650","37320"
"In post","2021","Declared non-disabled","Analysis","Outside London","LGBO","115","110","37050","33250"
"In post","2021","Declared non-disabled","Analysis","Outside London","Undeclared","120","110","37770","36030"
"In post","2021","Declared non-disabled","Analysis","Outside London","Unknown","330","315","36690","34430"
"In post","2021","Declared non-disabled","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","London","Heterosexual / straight","770","755","54550","47150"
"In post","2021","Declared non-disabled","Commercial","London","LGBO","35","30","49830","52100"
"In post","2021","Declared non-disabled","Commercial","London","Undeclared","65","65","52150","39440"
"In post","2021","Declared non-disabled","Commercial","London","Unknown","95","90","65080","50710"
"In post","2021","Declared non-disabled","Commercial","Outside London","Heterosexual / straight","2385","2310","39580","36480"
"In post","2021","Declared non-disabled","Commercial","Outside London","LGBO","85","85","34010","32440"
"In post","2021","Declared non-disabled","Commercial","Outside London","Undeclared","220","205","36660","34450"
"In post","2021","Declared non-disabled","Commercial","Outside London","Unknown","280","275","42250","39650"
"In post","2021","Declared non-disabled","Commercial","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","London","Heterosexual / straight","1170","1140","45760","41600"
"In post","2021","Declared non-disabled","Communications","London","LGBO","110","110","44470","42130"
"In post","2021","Declared non-disabled","Communications","London","Undeclared","85","85","42390","40600"
"In post","2021","Declared non-disabled","Communications","London","Unknown","85","80","47860","42540"
"In post","2021","Declared non-disabled","Communications","Outside London","Heterosexual / straight","2680","2570","31420","28590"
"In post","2021","Declared non-disabled","Communications","Outside London","LGBO","160","155","30670","25960"
"In post","2021","Declared non-disabled","Communications","Outside London","Undeclared","175","160","29720","26930"
"In post","2021","Declared non-disabled","Communications","Outside London","Unknown","255","240","31520","29270"
"In post","2021","Declared non-disabled","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","Heterosexual / straight","1140","1105","40450","36160"
"In post","2021","Declared non-disabled","Counter Fraud","London","LGBO","55","55","37740","36160"
"In post","2021","Declared non-disabled","Counter Fraud","London","Undeclared","105","100","38220","36160"
"In post","2021","Declared non-disabled","Counter Fraud","London","Unknown","120","115","38380","36160"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","Heterosexual / straight","3675","3455","32830","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","LGBO","150","150","32830","28130"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","Undeclared","265","245","33630","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","Unknown","405","365","31670","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","London","Heterosexual / straight","190","175","28310","25630"
"In post","2021","Declared non-disabled","Debt","London","LGBO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","London","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","London","Unknown","70","60","27280","25630"
"In post","2021","Declared non-disabled","Debt","Outside London","Heterosexual / straight","1530","1380","23680","20640"
"In post","2021","Declared non-disabled","Debt","Outside London","LGBO","105","100","22780","20140"
"In post","2021","Declared non-disabled","Debt","Outside London","Undeclared","130","110","23240","21440"
"In post","2021","Declared non-disabled","Debt","Outside London","Unknown","245","200","23720","21440"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","1645","1615","50200","52290"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","LGBO","140","135","51270","54700"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","Undeclared","170","165","50710","51710"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","Unknown","155","155","47410","44610"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","4525","4385","39790","37340"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Outside London","LGBO","195","190","37430","33530"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Undeclared","430","415","39040","36970"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","1240","1180","39960","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
