"Status","Year","Age","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","SEO/HEO","105","105","36450","37000"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","Unknown","75","75","23530","22920"
"In post","2021","20-29","East of England","East Anglia","AA/AO","855","825","23790","21950"
"In post","2021","20-29","East of England","East Anglia","EO","360","360","26300","26670"
"In post","2021","20-29","East of England","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","East of England","East Anglia","SEO/HEO","195","195","32010","31100"
"In post","2021","20-29","East of England","East Anglia","Unknown","85","85","25440","24020"
"In post","2021","20-29","East of England","Essex","AA/AO","270","265","23950","24180"
"In post","2021","20-29","East of England","Essex","EO","270","265","28030","29290"
"In post","2021","20-29","East of England","Essex","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","East of England","Essex","SEO/HEO","60","60","34200","31810"
"In post","2021","20-29","East of England","Essex","Unknown","60","60","22840","22920"
"In post","2021","20-29","London","Inner London - East","AA/AO","510","505","25740","24490"
"In post","2021","20-29","London","Inner London - East","EO","1140","1125","30090","31060"
"In post","2021","20-29","London","Inner London - East","G6/G7","255","255","55690","54700"
"In post","2021","20-29","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Inner London - East","SEO/HEO","990","975","36140","35930"
"In post","2021","20-29","London","Inner London - East","Unknown","145","145","28090","26810"
"In post","2021","20-29","London","Inner London - West","AA/AO","1130","1115","25440","24490"
"In post","2021","20-29","London","Inner London - West","EO","2830","2810","28450","27960"
"In post","2021","20-29","London","Inner London - West","G6/G7","3070","3060","55190","53870"
"In post","2021","20-29","London","Inner London - West","SCS level","35","35","69770","71000"
"In post","2021","20-29","London","Inner London - West","SEO/HEO","9375","9345","35590","34550"
"In post","2021","20-29","London","Inner London - West","Unknown","50","50","30830","28000"
"In post","2021","20-29","London","Outer London - East and North East","AA/AO","300","295","27110","25110"
"In post","2021","20-29","London","Outer London - East and North East","EO","310","305","31100","31060"
"In post","2021","20-29","London","Outer London - East and North East","SEO/HEO","15","15","35780","36650"
"In post","2021","20-29","London","Outer London - East and North East","Unknown","60","60","29270","26810"
"In post","2021","20-29","London","Outer London - South","AA/AO","315","310","23790","24120"
"In post","2021","20-29","London","Outer London - South","EO","510","505","29610","29570"
"In post","2021","20-29","London","Outer London - South","G6/G7","70","70","58740","59160"
"In post","2021","20-29","London","Outer London - South","SEO/HEO","470","470","36710","36160"
"In post","2021","20-29","London","Outer London - South","Unknown","35","35","29320","26810"
"In post","2021","20-29","London","Outer London - West and North West","AA/AO","405","390","26440","25630"
"In post","2021","20-29","London","Outer London - West and North West","EO","670","665","29510","29250"
"In post","2021","20-29","London","Outer London - West and North West","G6/G7","10","10","51730","52610"
"In post","2021","20-29","London","Outer London - West and North West","SEO/HEO","240","240","34910","35050"
"In post","2021","20-29","London","Outer London - West and North West","Unknown","65","65","28350","26810"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","AA/AO","1165","1120","20540","20140"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","EO","915","900","26010","25560"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","G6/G7","45","45","51610","52580"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","510","510","32530","31810"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","Unknown","55","55","24730","22920"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","AA/AO","840","810","22190","21430"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","EO","245","245","26850","27130"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","SEO/HEO","95","95","32140","30200"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","Unknown","50","50","24480","22920"
"In post","2021","20-29","North West (England)","Cheshire","AA/AO","255","255","22700","21300"
"In post","2021","20-29","North West (England)","Cheshire","EO","295","295","29270","28840"
"In post","2021","20-29","North West (England)","Cheshire","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Cheshire","SEO/HEO","50","50","35150","36630"
"In post","2021","20-29","North West (England)","Cheshire","Unknown","25","25","23630","22920"
"In post","2021","20-29","North West (England)","Cumbria","AA/AO","145","145","21700","21050"
"In post","2021","20-29","North West (England)","Cumbria","EO","35","35","25630","25100"
"In post","2021","20-29","North West (England)","Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","North West (England)","Cumbria","Unknown","30","30","29000","30810"
"In post","2021","20-29","North West (England)","Greater Manchester","AA/AO","1165","1135","21040","20600"
"In post","2021","20-29","North West (England)","Greater Manchester","EO","1055","1045","25980","25560"
"In post","2021","20-29","North West (England)","Greater Manchester","G6/G7","110","110","51650","52580"
"In post","2021","20-29","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Greater Manchester","SEO/HEO","825","820","32770","31810"
"In post","2021","20-29","North West (England)","Greater Manchester","Unknown","120","115","25570","23840"
"In post","2021","20-29","North West (England)","Lancashire","AA/AO","965","935","21720","21010"
"In post","2021","20-29","North West (England)","Lancashire","EO","440","435","27090","27570"
"In post","2021","20-29","North West (England)","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","North West (England)","Lancashire","SEO/HEO","95","95","32210","31990"
"In post","2021","20-29","North West (England)","Lancashire","Unknown","55","50","25170","23380"
"In post","2021","20-29","North West (England)","Merseyside","AA/AO","1200","1145","21060","21430"
"In post","2021","20-29","North West (England)","Merseyside","EO","985","965","25500","25040"
"In post","2021","20-29","North West (England)","Merseyside","G6/G7","30","30","50490","52580"
"In post","2021","20-29","North West (England)","Merseyside","SEO/HEO","385","380","31950","31810"
"In post","2021","20-29","North West (England)","Merseyside","Unknown","60","55","24510","22920"
"In post","2021","20-29","Northern Ireland","Northern Ireland","AA/AO","260","245","20360","20140"
"In post","2021","20-29","Northern Ireland","Northern Ireland","EO","110","105","25520","25560"
"In post","2021","20-29","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Northern Ireland","SEO/HEO","50","50","32670","31810"
"In post","2021","20-29","Overseas","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","EO","20","20","27770","26670"
"In post","2021","20-29","Overseas","Overseas","G6/G7","40","40","53140","52840"
"In post","2021","20-29","Overseas","Overseas","SEO/HEO","225","225","35900","34220"
"In post","2021","20-29","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Scotland","Eastern Scotland","AA/AO","1410","1370","21730","21010"
"In post","2021","20-29","Scotland","Eastern Scotland","EO","815","810","27680","27570"
"In post","2021","20-29","Scotland","Eastern Scotland","G6/G7","65","65","52570","52480"
"In post","2021","20-29","Scotland","Eastern Scotland","SEO/HEO","665","660","34220","32140"
"In post","2021","20-29","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Highlands and Islands","AA/AO","120","115","22080","21100"
"In post","2021","20-29","Scotland","Highlands and Islands","EO","60","60","28040","27840"
"In post","2021","20-29","Scotland","Highlands and Islands","SEO/HEO","10","10","34500","35580"
"In post","2021","20-29","Scotland","North Eastern Scotland","AA/AO","115","110","23830","22220"
"In post","2021","20-29","Scotland","North Eastern Scotland","EO","75","75","28500","27840"
"In post","2021","20-29","Scotland","North Eastern Scotland","SEO/HEO","40","40","34340","33550"
"In post","2021","20-29","Scotland","Southern Scotland","AA/AO","330","320","21010","20140"
"In post","2021","20-29","Scotland","Southern Scotland","EO","215","215","25590","26120"
"In post","2021","20-29","Scotland","Southern Scotland","G6/G7","15","15","45280","48500"
"In post","2021","20-29","Scotland","Southern Scotland","SEO/HEO","145","145","33860","33930"
"In post","2021","20-29","Scotland","West Central Scotland","AA/AO","1240","1190","21530","20920"
"In post","2021","20-29","Scotland","West Central Scotland","EO","705","700","26430","26160"
"In post","2021","20-29","Scotland","West Central Scotland","G6/G7","35","35","50770","52580"
"In post","2021","20-29","Scotland","West Central Scotland","SEO/HEO","440","440","33970","32140"
"In post","2021","20-29","Scotland","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","795","785","25940","26610"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","370","365","28040","27570"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","15","15","52180","51970"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","165","165","34590","33390"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","135","135","24100","24020"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","AA/AO","615","590","22350","20920"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","EO","510","505","25740","26350"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","G6/G7","30","30","49610","49100"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","SEO/HEO","715","710","32280","30730"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","Unknown","55","55","25810","22920"
"In post","2021","20-29","South East (England)","Kent","AA/AO","700","690","25750","24440"
"In post","2021","20-29","South East (England)","Kent","EO","380","380","27480","26060"
"In post","2021","20-29","South East (England)","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Kent","SEO/HEO","85","85","31490","29430"
"In post","2021","20-29","South East (England)","Kent","Unknown","40","40","25970","24020"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","AA/AO","560","550","25450","24370"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","EO","375","370","27540","27570"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","G6/G7","10","10","51340","52290"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","SEO/HEO","90","90","33000","32350"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","Unknown","75","75","24740","22920"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","AA/AO","75","70","20830","21010"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","EO","45","40","27410","27570"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Devon","AA/AO","530","520","22280","21080"
"In post","2021","20-29","South West (England)","Devon","EO","290","290","26420","27130"
"In post","2021","20-29","South West (England)","Devon","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","South West (England)","Devon","SEO/HEO","170","170","34930","33840"
"In post","2021","20-29","South West (England)","Devon","Unknown","35","35","27750","29750"
"In post","2021","20-29","South West (England)","Dorset and Somerset","AA/AO","290","285","22640","21490"
"In post","2021","20-29","South West (England)","Dorset and Somerset","EO","145","140","26270","26740"
"In post","2021","20-29","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Dorset and Somerset","SEO/HEO","70","70","33260","33290"
"In post","2021","20-29","South West (England)","Dorset and Somerset","Unknown","40","40","23870","22920"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","910","885","21380","20920"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1760","1735","24470","25550"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","100","100","50800","52260"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","2140","2125","31950","31600"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","430","430","28050","27540"
"In post","2021","20-29","Unknown","Unknown","AA/AO","45","45","21460","21010"
"In post","2021","20-29","Unknown","Unknown","EO","100","95","27360","27570"
"In post","2021","20-29","Unknown","Unknown","G6/G7","20","20","54490","54700"
"In post","2021","20-29","Unknown","Unknown","SEO/HEO","350","350","31170","31990"
"In post","2021","20-29","Unknown","Unknown","Unknown","375","375","28960","28980"
"In post","2021","20-29","Wales","East Wales","AA/AO","1375","1345","21250","20500"
"In post","2021","20-29","Wales","East Wales","EO","1085","1075","25930","25560"
"In post","2021","20-29","Wales","East Wales","G6/G7","90","90","51740","49600"
"In post","2021","20-29","Wales","East Wales","SEO/HEO","845","840","32970","31810"
"In post","2021","20-29","Wales","East Wales","Unknown","70","70","24670","22920"
"In post","2021","20-29","Wales","West Wales and The Valleys","AA/AO","1150","1095","21250","21590"
"In post","2021","20-29","Wales","West Wales and The Valleys","EO","415","410","27180","27570"
"In post","2021","20-29","Wales","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","West Wales and The Valleys","SEO/HEO","125","125","34540","32540"
"In post","2021","20-29","Wales","West Wales and The Valleys","Unknown","85","85","24510","22920"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","365","360","22600","22850"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","110","110","25590","26470"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","20","20","33380","30980"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","45","40","23400","22920"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","AA/AO","645","630","22480","22350"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","EO","305","300","26870","27570"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","115","115","33510","33000"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","Unknown","45","45","25430","22920"
"In post","2021","20-29","West Midlands (England)","West Midlands","AA/AO","1005","975","20680","20140"
"In post","2021","20-29","West Midlands (England)","West Midlands","EO","905","895","26100","25560"
"In post","2021","20-29","West Midlands (England)","West Midlands","G6/G7","70","70","51850","52580"
"In post","2021","20-29","West Midlands (England)","West Midlands","SEO/HEO","525","525","32550","31810"
"In post","2021","20-29","West Midlands (England)","West Midlands","Unknown","125","120","24400","22920"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","465","460","23180","22350"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","120","115","26960","27380"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","15","15","29450","29750"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","35","35","23250","22920"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","AA/AO","200","200","21760","20920"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","EO","170","165","26160","26370"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","SEO/HEO","125","125","32390","31340"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","Unknown","30","30","24810","22920"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","AA/AO","620","605","22250","21430"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","EO","375","370","26170","25040"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","G6/G7","50","50","52730","50400"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","SEO/HEO","310","305","33110","31990"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","Unknown","55","55","24670","22920"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","AA/AO","1305","1275","21590","20600"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","EO","1015","1005","26000","25560"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","G6/G7","110","110","51690","52150"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","SEO/HEO","690","685","31980","31810"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","Unknown","95","95","24460","22920"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","720","660","22420","21010"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","EO","705","660","26350","26330"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","180","170","53800","52580"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","735","705","34450","31810"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","125","110","29570","30210"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","615","545","22340","21010"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","380","360","27280","27570"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","35","30","54290","49960"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","220","205","35000","33300"
