"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","EO","EO","10","10","24430","25770"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","G6/G7","G7","20","15","54470","53430"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","SEO","25","25","42240","41380"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon","G6/G7","G6","25","25","61200","60490"
"In post","2021","Commercial","Devon","G6/G7","G7","65","65","48390","47960"
"In post","2021","Commercial","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO/HEO","HEO","45","40","32690","32730"
"In post","2021","Commercial","Devon","SEO/HEO","SEO","60","55","39620","38550"
"In post","2021","Commercial","Devon","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","EO","10","10","25340","25950"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","HEO","20","20","32550","33290"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","SEO","20","20","43880","42620"
"In post","2021","Commercial","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","EO","25","25","25550","26670"
"In post","2021","Commercial","East Anglia","G6/G7","G6","10","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6/G7","G7","20","20","52140","48000"
"In post","2021","Commercial","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO/HEO","HEO","65","65","31470","31360"
"In post","2021","Commercial","East Anglia","SEO/HEO","SEO","95","90","40870","40320"
"In post","2021","Commercial","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","EO","35","35","26170","26810"
"In post","2021","Commercial","East Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6/G7","G7","25","25","51440","49100"
"In post","2021","Commercial","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO/HEO","HEO","45","45","30620","29540"
"In post","2021","Commercial","East Wales","SEO/HEO","SEO","40","40","39970","37360"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA/AO","AA","20","15","20350","20810"
"In post","2021","Commercial","Eastern Scotland","AA/AO","AO","25","20","24890","25870"
"In post","2021","Commercial","Eastern Scotland","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","HEO","15","15","37110","38140"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","SEO","10","10","45400","45220"
"In post","2021","Commercial","Eastern Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","25","25","21010","20920"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","195","185","24040","23520"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","60","60","70160","69530"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","175","170","53520","54110"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","20","20","105780","101880"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","425","405","31780","33000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","385","365","40710","40720"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","135","135","38200","35230"
"In post","2021","Commercial","Greater Manchester","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","EO","30","30","26080","25620"
"In post","2021","Commercial","Greater Manchester","G6/G7","G6","15","15","69350","64670"
"In post","2021","Commercial","Greater Manchester","G6/G7","G7","30","30","53430","50520"
"In post","2021","Commercial","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","HEO","45","40","31320","31000"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","SEO","90","85","39940","38630"
"In post","2021","Commercial","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","EO","50","50","26490","26670"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","HEO","65","60","33330","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","SEO","75","75","41500","42080"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","EO","10","10","27970","26410"
"In post","2021","Commercial","Inner London - East","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SEO/HEO","HEO","15","15","33760","32870"
"In post","2021","Commercial","Inner London - East","SEO/HEO","SEO","35","35","43720","43490"
"In post","2021","Commercial","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","AA/AO","AO","10","10","24040","24230"
"In post","2021","Commercial","Inner London - West","EO","EO","60","55","28780","29240"
"In post","2021","Commercial","Inner London - West","G6/G7","G6","70","65","72860","71080"
"In post","2021","Commercial","Inner London - West","G6/G7","G7","110","110","57760","54760"
"In post","2021","Commercial","Inner London - West","SCS level","SCS level","50","45","86340","77510"
"In post","2021","Commercial","Inner London - West","SEO/HEO","HEO","85","85","35180","34710"
"In post","2021","Commercial","Inner London - West","SEO/HEO","SEO","185","180","43310","41970"
"In post","2021","Commercial","Inner London - West","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lancashire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","SEO/HEO","SEO","15","15","47440","45650"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","15","15","48400","51150"
"In post","2021","Commercial","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","EO","EO","35","30","23830","22590"
"In post","2021","Commercial","Merseyside","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","G6/G7","G7","30","30","49450","48240"
"In post","2021","Commercial","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","SEO/HEO","HEO","65","60","28530","28180"
"In post","2021","Commercial","Merseyside","SEO/HEO","SEO","90","90","37130","35570"
"In post","2021","Commercial","North Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","G6/G7","G7","10","10","53150","52070"
"In post","2021","Commercial","North Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","SEO/HEO","HEO","15","15","31010","30610"
"In post","2021","Commercial","North Yorkshire","SEO/HEO","SEO","20","20","39150","38180"
"In post","2021","Commercial","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","SEO/HEO","SEO","15","15","40100","40780"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","AA/AO","AO","15","15","24980","24440"
"In post","2021","Commercial","Outer London - South","EO","EO","20","20","30450","30110"
"In post","2021","Commercial","Outer London - South","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - South","G6/G7","G7","15","15","65640","67890"
"In post","2021","Commercial","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","SEO/HEO","HEO","30","30","36540","35610"
"In post","2021","Commercial","Outer London - South","SEO/HEO","SEO","60","60","46960","46600"
"In post","2021","Commercial","Outer London - West and North West","AA/AO","AO","20","20","22620","22120"
"In post","2021","Commercial","Outer London - West and North West","EO","EO","10","10","28650","27730"
"In post","2021","Commercial","Outer London - West and North West","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","G6/G7","G7","10","10","52200","52530"
"In post","2021","Commercial","Outer London - West and North West","SEO/HEO","HEO","10","10","32050","33100"
"In post","2021","Commercial","Outer London - West and North West","SEO/HEO","SEO","10","10","45100","41950"
"In post","2021","Commercial","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO/HEO","HEO","10","10","37810","36460"
"In post","2021","Commercial","Overseas","SEO/HEO","SEO","10","10","47440","46410"
"In post","2021","Commercial","Shropshire and Staffordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","EO","EO","25","20","26200","26350"
"In post","2021","Commercial","Shropshire and Staffordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","SEO/HEO","HEO","25","25","32650","33300"
"In post","2021","Commercial","Shropshire and Staffordshire","SEO/HEO","SEO","35","35","43650","41220"
"In post","2021","Commercial","South Yorkshire","EO","EO","15","15","25590","25000"
"In post","2021","Commercial","South Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","G6/G7","G7","15","15","51540","50400"
"In post","2021","Commercial","South Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","SEO/HEO","HEO","20","20","30330","29730"
"In post","2021","Commercial","South Yorkshire","SEO/HEO","SEO","50","45","39880","38000"
"In post","2021","Commercial","Southern Scotland","EO","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","G6/G7","G7","15","15","50340","51960"
"In post","2021","Commercial","Southern Scotland","SEO/HEO","HEO","15","15","33370","33930"
"In post","2021","Commercial","Southern Scotland","SEO/HEO","SEO","30","30","41050","39860"
"In post","2021","Commercial","Surrey, East and West Sussex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","SEO/HEO","SEO","20","20","45950","42630"
"In post","2021","Commercial","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","G6/G7","G7","15","15","54150","50630"
"In post","2021","Commercial","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","SEO/HEO","HEO","20","20","30640","30090"
"In post","2021","Commercial","Tees Valley and Durham","SEO/HEO","SEO","35","35","42690","40780"
"In post","2021","Commercial","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","AA/AO","AO","15","15","24890","25870"
"In post","2021","Commercial","West Central Scotland","EO","EO","20","20","27770","26670"
"In post","2021","Commercial","West Central Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","SEO/HEO","HEO","35","35","34570","34710"
"In post","2021","Commercial","West Central Scotland","SEO/HEO","SEO","20","20","41660","42080"
"In post","2021","Commercial","West Central Scotland","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","EO","EO","20","20","26410","26000"
"In post","2021","Commercial","West Midlands","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands","G6/G7","G7","15","15","52650","50630"
"In post","2021","Commercial","West Midlands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","SEO/HEO","HEO","20","20","32490","31560"
"In post","2021","Commercial","West Midlands","SEO/HEO","SEO","60","60","40020","38710"
"In post","2021","Commercial","West Midlands","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","AA/AO","AO","30","25","21570","21590"
"In post","2021","Commercial","West Wales and The Valleys","EO","EO","35","35","26580","26700"
"In post","2021","Commercial","West Wales and The Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","G6/G7","G7","15","15","54730","53730"
"In post","2021","Commercial","West Wales and The Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","SEO/HEO","HEO","45","40","31850","31860"
"In post","2021","Commercial","West Wales and The Valleys","SEO/HEO","SEO","35","35","42560","42040"
"In post","2021","Commercial","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","EO","EO","10","10","23430","23350"
"In post","2021","Commercial","West Yorkshire","G6/G7","G6","15","15","67070","64540"
"In post","2021","Commercial","West Yorkshire","G6/G7","G7","30","30","52540","51040"
"In post","2021","Commercial","West Yorkshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","SEO/HEO","HEO","55","55","29210","28970"
"In post","2021","Commercial","West Yorkshire","SEO/HEO","SEO","75","70","39220","36960"
"In post","2021","Commercial","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","EO","EO","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","15","15","21700","21580"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","25","25","27930","26930"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","20","20","33890","35000"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","15","15","40780","40580"
"In post","2021","Communications","Cheshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","EO","EO","10","10","25640","26700"
"In post","2021","Communications","Derbyshire and Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","G6/G7","G7","15","15","52050","52580"
"In post","2021","Communications","Derbyshire and Nottinghamshire","SEO/HEO","HEO","20","20","30910","31830"
"In post","2021","Communications","Derbyshire and Nottinghamshire","SEO/HEO","SEO","25","25","39670","38980"
