"Status","Year","Age","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","Nottingham","10","10","20910","20600"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","Suffolk","5","5","[c]","[c]"
"In post","2021","16-19","No function","East Wales","Cardiff and Vale of Glamorgan","25","25","20050","20140"
"In post","2021","16-19","No function","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2021","16-19","No function","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","City of Edinburgh","15","15","21100","20760"
"In post","2021","16-19","No function","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","20","17900","17710"
"In post","2021","16-19","No function","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester","Manchester","15","10","21780","20880"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Herefordshire, Worcestershire and Warwickshire","Worcestershire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","Lambeth","5","5","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - West","Westminster","40","40","24880","24300"
"In post","2021","16-19","No function","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2021","16-19","No function","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancashire","Mid Lancashire","10","10","20120","20140"
"In post","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2021","16-19","No function","Merseyside","Sefton","20","20","20180","20140"
"In post","2021","16-19","No function","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northumberland and Tyne and Wear","Sunderland","15","15","20140","20140"
"In post","2021","16-19","No function","Northumberland and Tyne and Wear","Tyneside","15","15","20170","20140"
"In post","2021","16-19","No function","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2021","16-19","No function","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2021","16-19","No function","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Midlands","Birmingham","10","10","19820","19930"
"In post","2021","16-19","No function","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Wales and The Valleys","Swansea","40","30","19380","18060"
"In post","2021","16-19","No function","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Yorkshire","Leeds","35","35","20300","20140"
"In post","2021","16-19","No function","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Devon","Plymouth","10","10","17720","16780"
"In post","2021","16-19","Project Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Wales","Flintshire and Wrexham","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","17790","17780"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","17080","16780"
"In post","2021","16-19","Project Delivery","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","[c]","[c]"
"In post","2021","16-19","Property","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Security","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","Peterborough","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","Suffolk","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","City of Edinburgh","40","40","21520","21150"
"In post","2021","16-19","Unknown","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","Thurrock","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
