"Status","Year","Age","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Economics","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Economics","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Economics","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Economics","Inner London - West","Westminster","25","25","26130","26250"
"In post","2021","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","19170","19040"
"In post","2021","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","West Central Scotland","North Lanarkshire","10","5","[c]","[c]"
"In post","2021","16-19","Finance","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","International Trade","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","10","10","21140","20880"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Peterborough","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Anglia","Suffolk","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","15","15","20040","20140"
"In post","2021","16-19","Operational Delivery","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Wales","Monmouthshire and Newport","10","10","21040","21430"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","City of Edinburgh","15","15","22100","21490"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Essex","Thurrock","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Greater Manchester","Manchester","10","10","20180","20740"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Lambeth","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Inner London - West","Westminster","10","10","23560","23520"
"In post","2021","16-19","Operational Delivery","Kent","East Kent","25","25","21230","21430"
"In post","2021","16-19","Operational Delivery","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Merseyside","Liverpool","15","10","20950","21430"
"In post","2021","16-19","Operational Delivery","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Midlands","Birmingham","10","10","19770","19930"
"In post","2021","16-19","Operational Delivery","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Wales and The Valleys","Swansea","40","30","19450","18060"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","16-19","Operational Delivery","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Operational Research","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","17930","17780"
"In post","2021","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Other","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Other","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2021","16-19","Policy","Inner London - West","Westminster","25","25","25350","24540"
"In post","2021","16-19","Policy","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Devon","Plymouth","10","10","17720","16780"
"In post","2021","16-19","Science and Engineering","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East Wales","Flintshire and Wrexham","15","15","16570","16780"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","17660","17780"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","17440","17710"
"In post","2021","16-19","Science and Engineering","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","17080","16780"
"In post","2021","16-19","Science and Engineering","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2021","16-19","Tax","East Wales","Cardiff and Vale of Glamorgan","15","15","20520","20140"
"In post","2021","16-19","Tax","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Eastern Scotland","City of Edinburgh","15","15","20140","20140"
"In post","2021","16-19","Tax","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Greater Manchester","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Merseyside","Sefton","20","20","20140","20140"
"In post","2021","16-19","Tax","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Northumberland and Tyne and Wear","Sunderland","10","10","20140","20140"
"In post","2021","16-19","Tax","Northumberland and Tyne and Wear","Tyneside","20","20","20380","20140"
"In post","2021","16-19","Tax","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Tax","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Yorkshire","Leeds","20","20","20140","20140"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
