"Status","Year","Organisation","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","Heterosexual / straight","1060","1005","26810","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","LGBO","85","85","25580","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","Undeclared","165","155","27090","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","Unknown","175","155","26190","25320"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","Heterosexual / straight","460","430","31270","28270"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","Undeclared","85","85","35670","33790"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","Unknown","80","75","29710","24370"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","Heterosexual / straight","215","205","44130","38470"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","Undeclared","55","50","45700","40360"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","Unknown","60","55","43100","37910"
"In post","2021","Attorney General's Office","Communications","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Heterosexual / straight","3165","3105","52120","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","LGBO","360","355","47390","42070"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Undeclared","400","395","50700","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Unknown","2485","2465","47110","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","Heterosexual / straight","1040","985","36540","33000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","LGBO","60","60","32610","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","Undeclared","85","80","34630","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","Unknown","1145","1125","45490","36460"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Heterosexual / straight","135","135","41930","35500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","435","435","34440","31890"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","Unknown","30","30","31870","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Heterosexual / straight","170","160","32800","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Unknown","270","255","34420","30220"
"In post","2021","Charity Commission","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Heterosexual / straight","40","40","31460","29160"
"In post","2021","Charity Commission","Operational Delivery","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","London","LGBO","[c]","[c]","[c]","[c]"
