"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data and Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outside London","Female","Heterosexual / straight","2200","2065","38260","35820"
"In post","2021","Digital, Data and Technology","Outside London","Female","LGBO","150","145","37520","33930"
"In post","2021","Digital, Data and Technology","Outside London","Female","Undeclared","330","315","37170","35000"
"In post","2021","Digital, Data and Technology","Outside London","Female","Unknown","695","660","37580","34660"
"In post","2021","Digital, Data and Technology","Outside London","Male","Heterosexual / straight","3985","3930","40640","38450"
"In post","2021","Digital, Data and Technology","Outside London","Male","LGBO","185","180","37150","36030"
"In post","2021","Digital, Data and Technology","Outside London","Male","Undeclared","695","680","39250","37870"
"In post","2021","Digital, Data and Technology","Outside London","Male","Unknown","1730","1705","38610","36030"
"In post","2021","Digital, Data and Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","Female","Heterosexual / straight","430","415","48450","51760"
"In post","2021","Economics","London","Female","LGBO","40","40","45290","45860"
"In post","2021","Economics","London","Female","Undeclared","40","35","47510","45250"
"In post","2021","Economics","London","Female","Unknown","130","130","46600","40650"
"In post","2021","Economics","London","Male","Heterosexual / straight","720","715","48210","44050"
"In post","2021","Economics","London","Male","LGBO","60","60","47100","38730"
"In post","2021","Economics","London","Male","Undeclared","95","95","48120","46050"
"In post","2021","Economics","London","Male","Unknown","250","250","47110","40650"
"In post","2021","Economics","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outside London","Female","Heterosexual / straight","90","85","44040","47000"
"In post","2021","Economics","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Economics","Outside London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Economics","Outside London","Female","Unknown","30","30","37470","32790"
"In post","2021","Economics","Outside London","Male","Heterosexual / straight","125","125","44670","47000"
"In post","2021","Economics","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Economics","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Economics","Outside London","Male","Unknown","60","60","37100","31810"
"In post","2021","Economics","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Economics","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Economics","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Economics","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Female","Heterosexual / straight","875","845","47580","42970"
"In post","2021","Finance","London","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Finance","London","Female","Undeclared","120","115","46620","42070"
"In post","2021","Finance","London","Female","Unknown","215","205","43570","40650"
"In post","2021","Finance","London","Male","Heterosexual / straight","930","920","51810","48970"
"In post","2021","Finance","London","Male","LGBO","60","60","54670","55740"
"In post","2021","Finance","London","Male","Undeclared","130","125","50810","47550"
"In post","2021","Finance","London","Male","Unknown","205","205","48250","41460"
"In post","2021","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outside London","Female","Heterosexual / straight","2825","2595","35720","31810"
"In post","2021","Finance","Outside London","Female","LGBO","75","75","34650","31810"
"In post","2021","Finance","Outside London","Female","Undeclared","400","360","35100","31860"
"In post","2021","Finance","Outside London","Female","Unknown","575","520","32810","28970"
"In post","2021","Finance","Outside London","Male","Heterosexual / straight","1915","1880","39970","37090"
"In post","2021","Finance","Outside London","Male","LGBO","80","80","41290","37100"
"In post","2021","Finance","Outside London","Male","Undeclared","250","245","40460","37410"
"In post","2021","Finance","Outside London","Male","Unknown","435","415","36140","31810"
"In post","2021","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Female","Heterosexual / straight","1300","1245","47420","42230"
"In post","2021","Human Resources","London","Female","LGBO","55","50","45960","41970"
"In post","2021","Human Resources","London","Female","Undeclared","115","110","43150","39800"
"In post","2021","Human Resources","London","Female","Unknown","170","165","41720","37560"
"In post","2021","Human Resources","London","Male","Heterosexual / straight","525","515","47880","42770"
"In post","2021","Human Resources","London","Male","LGBO","90","90","49280","51970"
"In post","2021","Human Resources","London","Male","Undeclared","70","70","45430","41950"
"In post","2021","Human Resources","London","Male","Unknown","90","90","44340","36950"
"In post","2021","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","Female","Heterosexual / straight","3085","2850","35010","31720"
"In post","2021","Human Resources","Outside London","Female","LGBO","95","90","33910","30660"
"In post","2021","Human Resources","Outside London","Female","Undeclared","280","255","32860","29350"
"In post","2021","Human Resources","Outside London","Female","Unknown","440","410","33750","30950"
"In post","2021","Human Resources","Outside London","Male","Heterosexual / straight","1070","1055","36170","32100"
"In post","2021","Human Resources","Outside London","Male","LGBO","110","105","36870","32390"
"In post","2021","Human Resources","Outside London","Male","Undeclared","135","135","33880","31780"
"In post","2021","Human Resources","Outside London","Male","Unknown","195","190","33880","31810"
"In post","2021","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Female","Heterosexual / straight","130","130","62210","51360"
"In post","2021","Inspector of Education and Training","London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Male","Heterosexual / straight","50","45","73860","75500"
"In post","2021","Inspector of Education and Training","London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Female","Heterosexual / straight","385","375","63930","64500"
"In post","2021","Inspector of Education and Training","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Male","Heterosexual / straight","160","155","73590","75500"
"In post","2021","Inspector of Education and Training","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Female","Heterosexual / straight","415","385","38210","35200"
"In post","2021","Intelligence Analysis","London","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Female","Undeclared","75","70","36870","35070"
"In post","2021","Intelligence Analysis","London","Female","Unknown","90","85","48840","53360"
"In post","2021","Intelligence Analysis","London","Male","Heterosexual / straight","555","545","40030","36880"
"In post","2021","Intelligence Analysis","London","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Male","Undeclared","105","100","40180","36970"
"In post","2021","Intelligence Analysis","London","Male","Unknown","130","130","47720","45620"
"In post","2021","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outside London","Female","Heterosexual / straight","715","665","29490","27370"
"In post","2021","Intelligence Analysis","Outside London","Female","LGBO","40","35","29580","26880"
"In post","2021","Intelligence Analysis","Outside London","Female","Undeclared","105","100","29730","27380"
"In post","2021","Intelligence Analysis","Outside London","Female","Unknown","70","65","32430","28080"
"In post","2021","Intelligence Analysis","Outside London","Male","Heterosexual / straight","735","720","31530","30810"
"In post","2021","Intelligence Analysis","Outside London","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Outside London","Male","Undeclared","125","125","31380","29200"
"In post","2021","Intelligence Analysis","Outside London","Male","Unknown","85","85","32630","31810"
"In post","2021","Intelligence Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
