"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","London","Westminster","15","15","40770","40090"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Nottingham","90","85","28930","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Suffolk","40","35","34290","34380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Westminster","95","95","40210","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Tyneside","130","120","29540","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Manchester","135","125","29740","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Glasgow City","100","90","29740","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","North Hampshire","30","25","34740","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Bristol, City of","50","45","32790","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","90","85","30260","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Birmingham","85","75","30520","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Leeds","65","60","31440","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","London","Westminster","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Westminster","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","East Midlands (England)","South Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Worcestershire","15","15","31630","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","10","10","26270","25540"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Lincolnshire","20","15","31650","29950"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Nottingham","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Cambridgeshire CC","25","20","30650","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Heart of Essex","35","35","29500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Hertfordshire","10","10","31030","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Suffolk","25","25","26710","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Thurrock","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Hounslow and Richmond upon Thames","65","65","32160","31460"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Westminster","10","10","38400","31530"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","Tyneside","15","15","32960","28370"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cheshire East","25","20","29860","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","East Cumbria","120","110","23220","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Manchester","15","15","28500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Mid Lancashire","60","55","27560","25210"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","15","15","24500","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Perth and Kinross and Stirling","25","25","29190","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Scottish Borders","15","15","25050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","South Ayrshire","15","10","24280","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Central Hampshire","20","20","28420","25560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","East Kent","35","35","27400","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","West Surrey","75","70","30460","24370"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","West Sussex (North East)","20","20","30360","29570"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Bristol, City of","25","25","26130","22360"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","35","35","25330","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Devon CC","150","140","24580","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Dorset CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Gloucestershire","25","20","27090","25320"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Somerset","20","15","28560","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Wiltshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","75","75","25110","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","Gwynedd","55","50","24170","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","Powys","15","10","32600","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","South West Wales","100","95","24440","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Shropshire CC","20","20","27330","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Staffordshire CC","55","50","23550","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Worcestershire","105","100","26990","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","East Riding of Yorkshire","15","15","30160","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","North Yorkshire CC","75","70","29260","26190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","York","60","60","23810","21050"
"In post","2021","Animal and Plant Health Agency","Other","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","South East (England)","West Surrey","10","10","39030","36850"
"In post","2021","Animal and Plant Health Agency","Other","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Worcestershire","25","20","33070","30860"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","South Nottinghamshire","15","15","32800","29180"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East of England","Suffolk","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","Tyneside","20","20","26600","21300"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","East Cumbria","20","20","24090","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","East Lothian and Midlothian","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","West Surrey","455","430","32740","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Devon CC","30","30","26360","22170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Gloucestershire","20","15","31620","27170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","South West Wales","15","15","24690","22980"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Shropshire CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Worcestershire","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","North Yorkshire CC","35","35","34240","30400"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Bristol, City of","25","25","22530","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","South and West Derbyshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Suffolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Westminster","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Cheshire East","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","East Cumbria","15","15","44610","48740"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Mid Lancashire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","South Ayrshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Oxfordshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","West Surrey","15","15","56510","60710"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Cornwall and Isles of Scilly","20","20","46230","50860"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Devon CC","25","25","43230","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Gloucestershire","15","15","40680","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Somerset","10","10","43410","40910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","Gwynedd","10","10","41060","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","Powys","10","10","38620","37240"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","South West Wales","30","30","41910","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Shropshire CC","15","15","46680","47550"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Worcestershire","10","10","45560","50600"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","North Yorkshire CC","15","15","35770","37000"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Westminster","10","10","42920","38290"
"In post","2021","Attorney General's Office","Legal","London","Westminster","15","15","69090","65680"
"In post","2021","Attorney General's Office","Other","London","Westminster","10","10","32820","30720"
"In post","2021","Attorney General's Office","Policy","London","Westminster","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Westminster","15","15","40110","37300"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Westminster","35","35","45790","38430"
"In post","2021","Cabinet Office (excl. agencies)","Other","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Tower Hamlets","10","10","56880","57880"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Westminster","15","15","53100","43890"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Nottingham","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Cambridgeshire CC","15","15","53530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Norwich and East Norfolk","90","85","46400","40250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Camden and City of London","95","95","54330","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Croydon","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Lambeth","10","10","29310","28630"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Lewisham and Southwark","15","15","102750","122500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Tower Hamlets","855","840","51570","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Westminster","5380","5310","49440","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Darlington","10","10","62080","66310"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Tyneside","400","375","28430","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Blackpool","40","40","51230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Greater Manchester South East","10","10","37580","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Greater Manchester South West","160","155","45470","40010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Lancaster and Wyre","5","5","[c]","[c]"
