"Status","Year","Age","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Chinese","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Transport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Work and Pensions","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department of Health and Social Care","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Chinese","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Department of Health and Social Care","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Revenue and Customs","Heterosexual / straight","40","35","34290","31810"
"In post","2021","30-39","Chinese","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Home Office","Heterosexual / straight","35","35","32190","28890"
"In post","2021","30-39","Chinese","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Defence","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Justice","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","Heterosexual / straight","55","55","44570","50520"
"In post","2021","30-39","Mixed","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","Heterosexual / straight","50","50","49910","54700"
"In post","2021","30-39","Mixed","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","50","50","49830","48980"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","Heterosexual / straight","50","50","45980","45250"
"In post","2021","30-39","Mixed","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","Heterosexual / straight","40","40","39170","36970"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","Heterosexual / straight","50","50","37210","34290"
"In post","2021","30-39","Mixed","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","Heterosexual / straight","300","280","28260","27570"
"In post","2021","30-39","Mixed","Department for Work and Pensions","LGBO","40","40","29970","28430"
"In post","2021","30-39","Mixed","Department for Work and Pensions","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Department for Work and Pensions","Unknown","30","25","26260","27570"
"In post","2021","30-39","Mixed","Department of Health and Social Care","Heterosexual / straight","80","75","45160","41230"
"In post","2021","30-39","Mixed","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Department of Health and Social Care","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","Heterosexual / straight","65","65","47250","51500"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","Heterosexual / straight","150","145","36220","31810"
"In post","2021","30-39","Mixed","HM Revenue and Customs","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","Heterosexual / straight","30","30","53430","52840"
"In post","2021","30-39","Mixed","HM Treasury","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","Heterosexual / straight","185","175","34310","29070"
"In post","2021","30-39","Mixed","Home Office","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","Heterosexual / straight","135","130","36020","33300"
"In post","2021","30-39","Mixed","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","Heterosexual / straight","395","375","29140","26810"
"In post","2021","30-39","Mixed","Ministry of Justice","LGBO","35","35","31980","30400"
"In post","2021","30-39","Mixed","Ministry of Justice","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Government","Heterosexual / straight","40","35","42560","42760"
"In post","2021","30-39","Mixed","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
