"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2021","Property","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2021","Property","Overseas","HEO","Male","70","70","35440","33300"
"In post","2021","Property","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","SEO","Male","50","50","42770","40610"
"In post","2021","Property","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","AA","Female","15","15","[c]","[c]"
"In post","2021","Security","London","AA","Male","115","115","21980","22650"
"In post","2021","Security","London","AO","Female","40","40","28020","25510"
"In post","2021","Security","London","AO","Male","135","135","32850","30440"
"In post","2021","Security","London","EO","Female","75","70","29770","29770"
"In post","2021","Security","London","EO","Male","75","75","33360","30770"
"In post","2021","Security","London","G6","Female","20","20","[c]","[c]"
"In post","2021","Security","London","G6","Male","40","40","70910","69900"
"In post","2021","Security","London","G7","Female","55","55","57140","55430"
"In post","2021","Security","London","G7","Male","80","80","59020","58450"
"In post","2021","Security","London","HEO","Female","125","120","36080","35700"
"In post","2021","Security","London","HEO","Male","110","110","37020","36160"
"In post","2021","Security","London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Security","London","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Security","London","SEO","Female","65","65","47730","45280"
"In post","2021","Security","London","SEO","Male","100","95","47890","45200"
"In post","2021","Security","London","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Security","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","AA","Female","310","305","19730","19560"
"In post","2021","Security","Outside London","AA","Male","1910","1870","19980","19560"
"In post","2021","Security","Outside London","AO","Female","525","500","27050","21590"
"In post","2021","Security","Outside London","AO","Male","2440","2405","32730","39070"
"In post","2021","Security","Outside London","EO","Female","285","275","28690","26670"
"In post","2021","Security","Outside London","EO","Male","730","720","33980","32040"
"In post","2021","Security","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","Security","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","Security","Outside London","G7","Female","45","45","54710","52580"
"In post","2021","Security","Outside London","G7","Male","90","90","56520","54540"
"In post","2021","Security","Outside London","HEO","Female","260","250","34040","33300"
"In post","2021","Security","Outside London","HEO","Male","450","440","38180","33630"
"In post","2021","Security","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Security","Outside London","SEO","Female","115","115","42240","40580"
"In post","2021","Security","Outside London","SEO","Male","225","220","46130","42120"
"In post","2021","Security","Outside London","Unknown","Female","30","25","[c]","[c]"
"In post","2021","Security","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Security","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G7","Female","5","5","[c]","[c]"
"In post","2021","Security","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2021","Security","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2021","Security","Overseas","HEO","Male","70","70","33840","34260"
"In post","2021","Security","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO","Male","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AO","Female","10","10","[c]","[c]"
"In post","2021","Security","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2021","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2021","Security","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G7","Male","5","5","[c]","[c]"
"In post","2021","Security","Unknown","HEO","Female","15","15","[c]","[c]"
"In post","2021","Security","Unknown","HEO","Male","15","15","[c]","[c]"
"In post","2021","Security","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","AA","Female","205","165","22080","22210"
"In post","2021","Unknown","London","AA","Male","240","235","22110","22210"
"In post","2021","Unknown","London","AO","Female","2265","1960","24940","25110"
"In post","2021","Unknown","London","AO","Male","1225","1190","24990","25110"
"In post","2021","Unknown","London","EO","Female","6720","6160","30420","31060"
"In post","2021","Unknown","London","EO","Male","4220","4040","30360","31060"
"In post","2021","Unknown","London","G6","Female","595","560","69620","68720"
"In post","2021","Unknown","London","G6","Male","630","615","70550","68940"
"In post","2021","Unknown","London","G7","Female","1420","1360","57660","57460"
"In post","2021","Unknown","London","G7","Male","1455","1435","58520","57680"
"In post","2021","Unknown","London","HEO","Female","2170","2080","36070","35330"
"In post","2021","Unknown","London","HEO","Male","1805","1775","36280","36140"
"In post","2021","Unknown","London","SCS level","Female","360","340","88400","81790"
"In post","2021","Unknown","London","SCS level","Male","360","355","92270","84830"
"In post","2021","Unknown","London","SEO","Female","1665","1600","42820","42170"
"In post","2021","Unknown","London","SEO","Male","1580","1560","43410","42410"
"In post","2021","Unknown","London","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Male","40","40","34260","33950"
"In post","2021","Unknown","Outside London","AA","Female","2020","1790","19930","19560"
"In post","2021","Unknown","Outside London","AA","Male","2085","2010","19620","18800"
"In post","2021","Unknown","Outside London","AO","Female","26460","22100","21200","21010"
"In post","2021","Unknown","Outside London","AO","Male","14335","13680","21340","21010"
"In post","2021","Unknown","Outside London","EO","Female","35760","31405","27420","27570"
"In post","2021","Unknown","Outside London","EO","Male","22710","21765","27430","27570"
"In post","2021","Unknown","Outside London","G6","Female","1070","1020","69080","69160"
"In post","2021","Unknown","Outside London","G6","Male","1145","1115","70180","69690"
"In post","2021","Unknown","Outside London","G7","Female","2870","2685","56280","53930"
"In post","2021","Unknown","Outside London","G7","Male","2670","2605","57020","56120"
"In post","2021","Unknown","Outside London","HEO","Female","8755","8140","33350","32740"
"In post","2021","Unknown","Outside London","HEO","Male","6640","6465","33580","33170"
"In post","2021","Unknown","Outside London","SCS level","Female","265","255","87990","83230"
"In post","2021","Unknown","Outside London","SCS level","Male","340","335","91170","83230"
"In post","2021","Unknown","Outside London","SEO","Female","4485","4215","40970","39660"
"In post","2021","Unknown","Outside London","SEO","Male","4105","4020","41640","40580"
"In post","2021","Unknown","Outside London","Unknown","Female","85","80","39810","40620"
"In post","2021","Unknown","Outside London","Unknown","Male","205","200","42120","40660"
"In post","2021","Unknown","Overseas","AO","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","AO","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Female","60","60","28030","27370"
"In post","2021","Unknown","Overseas","EO","Male","90","85","27770","27370"
"In post","2021","Unknown","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","G6","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","G7","Female","40","40","63010","59720"
"In post","2021","Unknown","Overseas","G7","Male","40","40","62450","60140"
"In post","2021","Unknown","Overseas","HEO","Female","160","160","41710","41600"
"In post","2021","Unknown","Overseas","HEO","Male","110","110","39520","38690"
"In post","2021","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO","Male","35","35","45510","42200"
"In post","2021","Unknown","Overseas","Unknown","Female","95","90","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Male","140","135","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AO","Female","130","115","22780","22080"
"In post","2021","Unknown","Unknown","AO","Male","55","55","22040","21010"
"In post","2021","Unknown","Unknown","EO","Female","330","300","28010","27570"
"In post","2021","Unknown","Unknown","EO","Male","205","200","27980","27570"
"In post","2021","Unknown","Unknown","G6","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","G6","Male","15","10","[c]","[c]"
"In post","2021","Unknown","Unknown","G7","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Unknown","G7","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","HEO","Female","70","65","33430","32170"
"In post","2021","Unknown","Unknown","HEO","Male","45","45","33740","32400"
"In post","2021","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO","Female","40","40","37910","36840"
"In post","2021","Unknown","Unknown","SEO","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Female","165","165","33090","32700"
"In post","2021","Unknown","Unknown","Unknown","Male","1740","1740","37650","34160"
"Leaver CS","2021","Analysis","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","G7","Male","35","[c]","57430","56480"
"Leaver CS","2021","Digital, Data & Technology","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","EO","Male","40","[c]","27540","26930"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","G7","Male","40","[c]","56350","54970"
"Leaver CS","2021","Digital, Data & Technology","Outside London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","HEO","Male","40","[c]","34620","33290"
"Leaver CS","2021","Digital, Data & Technology","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","SEO","Male","35","[c]","41130","40580"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","EO","Male","[c]","[c]","[c]","[c]"
